,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2|P сеп. |кгс/см²,С-2|t жидкости|°С,С-2|L межфазный|см,С-2|L нефти|см,ОН-1|t жидкости|°С,ОН-1|L межфазный|см,ОН-1|P отс. |кгс/см²,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,БЕВ-1|L воды|см,БЕВ-1|V воды|м3,БЕВ-1|V нефти,БЕВ-1|t воды
0,2022-01-01 00:00:00,5.5,14,5.4,14,66,3,58,53,73,0.8,52,53,42,8,13,57,3.3,3.1,62,263.8,0.4,14,58,3.3,3.1,62,127.7,0.4,150,50.786,0,35
1,2022-01-01 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,259.8,0.4,13,61,3.3,3.1,62,129.1,0.4,165,57.258,0,35
2,2022-01-01 04:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,266.3,0.4,13,61,3.3,3.1,62,128.7,0.4,177,62.391,0,35
3,2022-01-01 06:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,266.4,0.4,13,61,3.3,3.1,62,130,0.4,193,69.112,0,35
4,2022-01-01 08:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,266.4,0.4,13,61,3.3,3.1,62,130,0.4,83,22.827,0,35
5,2022-01-01 10:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,260,0.4,13,61,3.3,3.1,62,135,0.4,102,30.403,0,35
6,2022-01-01 12:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,260,0.4,13,61,3.3,3.1,62,135,0.4,119,37.486,0,35
7,2022-01-01 14:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,222,0.4,13,61,3.3,3.1,62,133,0.4,140,46.468,0,35
8,2022-01-01 16:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,222,0.4,13,61,3.3,3.1,62,133,0.4,155,52.947,0,35
9,2022-01-01 18:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,222,0.4,13,61,3.3,3.1,62,133,0.4,173,60.687,0,35
10,2022-01-01 20:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,253.2,0.4,13,61,3.3,3.1,62,128.1,0.4,195,69.938,0,35
11,2022-01-02 00:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,43,8,13,58,3.3,3.1,62,149,0.4,13,61,3.3,3.1,62,217.8,0.4,99,29.18,0,35
12,2022-01-02 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,131.7,0.4,13,61,3.3,3.1,62,133.4,0.4,119,37.486,0,35
13,2022-01-02 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,131.7,0.4,13,61,3.3,3.1,62,133.4,0.4,137,45.176,0,35
14,2022-01-02 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,255.1,0.4,13,61,3.3,3.1,62,125.4,0.4,157,53.81,0,35
15,2022-01-02 08:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,138.6,0.4,13,61,3.3,3.1,62,239.2,0.4,174,61.114,0,35
16,2022-01-02 10:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,138.6,0.4,13,61,3.3,3.1,62,239.2,0.4,72,18.667,0,35
17,2022-01-02 12:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,138.6,0.4,13,61,3.3,3.1,62,239.2,0.4,99,29.18,0,35
18,2022-01-02 14:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,260.1,0.4,13,61,3.3,3.1,62,125.7,0.4,121,38.333,0,35
19,2022-01-02 16:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,260.1,0.4,13,61,3.3,3.1,62,125.7,0.4,141,46.899,0,35
20,2022-01-02 18:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,260.1,0.4,13,61,3.3,3.1,62,125.7,0.4,163,56.397,0,35
21,2022-01-02 20:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,144.6,0.4,13,61,3.3,3.1,62,127.5,0.4,184,65.353,0,35
22,2022-01-03 00:00:00,5.6,13,5.2,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,250.6,0.4,13,61,3.3,3.1,62,244.2,0.4,98,28.774,0,35
23,2022-01-03 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,245.2,0.4,13,61,3.3,3.1,62,127.2,0.4,122,38.757,0,35
24,2022-01-03 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,165.1,0.4,13,61,3.3,3.1,62,126.7,0.4,144,48.194,0,35
25,2022-01-03 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,226.7,0.4,13,61,3.3,3.1,62,124.8,0.4,166,57.688,0,35
26,2022-01-03 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,88,24.777,0,35
27,2022-01-03 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,110,33.708,0,35
28,2022-01-03 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,134,43.885,0,35
29,2022-01-03 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,158,54.242,0,35
30,2022-01-03 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,179,63.24,0,35
31,2022-01-03 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,108,32.877,0,35
32,2022-01-03 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,180.4,0.4,13,61,3.3,3.1,62,127,0.4,131,42.598,0,35
33,2022-01-04 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,158.1,0.4,13,61,3.3,3.1,62,198.3,0.4,177,62.391,0,35
34,2022-01-04 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,123.1,0.4,13,61,3.3,3.1,62,207.4,0.4,201,72.394,0,35
35,2022-01-04 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,251,0.4,13,61,3.3,3.1,62,137,0.4,103,30.813,0,35
36,2022-01-04 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,251,0.4,13,61,3.3,3.1,62,137,0.4,124,39.607,0,35
37,2022-01-04 08:00:00,5.5,13,5.3,12,65,3,57,54,73,1,53,53,44,8,13,50,3.5,3.3,60,225,0.4,13,58,3.5,3.2,61,243,0.4,146,49.058,0,35
38,2022-01-04 10:00:00,5.5,13,5.3,12,65,3,57,54,73,1,53,53,44,8,13,58,3.5,3.2,60,208,0.4,13,52,3.4,3.2,60,131,0.4,168,58.546,0,35
39,2022-01-04 12:00:00,5.5,13,5.3,12,65,3,57,54,73,1,53,53,44,8,13,58,3.5,3.2,60,195.8,0.4,13,52,3.4,3.2,60,137.9,0.4,90,25.567,0,35
40,2022-01-04 14:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,9,13,60,3.6,3.3,63,140,0.4,13,58,3.7,3.3,62,141,0.4,114,35.38,0,35
41,2022-01-04 16:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,140,0.4,13,58,3.7,3.3,62,141,0.4,136,44.745,0,35
42,2022-01-04 18:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,257,0.4,13,58,3.7,3.3,62,129,0.4,159,54.673,0,35
43,2022-01-04 20:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,244,0.4,13,58,3.7,3.3,62,140.9,0.4,96,27.965,0,35
44,2022-01-05 00:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,133,0.4,13,58,3.7,3.3,62,136,0.4,126,40.459,0,35
45,2022-01-05 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,136,0.4,13,60,3.3,3.1,62,135,0.4,151,51.219,0,35
46,2022-01-05 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,168,0.4,13,60,3.3,3.1,62,200,0.4,173,60.687,0,35
47,2022-01-05 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,137,0.4,13,60,3.3,3.1,62,250,0.4,103,30.813,0,35
48,2022-01-05 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,238,0.4,123,39.182,0,35
49,2022-01-05 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,127,0.4,13,60,3.3,3.1,62,222,0.4,148,49.922,0,35
50,2022-01-05 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,127,0.4,13,60,3.3,3.1,62,222,0.4,167,58.117,0,35
51,2022-01-05 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,227,0.4,66,16.127,0,35
52,2022-01-05 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,227,0.4,93,26.761,0,35
53,2022-01-05 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,230,0.4,118,37.064,0,35
54,2022-01-05 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,155,0.4,13,60,3.3,3.1,62,176.9,0.4,141,46.899,0,35
55,2022-01-06 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,267,0.4,13,60,3.3,3.1,62,134,0.4,183,64.932,0,35
56,2022-01-06 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,134,0.4,13,60,3.3,3.1,62,131,0.4,208,75.213,0,35
57,2022-01-06 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,259,0.4,13,60,3.3,3.1,62,256,0.4,98,28.774,0,35
58,2022-01-06 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,198,0.4,13,60,3.3,3.1,62,201,0.4,124,39.607,0,35
59,2022-01-06 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,198,0.4,13,60,3.3,3.1,62,201,0.4,146,49.058,0,35
60,2022-01-06 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,169,58.975,0,35
61,2022-01-06 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,190,67.866,0,35
62,2022-01-06 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,75,19.782,0,35
63,2022-01-06 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,99,29.18,0,35
64,2022-01-06 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,138,0.4,13,60,3.3,3.1,62,131,0.4,123,39.182,0,35
65,2022-01-06 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,154,0.4,13,60,3.3,3.1,62,130,0.4,144,48.194,0,35
66,2022-01-07 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,235,0.4,13,60,3.3,3.1,62,233,0.4,186,66.193,0,35
67,2022-01-07 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,237,0.4,13,60,3.3,3.1,62,125,0.4,207,74.814,0,35
68,2022-01-07 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,132,0.4,13,60,3.3,3.1,62,220,0.4,112,34.542,0,35
69,2022-01-07 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,133,43.456,0,35
70,2022-01-07 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,155,52.947,0,35
71,2022-01-07 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,175,61.54,0,35
72,2022-01-07 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,182,64.51,0,35
73,2022-01-07 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,202,0.4,13,58,3.3,3.1,62,141,0.4,97,28.369,0,35
74,2022-01-07 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,202,0.4,13,58,3.3,3.1,62,141,0.4,120,37.909,0,35
75,2022-01-07 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,133,0.4,13,58,3.3,3.1,62,232,0.4,147,49.49,0,35
76,2022-01-07 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,44,45,8,13,58,3.3,3.1,62,166,0.4,13,58,3.3,3.1,62,122,0.4,169,58.975,0,35
77,2022-01-08 00:00:00,5.6,13,5.4,13,65,3,58,53,73,0.8,55,48,45,8,13,58,3.3,3.1,62,147,0.4,13,58,3.3,3.1,62,127,0.4,213,77.19,0,35
78,2022-01-08 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,245,0.4,190,67.866,0,35
79,2022-01-08 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,126,0.4,13,60,3.3,3.1,62,129,0.4,96,27.965,0,35
80,2022-01-08 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,120,37.909,0,35
81,2022-01-08 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,142,47.331,0,35
82,2022-01-08 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,162,55.967,0,35
83,2022-01-08 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,184,65.353,0,35
84,2022-01-08 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,222,0.4,13,59,3.4,3.1,62,237,0.4,205,74.012,0,35
85,2022-01-08 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,222,0.4,13,59,3.4,3.1,62,237,0.4,205,74.012,0,35
86,2022-01-08 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,130,0.4,13,59,3.4,3.1,62,127,0.4,111,34.125,0,35
87,2022-01-08 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,137,0.4,13,59,3.4,3.1,62,130,0.4,125,40.033,0,35
88,2022-01-09 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,54,45,8,13,58,3.3,3.1,62,131,0.4,13,59,3.4,3.1,62,128,0.4,152,51.651,0,35
89,2022-01-09 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,221,0.4,13,60,3.3,3.1,62,130,0.4,166,57.688,0,35
90,2022-01-09 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,59,3.3,3.1,62,267,0.4,13,60,3.3,3.1,62,127,0.4,181,64.087,0,35
91,2022-01-09 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,59,3.3,3.1,62,137,0.4,13,60,3.3,3.1,62,152,0.4,193,69.112,0,35
92,2022-01-09 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,141,0.4,13,59,3.3,3.1,62,160,0.4,135,44.315,0,35
93,2022-01-09 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,100,29.586,0,35
94,2022-01-09 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,113,34.961,0,35
95,2022-01-09 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,130,42.169,0,35
96,2022-01-09 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,146,49.058,0,35
97,2022-01-09 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,146,49.058,0,35
98,2022-01-09 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,133,0.4,13,59,3.3,3.1,62,158,0.4,172,60.26,0,35
99,2022-01-10 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,48,45,8,13,58,3.3,3.1,62,260,0.4,13,59,3.3,3.1,62,252,0.4,192,68.697,0,35
100,2022-01-10 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,56,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,152,0.4,205,74.012,0,35
101,2022-01-10 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,271,0.4,13,60,3.3,3.1,62,201,0.4,89,25.172,0,35
102,2022-01-10 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,101,29.994,0,35
103,2022-01-10 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,113,34.961,0,35
104,2022-01-10 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,123,39.182,0,35
105,2022-01-10 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,123,39.182,0,35
106,2022-01-10 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,141,46.899,0,35
107,2022-01-10 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.4,3.1,62,130,0.4,13,59,3.4,3.1,62,60,0.4,152,51.651,0,35
108,2022-01-10 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.4,3.1,62,258,0.4,13,59,3.4,3.1,62,135,0.4,163,56.397,0,35
109,2022-01-10 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,59,3.4,3.1,62,260,0.4,13,59,3.4,3.1,62,183,0.4,172,60.26,0,35
110,2022-01-11 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,52,45,8,13,59,3.4,3.1,62,257,0.4,13,59,3.4,3.1,62,145,0.4,100,29.586,0,35
111,2022-01-11 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,52,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,151,0.4,113,34.961,0,35
112,2022-01-11 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,52,45,8,13,59,3.3,3.1,62,137,0.4,13,60,3.3,3.1,62,132,0.4,128,41.314,0,35
113,2022-01-11 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,144,48.194,0,35
114,2022-01-11 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,163,56.397,0,35
115,2022-01-11 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,178,62.816,0,35
116,2022-01-11 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,193,69.112,0,35
117,2022-01-11 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,72,18.667,0,35
118,2022-01-11 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,88,24.777,0,35
119,2022-01-11 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,51,45,8,13,59,3.3,3.1,62,132,0.4,13,60,3.3,3.1,62,130,0.4,104,31.224,0,35
120,2022-01-11 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,51,45,8,13,59,3.3,3.1,62,144,0.4,13,60,3.3,3.1,62,138,0.4,120,37.909,0,35
121,2022-01-12 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,52,45,8,13,59,3.3,3.1,62,133,0.4,13,60,3.3,3.1,62,230,0.4,149,50.354,0,35
122,2022-01-12 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,59,3.3,3.1,62,150,0.4,13,60,3.3,3.1,62,128,0.4,166,57.688,0,35
123,2022-01-12 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,59,3.3,3.1,62,259,0.4,13,60,3.3,3.1,62,251,0.4,180,63.664,0,35
124,2022-01-12 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,140,0.4,195,69.938,0,35
125,2022-01-12 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,140,0.4,83,22.827,0,35
126,2022-01-12 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,130.4,0.4,99,29.18,0,35
127,2022-01-12 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,130.4,0.4,116,36.22,0,35
128,2022-01-12 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,56,3.3,3.1,59,161.2,0.4,13,59,3.3,3.1,62,128,0.4,132,43.027,0,35
129,2022-01-12 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,56,3.3,3.1,59,161.2,0.4,13,59,3.3,3.1,62,128,0.4,145,48.626,0,35
130,2022-01-12 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,47,45,8,13,56,3.3,3.1,59,131,0.4,13,59,3.3,3.1,62,137,0.4,160,55.105,0,35
131,2022-01-12 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,30,45,8,13,56,3.3,3.1,59,260,0.4,13,59,3.3,3.1,62,246,0.4,190,67.866,0,35
132,2022-01-13 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,38,45,8,13,56,3.3,3.1,59,196,0.4,13,59,3.3,3.1,62,128,0.4,113,34.961,0,35
133,2022-01-13 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,42,45,8,13,59,3.3,3.1,62,267,0.4,13,60,3.3,3.1,62,132,0.4,131,42.598,0,35
134,2022-01-13 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,46,45,8,13,59,3.3,3.1,62,131,0.4,13,60,3.3,3.1,62,128,0.4,152,51.651,0,35
