,Дата,Добыча воды за 2ч,Показания влагомера
272,2022-01-24 16:00:00,0.6019100000000003,0.17
273,2022-01-24 18:00:00,0.63456,0.19
274,2022-01-24 20:00:00,0.6244599999999997,0.18
275,2022-01-24 22:00:00,0.5616900000000001,0.2
276,2022-01-25 00:00:00,0.5737000000000008,0.17
277,2022-01-25 02:00:00,0.1752629999999997,0.16
278,2022-01-25 04:00:00,0.1760130000000001,0.15
279,2022-01-25 06:00:00,0.16620900000000005,0.17
280,2022-01-25 08:00:00,0.1425479999999999,0.17
281,2022-01-25 10:00:00,0.18312900000000001,0.16
282,2022-01-25 12:00:00,0.15659699999999988,0.15
283,2022-01-25 14:00:00,0.17665500000000006,0.17
284,2022-01-25 16:00:00,0.17685299999999998,0.16
285,2022-01-25 18:00:00,0.18332399999999982,0.16
286,2022-01-25 20:00:00,0.17770800000000006,0.17
287,2022-01-25 22:00:00,0.17620799999999995,0.19
288,2022-01-26 00:00:00,0.17887200000000006,0.18
289,2022-01-26 02:00:00,0.8130499999999998,0.16
290,2022-01-26 04:00:00,0.8826999999999997,0.15
291,2022-01-26 06:00:00,0.7440439999999998,0.14
292,2022-01-26 08:00:00,0.7825440000000004,0.17
293,2022-01-26 10:00:00,0.889854,0.16
294,2022-01-26 12:00:00,0.8052240000000002,0.15
295,2022-01-26 14:00:00,0.8259719999999998,0.15
296,2022-01-26 16:00:00,0.8178240000000007,0.15
297,2022-01-26 18:00:00,0.8588859999999996,0.18
298,2022-01-26 20:00:00,0.7795059999999993,0.17
299,2022-01-26 22:00:00,0.8600620000000005,0.19
300,2022-01-27 00:00:00,0.7975939999999997,0.18
301,2022-01-27 02:00:00,0.5860800000000006,0.19
302,2022-01-27 04:00:00,0.5788900000000001,0.19
303,2022-01-27 06:00:00,0.5995399999999993,0.17
304,2022-01-27 08:00:00,0.5843399999999997,0.17
305,2022-01-27 10:00:00,0.5952100000000009,0.17
306,2022-01-27 12:00:00,0.6054299999999997,0.16
307,2022-01-27 14:00:00,0.6035300000000001,0.16
308,2022-01-27 16:00:00,0.60414,0.16
309,2022-01-27 18:00:00,0.5719899999999999,0.17
310,2022-01-27 20:00:00,0.5973599999999999,0.19
311,2022-01-27 22:00:00,-0.028909999999999627,0.17
312,2022-01-28 00:00:00,0.2574199999999996,0.17
313,2022-01-28 02:00:00,0.8256919999999998,0.19
314,2022-01-28 04:00:00,0.7953960000000007,0.17
315,2022-01-28 06:00:00,0.8471119999999991,0.19
316,2022-01-28 08:00:00,0.8133300000000004,0.18
317,2022-01-28 10:00:00,0.8210719999999995,0.18
318,2022-01-28 12:00:00,0.8530760000000004,0.16
319,2022-01-28 14:00:00,0.8335739999999998,0.16
320,2022-01-28 16:00:00,0.8217300000000001,0.17
321,2022-01-28 18:00:00,0.8402240000000011,0.18
322,2022-01-28 20:00:00,0.8126439999999993,0.17
323,2022-01-28 22:00:00,0.8527119999999999,0.2
324,2022-01-29 00:00:00,0.8455579999999998,0.16
325,2022-01-29 02:00:00,0.5265989999999998,0.19
326,2022-01-29 04:00:00,0.5750550000000005,0.18
327,2022-01-29 06:00:00,0.5677109999999995,0.19
328,2022-01-29 08:00:00,0.5354009999999996,0.2
329,2022-01-29 10:00:00,0.5258070000000009,0.18
330,2022-01-29 12:00:00,0.5334209999999995,0.18
331,2022-01-29 14:00:00,0.5848829999999999,0.16
332,2022-01-29 16:00:00,0.5513309999999997,0.17
333,2022-01-29 18:00:00,0.5447700000000009,0.16
334,2022-01-29 20:00:00,0.535941,0.19
335,2022-01-29 22:00:00,0.5686649999999998,0.16
336,2022-01-30 00:00:00,0.545192999999999,0.21
337,2022-01-30 02:00:00,0.8538450000000017,0.17
338,2022-01-30 04:00:00,0.9678450000000004,0.19
339,2022-01-30 06:00:00,0.9287249999999991,0.19
340,2022-01-30 08:00:00,0.8997449999999992,0.17
341,2022-01-30 10:00:00,0.9267900000000004,0.16
342,2022-01-30 12:00:00,0.8896499999999992,0.18
343,2022-01-30 14:00:00,0.9587550000000005,0.19
344,2022-01-30 16:00:00,1.0435349999999999,0.19
345,2022-01-30 18:00:00,0.7795199999999994,0.17
346,2022-01-30 20:00:00,0.9179100000000002,0.2
347,2022-01-30 22:00:00,0.8690700000000003,0.18
348,2022-01-31 00:00:00,0.9391950000000012,0.19
349,2022-01-31 02:00:00,0.7162799999999983,0.21
350,2022-01-31 04:00:00,0.7480800000000005,0.18
351,2022-01-31 06:00:00,0.7625879999999998,0.19
352,2022-01-31 08:00:00,0.408828000000001,0.19
353,2022-01-31 10:00:00,0.6241319999999992,0.18
354,2022-01-31 12:00:00,0.6252120000000005,0.16
355,2022-01-31 14:00:00,0.6992639999999998,0.17
356,2022-01-31 16:00:00,0.45947999999999967,0.18
357,2022-01-31 18:00:00,0.8678999999999994,0.16
358,2022-01-31 20:00:00,0.8142000000000007,0.19
359,2022-01-31 22:00:00,0.7436279999999992,0.17
360,2022-02-01 00:00:00,0.7103640000000009,0.21
361,2022-02-01 02:00:00,0.505926,0.18
362,2022-02-01 04:00:00,0.5641919999999992,0.2
363,2022-02-01 06:00:00,0.5528340000000004,0.23
364,2022-02-01 08:00:00,0.538353,0.19
365,2022-02-01 10:00:00,0.5481000000000001,0.19
366,2022-02-01 12:00:00,0.5427899999999997,0.17
367,2022-02-01 14:00:00,0.547434,0.17
368,2022-02-01 16:00:00,0.570321,0.17
369,2022-02-01 18:00:00,0.546633,0.18
370,2022-02-01 20:00:00,0.529767,0.2
371,2022-02-01 22:00:00,0.5759730000000001,0.19
372,2022-02-03 00:00:00,0.6135580000000003,0.23
373,2022-02-03 02:00:00,0.57851,0.19
374,2022-02-03 04:00:00,0.6002299999999999,0.2
375,2022-02-03 06:00:00,0.5862599999999997,0.22
376,2022-02-03 08:00:00,0.5684100000000001,0.21
377,2022-02-03 10:00:00,0.5833300000000005,0.2
378,2022-02-03 12:00:00,0.6068999999999996,0.18
379,2022-02-03 14:00:00,0.5781900000000002,0.19
380,2022-02-03 16:00:00,0.5827999999999999,0.19
381,2022-02-03 18:00:00,0.5935600000000003,0.22
382,2022-02-03 20:00:00,0.5602599999999999,0.21
383,2022-02-03 22:00:00,0.6198100000000005,0.22
384,2022-02-04 00:00:00,0.5605699999999996,19
385,2022-02-04 02:00:00,1.0444139999999997,0.21
386,2022-02-04 04:00:00,1.085544000000001,0.17
387,2022-02-04 06:00:00,1.0404179999999996,0.18
388,2022-02-04 08:00:00,1.1584980000000002,0.19
389,2022-02-04 10:00:00,1.094039999999999,0.19
390,2022-02-04 12:00:00,0.9717300000000004,0.21
391,2022-02-04 14:00:00,0.8388000000000004,0.2
392,2022-02-04 16:00:00,1.0598940000000001,0.2
393,2022-02-04 18:00:00,0.9450360000000012,0.19
394,2022-02-04 20:00:00,1.0107539999999984,0.21
395,2022-02-04 22:00:00,1.002618,0.2
396,2022-02-05 00:00:00,1.0331280000000003,0.18
397,2022-02-05 02:00:00,0.16584000000000007,0.22
398,2022-02-05 04:00:00,0.16227899999999995,0.2
399,2022-02-05 06:00:00,0.15476399999999976,0.2
400,2022-02-05 08:00:00,0.11724300000000004,0.19
401,2022-02-05 10:00:00,0.11524200000000022,0.2
402,2022-02-05 12:00:00,0.13830599999999968,0.18
403,2022-02-05 14:00:00,0.15186000000000008,0.18
404,2022-02-05 16:00:00,0.1475580000000002,0.18
405,2022-02-05 18:00:00,0.15188699999999972,0.2
406,2022-02-05 20:00:00,0.1784550000000002,0.22
407,2022-02-05 22:00:00,0.17919000000000002,0.21
408,2022-02-06 00:00:00,0.15137400000000006,0.24
409,2022-02-06 02:00:00,0.1641356999999997,0.2
410,2022-02-06 04:00:00,0.12969720000000023,0.21
411,2022-02-06 06:00:00,0.13603139999999989,0.2
412,2022-02-06 08:00:00,0.13773510000000017,0.2
413,2022-02-06 10:00:00,0.13873409999999986,0.21
414,2022-02-06 12:00:00,0.13348260000000012,0.19
415,2022-02-06 14:00:00,0.13009949999999995,0.18
416,2022-02-06 16:00:00,0.14160960000000003,0.18
417,2022-02-06 18:00:00,0.12795029999999996,0.2
418,2022-02-06 20:00:00,0.15032249999999997,0.18
419,2022-02-06 22:00:00,0.1503522000000001,0.21
420,2022-02-07 00:00:00,0.1416879000000001,0.23
421,2022-02-07 02:00:00,0.1211808,0.22
422,2022-02-07 04:00:00,0.13865519999999998,0.19
423,2022-02-07 06:00:00,0.1336368,0.21
424,2022-02-07 08:00:00,0.12755999999999987,0.22
425,2022-02-07 10:00:00,0.12186960000000013,0.21
426,2022-02-07 12:00:00,0.1314864,0.18
427,2022-02-07 14:00:00,0.1254384000000001,0.17
428,2022-02-07 16:00:00,0.12920399999999996,0.18
429,2022-02-07 18:00:00,0.14450399999999994,0.2
430,2022-02-07 20:00:00,0.14006880000000002,0.23
431,2022-02-07 22:00:00,0.1492152,0.21
432,2022-02-08 00:00:00,0.12426719999999991,0.19
433,2022-02-08 02:00:00,0.3227460000000004,0.17
434,2022-02-08 04:00:00,0.3291539999999996,0.18
435,2022-02-08 06:00:00,0.32822399999999985,0.2
436,2022-02-08 08:00:00,0.33444600000000047,0.19
437,2022-02-08 10:00:00,0.33679199999999976,0.18
438,2022-02-08 12:00:00,0.3585900000000002,0.19
439,2022-02-08 14:00:00,0.3833339999999999,0.18
440,2022-02-08 16:00:00,0.3696119999999999,0.19
441,2022-02-08 18:00:00,0.3765060000000002,0.19
442,2022-02-08 20:00:00,0.3536459999999996,0.18
443,2022-02-08 22:00:00,0.379302,0.19
444,2022-02-09 00:00:00,0.12426719999999991,0.19
445,2022-02-09 02:00:00,0.4140009999999998,0.19
446,2022-02-09 04:00:00,0.4372760000000004,0.19
447,2022-02-09 06:00:00,0.41718599999999983,0.19
448,2022-02-09 08:00:00,0.4288480000000002,0.18
449,2022-02-09 10:00:00,0.420749,0.17
450,2022-02-09 12:00:00,0.48101199999999944,0.19
451,2022-02-09 14:00:00,0.42798000000000064,0.18
452,2022-02-09 16:00:00,0.39831399999999967,0.18
453,2022-02-09 18:00:00,0.3862459999999998,0.18
454,2022-02-09 20:00:00,0.4327470000000004,0.19
455,2022-02-09 22:00:00,0.42499800000000015,0.18
456,2022-02-10 00:00:00,0.42170799999999936,0.18
457,2022-02-10 02:00:00,0.7190040000000008,0.18
458,2022-02-10 04:00:00,0.737136,0.19
459,2022-02-10 06:00:00,0.735,0.19
460,2022-02-10 08:00:00,0.7345920000000002,0.18
461,2022-02-10 10:00:00,0.6925319999999993,0.17
462,2022-02-10 12:00:00,0.5961600000000001,0.18
463,2022-02-10 14:00:00,0.7734720000000006,0.17
464,2022-02-10 16:00:00,0.7207799999999986,0.17
465,2022-02-10 18:00:00,0.7481880000000004,0.18
466,2022-02-10 20:00:00,0.7308120000000004,0.19
467,2022-02-10 22:00:00,0.7526519999999998,0.18
468,2022-02-11 00:00:00,0.7136279999999999,0.18
469,2022-02-11 02:00:00,0.48158399999999985,0.19
470,2022-02-11 04:00:00,0.49729600000000007,0.18
471,2022-02-11 06:00:00,0.4980640000000006,0.19
472,2022-02-11 08:00:00,0.5097039999999995,0.17
473,2022-02-11 10:00:00,0.4987120000000002,0.18
474,2022-02-11 12:00:00,0.48912799999999995,0.19
475,2022-02-11 14:00:00,0.5150480000000005,0.18
476,2022-02-11 16:00:00,0.517791999999999,0.17
477,2022-02-11 18:00:00,0.4772480000000012,0.19
478,2022-02-11 20:00:00,0.4983359999999996,0.18
479,2022-02-11 22:00:00,0.4823679999999999,0.19
480,2022-02-12 00:00:00,0.4832560000000001,0.18
481,2022-02-12 02:00:00,0.496872,0.18
482,2022-02-12 04:00:00,0.48255200000000037,0.18
483,2022-02-12 06:00:00,0.49122399999999944,0.19
484,2022-02-12 08:00:00,0.4994000000000001,0.17
485,2022-02-12 10:00:00,0.5082720000000002,0.18
486,2022-02-12 12:00:00,0.5032719999999997,0.17
487,2022-02-12 14:00:00,0.509024,0.18
488,2022-02-12 16:00:00,0.5010640000000004,0.17
489,2022-02-12 18:00:00,0.4814879999999999,0.19
