Date,BlockP,BlockT,C1P,C1T,C1L,C2P,C2T,C2interfacial_L,С2petrol_L,OH_T,OH_interfacial_L,OH_P,C3T,C3L,P1Tinput,P1Toutput,P1Pinput,P1Poutput,P1Тcoolant,P1Tgases,P1Рburner,P2Tinput,P2Toutput,P2Pinput,P2Poutput,P2Tcoolant,P2Tgases,P2Pburner,Water,Vlagomer,BEV1L,BEV1V_water,BEV1V_petrol,BEV1T_water
2022-02-03 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.4230769,0.6956522,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41343668,0.80597013,0.6315789,0.632653,0.49427176,0.76503766,1.0,0.23000844,0.2,,,,
2022-02-03 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.4230769,0.6956522,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6046511,0.8925373,0.6315789,0.632653,0.53027827,0.65263164,1.0,0.23956499,0.18,,,,
2022-02-03 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.4230769,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49095607,0.84179103,0.6315789,0.632653,0.51391166,0.9345865,1.0,0.22792442,0.19,,,,
2022-02-03 16:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.4230769,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.80597013,0.6315789,0.632653,0.4967267,0.66654146,1.0,0.22979355,0.19,,,,
2022-02-03 18:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.4230769,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.8507463,0.6315789,0.632653,0.5237316,0.9360903,1.0,0.23415624,0.22,,,,
2022-02-03 20:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.4230769,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.8358209,0.6315789,0.632653,0.507365,0.9097745,1.0,0.2206546,0.21,,,,
2022-02-04 00:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.4230769,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.8358209,0.6315789,0.632653,0.507365,0.90225565,1.0,0.22078031,0.19,,,,
2022-02-04 02:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.6956522,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41343668,0.8507463,0.6315789,0.632653,0.51554835,0.54511285,1.0,0.41695687,0.21,,,,
2022-02-04 04:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.6956522,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.86567163,0.6315789,0.632653,0.5237316,0.9473685,1.0,0.43363318,0.17,,,,
2022-02-04 06:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.6956522,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55297154,0.8358209,0.6315789,0.632653,0.5180033,0.94210535,1.0,0.41533667,0.18,,,,
2022-02-04 08:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.6956522,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41343668,0.84477603,0.6315789,0.632653,0.50818336,0.5233083,1.0,0.4632127,0.19,,,,
2022-02-04 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.861194,0.6315789,0.632653,0.51963997,0.94285727,1.0,0.43707794,0.19,,,,
2022-02-04 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875969,0.8507463,0.6315789,0.632653,0.512275,0.92706776,1.0,0.38748682,0.21,,,,
2022-02-04 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45736435,0.8089552,0.6315789,0.632653,0.49509007,0.78120303,1.0,0.33358982,0.2,,,,
2022-02-04 16:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5167959,0.85970145,0.6315789,0.632653,0.52127665,0.56879705,1.0,0.42323327,0.2,,,,
2022-02-04 18:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49095607,0.8358209,0.6315789,0.632653,0.4991817,0.8909775,1.0,0.37666363,0.19,,,,
2022-02-04 20:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.8358209,0.6315789,0.632653,0.507365,0.51879704,1.0,0.40330926,0.21,,,,
2022-02-05 00:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620155,0.86567163,0.6315789,0.632653,0.5237316,0.9473685,1.0,0.4123809,0.18,,,,
2022-02-05 02:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.39999995,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875969,0.880597,0.6315789,0.632653,0.5237316,0.9473685,1.0,0.060735375,0.22,,,,
2022-02-05 04:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.8358209,0.6315789,0.632653,0.4991817,0.57142866,1.0,0.05929157,0.2,,,,
2022-02-05 06:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44186047,0.8313433,0.6315789,0.632653,0.50572836,0.5248121,1.0,0.05624461,0.2,,,,
2022-02-05 08:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4470284,0.8776119,0.6315789,0.632653,0.5294599,0.9522557,1.0,0.04103154,0.19,,,,
2022-02-05 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.73913044,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49095607,0.9104477,0.6315789,0.632653,0.5294599,0.94624066,1.0,0.04022026,0.2,,,,
2022-02-05 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503876,0.880597,0.6315789,0.632653,0.517185,0.9353384,1.0,0.049571633,0.18,,,,
2022-02-05 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3901809,0.880597,0.6315789,0.632653,0.5253683,0.94473696,1.0,0.05506715,0.18,,,,
2022-02-05 16:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47803617,0.87014925,0.6315789,0.632653,0.5163666,0.9402256,1.0,0.05332288,0.18,,,,
2022-02-05 18:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.8358209,0.6315789,0.632653,0.507365,0.9210527,1.0,0.05507809,0.2,,,,
2022-02-05 20:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41343668,0.8358209,0.6315789,0.632653,0.507365,0.5075188,1.0,0.0658502,0.22,,,,
2022-02-06 00:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.880597,0.6315789,0.632653,0.53191495,0.6203008,1.0,0.0548701,0.24,,,,
2022-02-06 02:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49095607,0.86567163,0.6315789,0.632653,0.5237316,0.94360906,1.0,0.060044378,0.2,,,,
2022-02-06 04:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.8507463,0.6315789,0.632653,0.507365,0.5112783,1.0,0.046081156,0.21,,,,
2022-02-06 06:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44961238,0.8746268,0.6315789,0.632653,0.52618665,0.9469925,1.0,0.04864937,0.2,,,,
2022-02-06 08:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45478037,0.8835821,0.6315789,0.632653,0.5180033,0.93984973,1.0,0.04934013,0.2,,,,
2022-02-06 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48320416,0.8298507,0.6315789,0.632653,0.4967267,0.76654136,1.0,0.049745202,0.21,,,,
2022-02-06 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142119,0.8149253,0.6315789,0.632653,0.49754503,0.881579,1.0,0.047615945,0.19,,,,
2022-02-06 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42635658,0.8014926,0.6315789,0.632653,0.4991817,0.5330828,1.0,0.046244264,0.18,,,,
2022-02-06 16:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.7304348,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979328,0.8925373,0.6315789,0.632653,0.52618665,0.94661665,1.0,0.0509111,0.18,,,,
2022-02-06 18:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.7304348,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.86567163,0.6315789,0.632653,0.51554835,0.537594,1.0,0.045372874,0.2,,,,
2022-02-06 20:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.7304348,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.8507463,0.6315789,0.632653,0.51554835,0.93984973,1.0,0.054443777,0.18,,,,
2022-02-07 00:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.7304348,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.8358209,0.6315789,0.632653,0.507365,0.93984973,1.0,0.05094281,0.23,,,,
2022-02-07 02:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41343668,0.8208955,0.6315789,0.632653,0.4991817,0.9135339,1.0,0.04262814,0.22,,,,
2022-02-07 04:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5167959,0.7910448,0.6315789,0.632653,0.4909984,0.5789474,1.0,0.049713194,0.19,,,,
2022-02-07 06:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41343668,0.8358209,0.6315789,0.632653,0.4991817,0.51503766,1.0,0.04767847,0.21,,,,
2022-02-07 08:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.85373133,0.6315789,0.632653,0.507365,0.5180452,1.0,0.045214623,0.22,,,,
2022-02-07 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.773913,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51162785,0.8522388,0.6315789,0.632653,0.51391166,0.53195494,1.0,0.042907417,0.21,,,,
2022-02-07 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.773913,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.89402986,0.6315789,0.632653,0.53191495,0.65864664,1.0,0.046806604,0.18,,,,
2022-02-07 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.773913,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5271318,0.8925373,0.6315789,0.632653,0.53191495,0.94812036,1.0,0.04435441,0.17,,,,
2022-02-07 16:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.773913,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41343668,0.85970145,0.6315789,0.632653,0.5253683,0.6432332,1.0,0.045881182,0.18,,,,
2022-02-07 18:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.773913,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5167959,0.880597,0.6315789,0.632653,0.5237316,0.9511279,1.0,0.052084655,0.2,,,,
2022-02-07 20:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.773913,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.8208955,0.6315789,0.632653,0.4991817,0.9172933,1.0,0.050286353,0.23,,,,
2022-02-08 00:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.773913,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49095607,0.8507463,0.6315789,0.632653,0.51554835,0.9511279,1.0,0.04387954,0.19,,,,
2022-02-08 02:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.8208955,0.6315789,0.632653,0.4991817,0.51503766,1.0,0.12435357,0.17,,,,
2022-02-08 04:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392765,0.8358209,0.6315789,0.632653,0.4991817,0.8796993,1.0,0.12695175,0.18,,,,
2022-02-08 06:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.880597,0.6315789,0.632653,0.53191495,0.95864666,1.0,0.12657467,0.2,,,,
2022-02-08 08:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.880597,0.6315789,0.632653,0.53191495,0.95864666,1.0,0.1290974,0.19,,,,
2022-02-08 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.880597,0.6315789,0.632653,0.53191495,0.92857146,1.0,0.13004859,0.18,,,,
2022-02-08 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.880597,0.6315789,0.632653,0.53191495,0.92857146,1.0,0.13888669,0.19,,,,
2022-02-08 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.880597,0.6315789,0.632653,0.53191495,0.92857146,1.0,0.14891925,0.18,,,,
2022-02-08 16:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.880597,0.6315789,0.632653,0.53191495,0.8909775,1.0,0.14335561,0.19,,,,
2022-02-08 18:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684754,0.880597,0.6315789,0.632653,0.53191495,0.8909775,1.0,0.1461508,0.19,,,,
2022-02-08 20:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.880597,0.64912283,0.6530612,0.5237316,0.9548873,1.0,0.13688211,0.18,,,,
2022-02-09 00:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511626,0.8507463,0.6666667,0.6530612,0.51554835,0.9473685,1.0,0.04387954,0.19,,,,
2022-02-09 02:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6315789,0.632653,0.4991817,0.51879704,1.0,0.1613533,0.19,,,,
2022-02-09 04:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.78571427,0.34999996,0.4,0.25,0.71428573,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.17079026,0.19,,,,
2022-02-09 06:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.78571427,0.34999996,0.4,0.25,0.71428573,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.16264467,0.19,,,,
2022-02-09 08:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.78571427,0.34999996,0.4,0.25,0.71428573,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.16737308,0.18,,,,
2022-02-09 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.78571427,0.34999996,0.4,0.25,0.71428573,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.16408932,0.17,,,,
2022-02-09 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.78571427,0.0,0.4,0.25,0.71428573,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.18852319,0.19,,,,
2022-02-09 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.78571427,0.049999952,0.4,0.25,0.71428573,0.49999997,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.16702116,0.18,,,,
2022-02-09 16:00:00,0.3913043,0.0,0.17647067,0.12499997,0.14285713,0.6122449,0.78571427,0.049999952,0.4,0.25,0.71428573,0.49999997,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.15499295,0.18,,,,
2022-02-09 18:00:00,0.3913043,0.0,0.17647067,0.12499997,0.14285713,0.6122449,0.78571427,0.049999952,0.4,0.25,0.71428573,0.49999997,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59431523,0.7910448,0.6666667,0.6530612,0.4991817,0.51879704,1.0,0.15009992,0.18,,,,
2022-02-09 20:00:00,0.3913043,0.0,0.17647067,0.12499997,0.14285713,0.6122449,0.78571427,0.29999998,0.4,0.25,0.6428572,0.49999997,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5167959,0.8208955,0.6666667,0.6530612,0.51554835,0.9473685,1.0,0.16895394,0.19,,,,
2022-02-10 00:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.78571427,0.29999998,0.4,0.25,0.6428572,0.49999997,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.8507463,0.6666667,0.6530612,0.5237316,0.9548873,1.0,0.16447814,0.18,,,,
2022-02-10 02:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.49999997,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49095607,0.8507463,0.6666667,0.6530612,0.51554835,0.9548873,1.0,0.28501803,0.18,,,,
2022-02-10 04:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.880597,0.6666667,0.6530612,0.51554835,0.50375944,1.0,0.29236972,0.19,,,,
2022-02-10 06:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.880597,0.6666667,0.6530612,0.51554835,0.50375944,1.0,0.29150367,0.19,,,,
2022-02-10 08:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.880597,0.6666667,0.6530612,0.51554835,0.50375944,1.0,0.29133824,0.18,,,,
2022-02-10 10:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.880597,0.6666667,0.6530612,0.51554835,0.50375944,1.0,0.27428484,0.17,,,,
2022-02-10 12:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.880597,0.6666667,0.6530612,0.51554835,0.50375944,1.0,0.23521042,0.18,,,,
2022-02-10 14:00:00,0.3913043,0.0,0.17647067,0.12499997,0.25210083,0.6122449,0.64285713,0.34999996,0.4,0.25,0.6428572,0.5384615,0.78260875,0.33333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426356,0.880597,0.6666667,0.6530612,0.51554835,0.50375944,1.0,0.3071023,0.17,,,,
