Date,BlockP,BlockT,C1P,C1T,C1L,C2P,C2T,C2interfacial_L,С2petrol_L,OH_T,OH_interfacial_L,OH_P,C3T,C3L,P1Tinput,P1Toutput,P1Pinput,P1Poutput,P1Тcoolant,P1Tgases,P1Рburner,P2Tinput,P2Toutput,P2Pinput,P2Poutput,P2Tcoolant,P2Tgases,P2Pburner,BEV1L,BEV1V_water,BEV1V_petrol,BEV1T_water,Water,Vlagomer
2023-01-02 06:00:00,0.17647071,0.33333334,0.153846,0.2857141,0.1509434,0.6521738,0.4545455,0.33333334,0.53333336,0.69325155,0.4666667,0.875,0.047619045,0.0,0.86991864,0.88998353,0.092727266,0.83928573,0.8850932,0.47743377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5107527,0.5110603,0.0,0.0,0.20185268,0.1
2023-01-02 08:00:00,0.0,0.33333334,0.0,0.2857141,0.1509434,0.6086956,0.22727278,0.33333334,0.53333336,0.63190186,0.33333334,0.875,0.047619045,0.0,0.84281844,0.9178982,0.092727266,0.83928573,0.9161491,0.9571055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55376345,0.5572263,0.0,0.0,0.20123428,0.08
2023-01-02 10:00:00,0.0,0.33333334,0.153846,0.2857141,0.1509434,0.6521738,0.54545456,0.33333334,0.53333336,0.63190186,0.4666667,0.875,0.047619045,0.0,0.88346875,0.9441707,0.092727266,0.83928573,0.94409937,0.50317043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62903225,0.63754225,0.0,0.0,0.1934816,0.07
2023-01-02 12:00:00,0.11764693,0.33333334,0.23076937,0.2857141,0.1509434,0.6086956,0.31818187,0.33333334,0.53333336,0.69325155,0.40000004,0.875,0.047619045,0.0,0.88617885,0.9326765,0.092727266,0.83928573,0.92701864,0.9533756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.6772792,0.0,0.0,0.20108543,0.1
2023-01-02 14:00:00,0.17647071,0.33333334,0.23076937,0.2857141,0.1509434,0.6086956,0.18181822,0.33333334,0.53333336,0.5092025,0.19999999,0.875,0.047619045,0.0,0.8590786,0.9441707,0.092727266,0.83928573,0.939441,0.50317043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7258065,0.7388962,0.0,0.0,0.19819963,0.1
2023-01-02 16:00:00,0.11764693,0.33333334,0.23076937,0.2857141,0.1509434,0.6086956,0.13636366,0.33333334,0.53333336,0.63190186,0.13333333,0.875,0.047619045,0.0,0.79403794,0.9162561,0.092727266,0.83928573,0.9130435,0.48862362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8010753,0.815296,0.0,0.0,0.20431475,0.09
2023-01-02 18:00:00,0.11764693,0.33333334,0.23076937,0.2857141,0.1509434,0.6086956,0.50000006,0.33333334,0.53333336,0.5705522,0.53333336,0.875,0.047619045,0.0,0.6097561,0.9146141,0.092727266,0.83928573,0.9083851,0.4819097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8655914,0.87839663,0.0,0.0,0.18594646,0.11
2023-01-02 20:00:00,0.0,0.33333334,0.07692301,0.2857141,0.1509434,0.6086956,0.3636364,0.33333334,0.53333336,0.63190186,0.40000004,1.0,0.047619045,0.0,0.86991864,0.91133004,0.09345453,0.83928573,0.9021739,0.4744498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8817204,0.893754,0.0,0.0,0.20694862,0.1
2023-01-03 00:00:00,0.17647071,0.33333334,0.30769235,0.2857141,0.16981132,0.6086956,0.09090912,0.33333334,0.53333336,0.63190186,0.0,1.0,0.0,0.0,0.7479675,0.9523809,0.092727266,0.83928573,0.95186335,0.5296531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27419358,0.260128,0.0,0.0,0.20548283,0.09
2023-01-03 02:00:00,0.11764693,0.33333334,0.23076937,0.2857141,0.18867925,0.6521738,0.31818187,0.33333334,0.53333336,0.69325155,0.4666667,0.625,0.09523812,0.0,0.88617885,0.9146141,0.090909086,0.83928573,0.90683234,0.48750463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3494624,0.3387198,0.0,0.0,0.10416506,0.1
