YY-MM-DD HH:00,Место отбора,"Сод. Cl соед., мг/дм3","Сод. воды, % масс "
2021-05-12 04:00,КСУ БЕН 6,137.9,0.3
2021-05-12 06:00,КСУ БЕН 9,100.7,0.3
2021-05-12 08:00,КСУ БЕН 4,105,0.3
2021-05-12 10:00,КСУ БЕН 7,132.4,0.3
2021-05-12 12:00,КСУ БЕН 9,125.8,0.24
2021-05-12 14:00,КСУ БЕН 3,152.6,0.27
2021-05-12 15:00,КСУ БЕН 5,164.8,0.27
2021-05-12 16:00,КСУ БЕН 6,179.7,0.27
2021-05-12 18:00,КСУ БЕН 9,198.9,0.27
2021-05-12 20:00,КСУ БЕН 3,134.2,0.27
2021-05-12 22:00,КСУ БЕН 6,126.8,0.4
2021-05-13 02:00,КСУ БЕН 4,76.7,0.4
2021-05-13 04:00,КСУ БЕН 7,76.7,0.4
2021-05-13 06:00,КСУ БЕН 9,143.1,0.4
2021-05-13 07:00,КСУ БЕН 2,140.5,0.3
2021-05-13 09:00,КСУ БЕН 5,196.4,0.4
2021-05-13 12:00,КСУ БЕН 9,192.4,0.3
2021-05-13 13:00,КСУ БЕН 2,219.8,0.3
2021-05-13 14:00,КСУ БЕН 4,206.7,0.3
2021-05-13 15:00,КСУ БЕН 6,179.4,0.3
2021-05-13 16:00,КСУ БЕН 8,144.1,0.3
2021-05-13 18:00,КСУ БЕН 9,146.9,0.3
2021-05-13 19:00,КСУ БЕН 4,147.9,0.3
2021-05-13 22:00,КСУ БЕН 6,160.8,0.3
2021-05-14 00:00,КСУ БЕН 2,134.6,0.3
2021-05-14 02:00,КСУ БЕН 5,170.1,0.3
2021-05-14 04:00,КСУ БЕН 7,142.9,0.3
2021-05-14 06:00,КСУ БЕН 2,139.6,0.3
2021-05-14 08:00,КСУ БЕН 5,146.92,0.3
2021-05-14 10:00,КСУ БЕН 2,142.1,0.3
2021-05-14 12:00,КСУ БЕН 4,228.1,0.3
2021-05-14 14:00,КСУ БЕН 5,102.1,0.3
2021-05-14 16:00,КСУ БЕН 8,130.5,0.27
2021-05-14 18:00,КСУ БЕН 2,124,0.27
2021-05-14 20:00,КСУ БЕН 5,93.2,0.27
2021-05-14 22:00,КСУ БЕН 9,93.2,0.4
2021-05-15 00:00,КСУ БЕН 4,84.5,0.4
2021-05-15 02:00,КСУ БЕН 8,84.5,0.3
2021-05-15 04:00,КСУ БЕН 2,77.3,0.3
2021-05-15 06:00,КСУ БЕН 6,77.3,0.4
2021-05-15 10:00,КСУ БЕН 4,86.5,0.27
2021-05-15 12:00,КСУ БЕН 9,86.5,0.27
2021-05-15 14:00,КСУ БЕН-8,88.4,0.27
2021-05-15 16:00,КСУ БЕН-9,88.4,0.3
2021-05-15 18:00,КСУ БЕН-3,127.6,0.4
2021-05-15 20:00,КСУ БЕН-7,127.6,0.27
2021-05-15 22:00,КСУ БЕН-2,77.4,0.27
2021-05-16 00:00,КСУ БЕН-5,77.4,0.3
2021-05-16 02:00,КСУ БЕН-9,82.1,0.3
2021-05-16 04:00,КСУ БЕН-3,82.1,0.21
2021-05-16 06:00,КСУ БЕН-7,83.51,0.21
2021-05-16 10:00,КСУ БЕН-4,80.7,0.24
2021-05-16 12:00,КСУ БЕН-7,74.5,0.24
2021-05-16 14:00,КСУ БЕН-7,74.5,0.24
2021-05-16 16:00,КСУ БЕН-6,81.4,0.24
2021-05-16 18:00,КСУ БЕН-9,81.4,0.24
2021-05-16 22:00,КСУ БЕН-6,103.4,0.24
2021-05-17 00:00,КСУ БЕН-9,103.4,0.21
2021-05-17 02:00,КСУ БЕН-7,101.8,0.21
2021-05-17 04:00,КСУ БЕН-6,101.8,0.27
2021-05-17 06:00,КСУ БЕН-8,79.3,0.27
2021-05-17 10:00,КСУ БЕН-6,99.8,0.27
2021-05-17 12:00,КСУ БЕН-1,99.8,0.24
2021-05-17 14:00,КСУ БЕН-4,94.6,0.24
2021-05-17 16:00,КСУ БЕН-7,94.6,0.21
2021-05-17 18:00,КСУ БЕН-2,84.8,0.21
2021-05-17 22:00,КСУ БЕН-8,84.8,0.3
2021-05-18 00:00,КСУ БЕН-2,118,0.3
2021-05-18 02:00,КСУ БЕН-5,118,0.18
2021-05-18 04:00,КСУ БЕН-8,108.5,0.18
2021-05-18 06:00,КСУ БЕН-2,108.5,0.23
2021-05-18 10:00,КСУ БЕН-9,94.4,0.18
2021-05-18 12:00,КСУ БЕН-9,98.1,0.18
2021-05-18 14:00,КСУ БЕН-6,98.1,0.18
2021-05-18 16:00,КСУ БЕН-9,93.3,0.18
2021-05-18 18:00,КСУ БЕН-4,93.3,0.27
2021-05-18 22:00,КСУ БЕН-9,88.7,0.27
2021-05-19 00:00,КСУ БЕН-4,88.7,0.27
2021-05-19 02:00,КСУ БЕН-6,73.1,0.27
2021-05-19 04:00,КСУ БЕН-1,73.1,0.3
2021-05-19 06:00,КСУ БЕН-4,90.5,0.3
2021-05-19 10:00,КСУ БЕН-2,94.9,0.3
2021-05-19 12:00,КСУ БЕН-6,94.9,0.27
2021-05-19 14:00,КСУ БЕН-9,86,0.27
2021-05-19 16:00,КСУ БЕН-6,86,0.3
2021-05-19 18:00,КСУ БЕН-7,100.3,0.3
2021-05-19 22:00,КСУ БЕН-2,100.3,0.3
2021-05-20 00:00,КСУ БЕН-7,74.7,0.3
2021-05-20 02:00,КСУ БЕН-6,73.1,0.3
2021-05-20 04:00,КСУ БЕН-7,72.5,0.3
2021-05-20 06:00,КСУ БЕН-3,72.5,0.18
2021-05-20 10:00,КСУ БЕН-3,95.3,0.18
2021-05-20 12:00,КСУ БЕН-8,95.3,0.21
2021-05-20 14:00,КСУ БЕН-3,77.4,0.21
2021-05-20 16:00,КСУ БЕН-8,77.4,0.27
2021-05-20 18:00,КСУ БЕН-3,84.8,0.27
2021-05-20 22:00,КСУ БЕН-1,84.8,0.27
2021-05-21 00:00,КСУ БЕН-6,97.5,0.27
2021-05-21 02:00,КСУ БЕН-1,97.5,0.27
2021-05-21 04:00,КСУ БЕН-6,87.2,0.27
2021-05-21 06:00,КСУ БЕН-9,87.2,0.3
2021-05-21 10:00,КСУ БЕН-8,92.5,0.3
2021-05-21 12:00,КСУ БЕН-3,0.21,0.3
2021-05-21 14:00,КСУ БЕН-6,79,0.24
2021-05-21 16:00,КСУ БЕН-2,79,0.18
2021-05-21 18:00,КСУ БЕН-6,108.5,0.21
2021-05-21 22:00,КСУ БЕН 6,108.5,0.3
2021-05-22 00:00,КСУ БЕН 1,107.2,0.3
2021-05-22 02:00,КСУ БЕН-6,107.2,0.24
2021-05-22 04:00,КСУ БЕН 1,97.5,0.24
2021-05-22 06:00,КСУ БЕН 4,97.5,0.27
2021-05-22 10:00,КСУ БЕН-2,92.23,0.27
2021-05-22 12:00,КСУ БЕН-6,92.23,0.24
2021-05-22 14:00,КСУ БЕН-1,95.04,0.24
2021-05-22 16:00,КСУ БЕН-7,95.04,0.03
2021-05-22 18:00,КСУ БЕН-1,83.5,0.03
2021-05-22 22:00,КСУ БЕН 2,83.5,0.4
2021-05-23 00:00,КСУ БЕН 7,101.2,0.4
2021-05-23 02:00,КСУ БЕН 2,101.2,0.3
2021-05-23 02:00,КСУ БЕН-6,101.2,0.3
2021-05-23 04:00,КСУ БЕН 6,81.6,0.3
2021-05-23 06:00,КСУ БЕН 9,81.6,0.27
2021-05-23 10:00,КСУ БЕН-6,85.8,0.27
2021-05-23 12:00,КСУ БЕН-1,85.8,0.27
2021-05-23 14:00,КСУ БЕН-6,90.7,0.27
2021-05-23 16:00,КСУ БЕН-9,90.7,0.24
2021-05-23 18:00,КСУ БЕН-3,91.9,0.24
2021-05-23 22:00,КСУ БЕН 4,91.9,0.3
2021-05-24 00:00,КСУ БЕН 7,93,0.3
2021-05-24 02:00,КСУ БЕН-2,93,0.3
2021-05-24 04:00,КСУ БЕН 7,89.9,0.3
2021-05-24 06:00,КСУ БЕН 9,89.9,0.21
2021-05-24 10:00,КСУ БЕН-6,88.4,0.21
2021-05-24 12:00,КСУ БЕН-2,88.4,0.24
2021-05-24 14:00,КСУ БЕН-1,90.1,0.24
2021-05-24 16:00,КСУ БЕН-8,90.1,0.3
2021-05-24 18:00,КСУ БЕН-2,96.4,0.3
2021-05-24 22:00,КСУ БЕН 2,96.4,0.3
2021-05-25 00:00,КСУ БЕН 6,100.4,0.3
2021-05-25 02:00,КСУ БЕН-9,100.4,0.24
2021-05-25 03:00,КСУ БЕН 1,153.5,0.24
2021-05-25 04:00,КСУ БЕН 3,217,0.27
2021-05-25 05:00,КСУ БЕН 4,139.1,0.27
2021-05-25 06:00,КСУ БЕН 7,120,0.27
2021-05-25 07:00,КСУ БЕН 8,117.4,0.27
2021-05-25 10:00,КСУ БЕН-3,166.5,0.24
2021-05-25 12:00,КСУ БЕН-8,166.5,0.27
2021-05-25 14:00,КСУ БЕН-3,219.7,0.27
2021-05-25 15:00,КСУ БЕН-7,230.7,0.27
2021-05-26 02:00,КСУ БЕН-9,174.5,0.27
2021-05-26 04:00,КСУ БЕН 3,159.7,0.24
2021-05-26 06:00,КСУ БЕН 7,258.5,0.24
2021-05-26 08:00,КСУ БЕН-9,259.49,0.4
2021-05-26 10:00,КСУ БЕН-3,222.8,0.27
2021-05-26 12:00,КСУ БЕН-7,233.8,0.4
2021-05-26 14:00,КСУ БЕН-3,223.9,0.4
2021-05-26 16:00,КСУ БЕН-8,142.5,0.4
2021-05-26 18:00,КСУ БЕН-2,151.8,0.5
2021-05-26 20:00,КСУ БЕН 7,151.6,0.27
2021-05-26 22:00,КСУ БЕН 2,188.3,0.24
2021-05-27 00:00,КСУ БЕН 6,144.5,0.24
2021-05-27 02:00,КСУ БЕН-9,151.4,0.24
2021-05-27 04:00,КСУ БЕН 3,137,0.24
2021-05-27 06:00,КСУ БЕН 6,201.5,0.27
2021-05-27 08:00,КСУ БЕН-9,147.2,0.27
2021-05-27 10:00,КСУ БЕН-3,167.1,0.27
2021-05-27 12:00,КСУ БЕН-9,166.1,0.27
2021-05-27 14:00,КСУ БЕН-3,160.2,0.27
2021-05-27 16:00,КСУ БЕН-7,159.6,0.27
2021-05-27 18:00,КСУ БЕН-2,147.4,0.27
2021-05-28 00:00,КСУ БЕН 8,276.9,0.27
2021-05-28 02:00,КСУ БЕН-9,183.6,0.27
2021-05-28 06:00,КСУ БЕН 9,95.3,0.18
2021-05-28 12:00,КСУ БЕН-9,132,0.21
2021-05-28 18:00,КСУ БЕН-3,174.6,0.21
2021-05-29 00:00,КСУ БЕН-8,168.8,0.21
2021-05-29 06:00,КСУ-БЕН 2,152.7,0.21
2021-05-29 10:00,КСУ БЕН-2,141.7,0.21
2021-05-29 13:00,КСУ БЕН-6,152.3,0.18
2021-05-29 18:00,КСУ БЕН-,265.1,0.18
2021-05-29 21:00,КСУ-БЕН 6,265.1,0.4
2021-05-30 00:00,КСУ-БЕН-1,437.5,0.4
2021-05-30 02:00,КСУ-БЕН 6,491.8,0.6
2021-05-30 03:00,КСУ-БЕН 7,365.2,0.3
2021-05-30 05:00,КСУ-БЕН 2,469.5,0.5
2021-05-30 07:00,КСУ-БЕН-7,405.6,0.5
2021-05-30 08:00,КСУ БЕН-8,335.85,0.3
2021-05-30 09:00,КСУ БЕН-1,268.91,0.3
2021-05-30 10:00,КСУ БЕН-2,221.8,0.3
2021-05-30 11:00,КСУ БЕН-3,280.1,0.7
2021-05-30 12:00,КСУ БЕН 6,273.14,1
2021-05-31 02:00,КСУ-БЕН-9,123,0.21
2021-05-31 05:00,КСУ-БЕН-4,103.1,0.21
2021-05-31 12:00,КСУ БЕН-8,148.2,0.3
2021-05-31 18:00,КСУ БЕН-2,105.7,0.3
2021-06-01 06:00,КСУ БЕН-9,101.4,0.3
2021-06-01 12:00,КСУ БЕН-2,117.3,0.18
2021-06-01 18:00,КСУ БЕН-4,136.6,0.18
2021-06-02 00:00,КСУ-БЕН-7,164.8,0.18
2021-06-02 06:00,КСУ-БЕН-1,122.2,0.18
2021-06-02 12:00,КСУ БЕН-3,206.2,0.4
2021-06-02 18:00,КСУ БЕН-7,250.8,0.4
2021-06-03 00:00,КСУ-БЕН-1,129.4,0.4
2021-06-03 06:00,КСУ БЕН-4,220.1,0.4
2021-06-03 09:00,КСУ БЕН-1,111.75,0.4
2021-06-03 12:00,КСУ БЕН-7,169.5,0.3
2021-06-03 16:00,КСУ БЕН-9,160.2,0.3
2021-06-03 18:00,КСУ БЕН-2,150.4,0.3
2021-06-04 00:00,КСУ-БЕН-8,145.2,0.3
2021-06-04 06:00,КСУ-БЕН-3,149,0.3
2021-06-04 12:00,КСУ БЕН 6,124.1,0.24
2021-06-04 22:00,КСУ-БЕН-7,126.8,0.24
2021-06-05 00:00,КСУ-БЕН-1,70.5,0.24
2021-06-05 02:00,КСУ-БЕН-8,175.7,0.24
2021-06-05 02:00,КСУ-БЕН-8,175.7,0.24
2021-06-05 06:00,КСУ-БЕН-9,167.4,0.24
2021-06-05 10:00,КСУ БЕН-8,135.9,0.24
2021-06-05 12:00,КСУ БЕН 3,169.3,0.27
2021-06-05 17:00,КСУ БЕН 3,174.9,0.27
2021-06-05 19:00,КСУ БЕН 7,169.9,0.27
2021-06-06 00:00,КСУ БЕН 7,146.7,0.27
2021-06-06 06:00,КСУ БЕН-2,157.7,0.27
2021-06-06 12:00,КСУ БЕН 6,199.9,0.24
2021-06-06 18:00,КСУ БЕН 7,166.3,0.24
2021-06-07 00:00,КСУ БЕН 7,159.1,0.24
2021-06-07 06:00,КСУ-БЕН-1,166,0.24
2021-06-07 12:00,КСУ БЕН 3,138.4,0.18
2021-06-07 18:00,КСУ БЕН 3,124.9,0.18
2021-06-08 00:00,КСУ БЕН 7,153.7,0.18
2021-06-08 06:00,КСУ-БЕН-3,165.4,0.18
2021-06-08 12:00,КСУ БЕН 4,178.5,0.21
2021-06-08 23:00,КСУ-БЕН-8,125.4,0.21
2021-06-09 00:00,КСУ БЕН 8,132.3,0.21
2021-06-09 06:00,КСУ-БЕН-3,148.3,0.21
2021-06-09 07:00,КСУ-БЕН-7,148.3,0.21
2021-06-09 12:00,КСУ БЕН 4,164.4,0.24
2021-06-09 18:00,КСУ БЕН 4,138.3,0.24
2021-06-10 00:00,КСУ БЕН 8,132.3,0.24
2021-06-10 06:00,КСУ-БЕН-2,156.5,0.24
2021-06-10 12:00,КСУ-БЕН-4,138.4,0.21
2021-06-10 18:00,КСУ БЕН 4,154.8,0.21
2021-06-10 23:00,КСУ-БЕН-7,193.1,0.21
2021-06-10 23:00,КСУ-БЕН-8,206.9,0.21
2021-06-11 01:00,КСУ-БЕН-1,186.3,0.21
2021-06-11 02:00,КСУ-БЕН-3,165.3,0.21
2021-06-11 06:00,КСУ-БЕН-3,148.6,0.21
2021-06-11 11:00,КСУ-БЕН-6,129.5,0.21
2021-06-11 18:00,КСУ-БЕН-9,177,0.21
2021-06-11 23:00,КСУ-БЕН-4,230.1,0.21
2021-06-12 00:00,КСУ-БЕН-4,224,1.6
2021-06-12 01:00,КСУ-БЕН-6,157.1,0.24
2021-06-12 02:00,КСУ-БЕН-9,219.9,0.24
2021-06-12 03:00,КСУ-БЕН-1,159,0.21
2021-06-12 04:00,КСУ-БЕН-3,142.4,0.21
2021-06-12 06:00,КСУ-БЕН-8,141.1,0.21
2021-06-12 12:00,КСУ-БЕН-1,190,0.4
2021-06-12 18:00,КСУ-БЕН-2,158.1,0.4
2021-06-12 23:00,КСУ-БЕН-2,244.3,0.4
2021-06-13 02:00,КСУ-БЕН-7,197.5,0.4
2021-06-13 06:00,КСУ-БЕН-4,133.51,0.4
2021-06-13 12:00,КСУ-БЕН-6,168,0.24
2021-06-13 18:00,КСУ-БЕН-7,141,0.24
2021-06-14 00:00,КСУ-БЕН-7,125.2,0.24
2021-06-14 06:00,КСУ-БЕН-9,190.3,0.24
2021-06-14 12:00,КСУ-БЕН-1,139.8,0.21
2021-06-14 18:00,КСУ-БЕН-2,183.2,0.18
2021-06-15 00:00,КСУ-БЕН-3,163.6,0.18
2021-06-15 02:00,КСУ-БЕН-9,151.7,0.18
2021-06-15 06:00,КСУ-БЕН-7,192.7,0.18
2021-06-15 12:00,КСУ-БЕН-9,122.7,0.24
2021-06-15 18:00,КСУ-БЕН-3,77.9,0.12
2021-06-16 00:00,КСУ-БЕН-4,92.9,0.12
2021-06-16 06:00,КСУ-БЕН-8,108,0.12
2021-06-16 12:00,КСУ-БЕН-1,118.6,0.18
2021-06-16 18:00,КСУ-БЕН-8,128.6,0.18
2021-06-17 00:00,КСУ-БЕН-8,134.8,0.18
2021-06-17 04:00,КСУ-БЕН-7,101.6,0.18
2021-06-17 06:00,КСУ-БЕН-8,159,0.18
2021-06-17 11:00,КСУ-БЕН-6,159,0.24
2021-06-17 12:00,КСУ-БЕН-7,212,0.24
2021-06-17 14:00,КСУ-БЕН-4,53.7,0.18
2021-06-17 14:00,КСУ-БЕН-3,155.1,0.2
2021-06-17 17:00,КСУ-БЕН-6,144.6,0.24
2021-06-18 00:00,КСУ БЕН 4,176.8,0.18
2021-06-18 06:00,КСУ БЕН 3,153.4,0.21
2021-06-18 08:00,КСУ БЕН 4,151,0.3
2021-06-18 12:00,КСУ БЕН 1,168.3,0.24
2021-06-18 17:00,КСУ-БЕН-2,129.6,0.15
2021-06-19 02:00,КСУ БЕН 9,161,0.24
2021-06-19 06:00,КСУ БЕН 4,140.4,0.24
2021-06-19 09:00,КСУ-БЕН-9,140.4,0.18
2021-06-19 09:00,КСУ-БЕН-9,75.15,0.21
2021-06-19 10:00,КСУ-БЕН-4,68.9,0.21
2021-06-19 18:00,КСУ-БЕН-2,97.6,0.21
2021-06-19 21:00,КСУ БЕН 6,121.9,0.21
2021-06-20 02:00,КСУ БЕН 4,141.3,0.24
2021-06-20 06:00,КСУ БЕН 8,123.6,0.21
2021-06-20 12:00,КСУ-БЕН 6,138.6,0.21
2021-06-20 18:00,КСУ БЕН 4,144.2,0.21
2021-06-21 02:00,КСУ БЕН 4,139.7,0.18
2021-06-21 06:00,КСУ БЕН 8,137.4,0.15
2021-06-21 09:00,КСУ БЕН 3,151.7,0.24
2021-06-21 12:00,КСУ-БЕН 6,156.6,0.21
2021-06-21 18:00,КСУ БЕН 4,156.7,0.21
2021-06-22 02:00,КСУ БЕН 4,163.7,0.18
2021-06-22 06:00,КСУ БЕН 5,180.6,0.18
2021-06-22 10:00,КСУ БЕН 1,166.8,0.18
2021-06-22 18:00,КСУ БЕН 2,137.8,0.2
2021-06-23 02:00,КСУ БЕН 3,147.5,0.09
2021-06-23 12:00,КСУ БЕН 5,174.1,0.06
2021-06-23 21:00,КСУ БЕН 7 ,153.4,0.21
2021-06-24 02:00,КСУ БЕН 3,135.6,0.09
2021-06-24 06:00,КСУ БЕН 8,159.3,0.18
2021-06-24 10:00,КСУ БЕН 4,121.1,0.15
2021-06-24 18:00,КСУ БЕН 4,127.2,0.12
2021-06-25 02:00,КСУ БЕН 5,113.2,0.21
2021-06-25 06:00,КСУ БЕН 1,126.8,0.21
2021-06-25 12:00,КСУ БЕН 7,140.1,0.09
2021-06-25 18:00,КСУ-БЕН 5,189.4,0.21
2021-06-26 00:00,КСУ БЕН 4,129.2,0.15
2021-06-26 06:00,КСУ БЕН 2,149,0.18
2021-06-26 12:00,КСУ БЕН 8,94.2,0.06
2021-06-26 18:00,КСУ БЕН 6,102.5,0.06
2021-06-27 00:00,КСУ БЕН 4,126.3,0.12
2021-06-27 05:00,КСУ БЕН 2,155.7,0.15
2021-06-27 09:00,КСУ БЕН 6,126.4,0.15
2021-06-27 12:00,КСУ БЕН 1,146,0.24
2021-06-27 16:00,КСУ БЕН 5,124.4,0.15
2021-06-27 18:00,КСУ БЕН 7,115.2,0.15
2021-06-27 22:00,КСУ БЕН 3,142.8,0.15
2021-06-28 00:00,КСУ БЕН 6,164.9,0.18
2021-06-28 02:00,КСУ БЕН 8,178.6,0.18
2021-06-28 04:00,КСУ БЕН 2,139.1,0.12
2021-06-28 06:00,КС:У БЕН4,130,0.15
2021-06-28 12:00,КСУ БЕН 2,115.5,0.12
2021-06-28 18:00,КСУ БЕН 7,117.1,0.09
2021-06-29 00:00,КСУ БЕН ,158.4,0.15
2021-06-29 06:00,КСУ БЕН 3,144,0.15
2021-06-29 12:00,КСУ БЕН 1,125.9,0.15
2021-06-29 18:00,КСУ БЕН 7,102.7,0.15
2021-06-30 00:00,КСУ БЕН 5,150.8,0.12
2021-06-30 06:00,КСУ БЕН-3,139.1,0.4
2021-06-30 10:00,КСУ БЕН-6,153.7,0.27
2021-06-30 12:00,КСУ БЕН-8,159.1,0.4
2021-06-30 18:00,КСУ БЕН-6,156.3,0.4
2021-06-30 22:00,КСУ БЕН 2,211.5,0.21
2021-07-01 02:00,КСУ БЕН 6,203.3,0.15
2021-07-01 04:00,КСУ БЕН 8,165.5,0.24
2021-07-01 06:00,КСУ БЕН-1,137.7,0.18
2021-07-01 12:00,КСУ БЕН-7,128.3,0.18
2021-07-01 18:00,КСУ БЕН-4,121.4,0.18
2021-07-02 00:00,КСУ БЕН 2,145.7,0.7
2021-07-02 06:00,КСУ БЕН 8,165.9,0.3
2021-07-02 12:00,КСУ БЕН 6,111.7,0.24
2021-07-02 18:00,КСУ-БЕН-4,128.37,0.24
2021-07-02 23:00,КСУ БЕН 8,116,0.12
2021-07-03 03:00,КСУ БЕН 5,151.1,0.09
2021-07-03 05:00,КСУ БЕН 7,191.7,0.15
2021-07-03 07:00,КСУ БЕН 1,208,0.18
2021-07-03 09:00,КСУ БЕН 3,217.4,0.18
2021-07-03 12:00,КСУ БЕН 6,203.6,0.24
2021-07-03 16:00,КСУ-БЕН-3,146.8,0.24
2021-07-03 19:00,КСУ БЕН 5,134.7,0.24
2021-07-04 00:00,КСУ БЕН 3,114.23,0.18
2021-07-04 04:00,КСУ БЕН 7,96.5,0.18
2021-07-04 12:00,КСУ БЕН 7,92.9,0.12
2021-07-04 18:00,КСУ БЕН 4,105.5,0.12
2021-07-05 00:00,КСУ БЕН 3,106.2,0.09
2021-07-05 06:00,КСУ БЕН 1,135.9,0.12
2021-07-05 12:00,КСУ БЕН 7,113,0.12
2021-07-05 18:00,КСУ БЕН 5,117.9,0.12
2021-07-06 00:00,КСУ БЕН 3,126.9,0.15
2021-07-06 06:00,КСУ БЕН 1,119.1,0.21
2021-07-06 09:00,КСУ БЕН 4,119.1,0.15
2021-07-06 12:00,КСУ-БЕН-7,116.1,0.09
2021-07-06 15:00,КСУ БЕН 2,116.1,0.06
2021-07-06 18:00,КСУ БЕН 5,136.3,0.09
2021-07-06 22:00,КСУ БЕН 1,136.3,0.21
2021-07-07 02:00,КСУ БЕН 4,93.6,0.03
2021-07-07 06:00,КСУ БЕН 8,172.2,0.12
2021-07-07 09:00,КСУ БЕН 3,164.8,0.24
2021-07-07 12:00,КСУ БЕН 7,133.1,0.12
2021-07-07 15:00,КСУ-БЕН-2,133.1,0.09
2021-07-07 18:00,КСУ-БЕН-4,124.1,0.16
2021-07-08 00:00,КСУ БЕН 3,117.2,0.03
2021-07-08 06:00,КСУ БЕН 8,121.1,0
2021-07-08 09:00,КСУ БЕН 4,121.1,0.12
2021-07-08 12:00,КСУ-БЕН-7,109.8,0.06
2021-07-08 15:00,КСУ-БЕН-2,109.8,0.09
2021-07-08 18:00,КСУ-БЕН-5,119.1,0.24
2021-07-08 21:00,КСУ БЕН 1,119.1,0.12
2021-07-09 00:00,КСУ БЕН 4,115.5,0.12
2021-07-09 03:00,КСУ БЕН 8,115.5,0.03
2021-07-09 06:00,КСУ БЕН 2,118.8,0.12
2021-07-09 09:00,КСУ БЕН 6,118.8,0.15
2021-07-09 12:00,КСУ-БЕН-1,123.8,0.06
2021-07-09 15:00,КСУ-БЕН-4,123.8,0.09
2021-07-09 18:00,КСУ БЕН 8,120.8,0.06
2021-07-09 21:00,КСУ БЕН 3,120.8,0.15
2021-07-10 00:00,КСУ БЕН 6,118.2,0.1
2021-07-10 03:00,КСУ-БЕН-1,118.2,0.06
2021-07-10 06:00,КСУ-БЕН-4,135,0.2
2021-07-10 09:00,КСУ-БЕН-1,135,0.18
2021-07-10 12:00,КСУ-БЕН-4,103.7,0.09
2021-07-10 15:00,КСУ-БЕН-7,103.7,0.12
2021-07-10 18:00,КСУ-БЕН-2,100.2,0.06
2021-07-10 21:00,КСУ-БЕН-5,100.2,0.12
2021-07-11 00:00,КСУ-БЕН-1,147.5,0.21
2021-07-11 03:00,КСУ-БЕН-4,147.5,0.2
2021-07-11 06:00,КСУ-БЕН-8,128,0.21
2021-07-11 09:00,КСУ-БЕН-3,128,0.21
2021-07-11 12:00,КСУ-БЕН-7,125.5,0.15
2021-07-11 15:00,КСУ-БЕН-2,125.5,0.12
2021-07-11 18:00,КСУ-БЕН-6,167.4,0.12
2021-07-11 21:00,КСУ-БЕН-1,115.4,0.15
2021-07-12 00:00,КСУ-БЕН-6,106.6,0.15
2021-07-12 03:00,КСУ-БЕН-1,106.6,0.06
2021-07-12 06:00,КСУ-БЕН-4,117.4,0.09
2021-07-12 09:00,КСУ-БЕН-9,117.4,0.24
2021-07-12 12:00,КСУ-БЕН-4,94.7,0.06
2021-07-12 15:00,КСУ-БЕН-1,103.4,0.24
2021-07-12 18:00,КСУ-БЕН-4,108.2,0.24
2021-07-12 21:00,КСУ-БЕН-8,108.2,0.12
2021-07-13 00:00,КСУ-БЕН-3,107.5,0.09
2021-07-13 03:00,КСУ-БЕН-7,107.5,0.09
2021-07-13 06:00,КСУ-БЕН-2,145.9,0.2
2021-07-13 09:00,КСУ-БЕН-7,145.9,0.15
2021-07-13 12:00,КСУ-БЕН-1,105.6,0.12
2021-07-13 15:00,КСУ-БЕН-6,105.6,0.21
2021-07-13 18:00,КСУ-БЕН-9,137.3,0.21
2021-07-13 21:00,КСУ-БЕН-3,137.3,0.15
2021-07-14 00:00,КСУ-БЕН-7,107,0.15
2021-07-14 03:00,КСУ-БЕН-2,107,0.21
2021-07-14 06:00,КСУ-БЕН-6,94.5,0.21
2021-07-14 09:00,КСУ-БЕН-1,94.5,0.18
2021-07-14 10:00,КСУ-БЕН-3,94.5,0.18
2021-07-14 10:00,КСУ-БЕН-4,94.5,0.12
2021-07-14 11:00,КСУ-БЕН-4,94.5,0.24
2021-07-14 11:00,КСУ-БЕН-4,94.5,0.18
2021-07-14 12:00,КСУ-БЕН6,105.2,0.18
2021-07-14 15:00,КСУ-БЕН-2,105.2,0.15
2021-07-14 18:00,КСУ-БЕН-1,99,0.18
2021-07-14 21:00,КСУ-БЕН-6,99,0.15
2021-07-15 00:00,КСУ-БЕН-1,94.3,0
2021-07-15 03:00,КСУ-БЕН-6,94.3,0.21
2021-07-15 06:00,КСУ-БЕН-1,49.2,0.15
2021-07-15 09:00,КСУ-БЕН-6,49.2,0.21
2021-07-15 12:00,КСУ-БЕН-1,83.6,0.18
2021-07-15 15:00,КСУ-БЕН-6,83.6,0.15
2021-07-15 18:00,КСУ-БЕН-2,59.5,0.09
2021-07-15 21:00,КСУ-БЕН-8,59.5,0.03
2021-07-16 00:00,КСУ-БЕН-2,66.7,0.12
2021-07-16 03:00,КСУ-БЕН-9,66.7,0.09
2021-07-16 06:00,КСУ-БЕН-3,123.4,0.18
2021-07-16 09:00,КСУ БЕН-1,123.4,0.01
2021-07-16 12:00,КСУ БЕН-6,76.5,0.06
2021-07-16 15:00,КСУ БЕН-9,76.5,0.06
2021-07-16 18:00,КСУ БЕН-4,95.9,0.09
2021-07-16 21:00,КСУ БЕН 1,95.9,0.12
2021-07-17 00:00,КСУ БЕН 4,102.5,0.06
2021-07-17 03:00,КСУ-БЕН-9,102.5,0.12
2021-07-17 06:00,КСУ БЕН 3,104.9,0.12
2021-07-17 09:00,КСУ БЕН-7,104.9,0.06
