YY-MM-DD HH:00,Место отбора,"Сод. Cl соед., мг/дм3","Сод. воды, % масс "
2021-03-25 14:00,КСУ БЕН-5,102.4,0.18
2021-03-25 16:00,КСУ БЕН-9,102.4,0.2
2021-03-25 18:00,КСУ БЕН-4,92.2,0.2
2021-03-25 22:00,КСУ БЕН-2,92.2,0.3
2021-03-26 00:00,КСУ БЕН-7,90,0.3
2021-03-26 02:00,КСУ БЕН-3,90,0.27
2021-03-26 04:00,КСУ БЕН-7,78.9,0.27
2021-03-26 06:00,КСУ БЕН-2,78.9,0.27
2021-03-26 10:00,КСУ БЕН-1,82.8,0.27
2021-03-26 12:00,КСУ БЕН-5,82.8,0.24
2021-03-26 14:00,КСУ БЕН-9,84.9,0.24
2021-03-26 16:00,КСУ БЕН-3,84.9,0.3
2021-03-26 18:00,КСУ БЕН-8,246.6,0.3
2021-03-26 21:00,КСУ БЕН 7,157.1,0.3
2021-03-26 22:00,КСУ БЕН 1,157.1,0.27
2021-03-27 00:00,КСУ БЕН 4,157.8,0.27
2021-03-27 02:00,КСУ БЕН-1,157.8,0.3
2021-03-27 04:00,КСУ БЕН 4,271.9,0.3
2021-03-27 06:00,КСУ БЕН 9,191.4,0.3
2021-03-27 10:00,КСУ БЕН-8,125.1,0.3
2021-03-27 12:00,КСУ БЕН-3,125.1,0.15
2021-03-27 14:00,КСУ БЕН-7,135.5,0.15
2021-03-27 16:00,ксу бен-2 ,0.24,0.15
2021-03-27 18:00,Ксу БЕН-5,151.8,0.15
2021-03-27 22:00,КСУ БЕН 4,151.8,0.27
2021-03-28 00:00,КСУ БЕН 1,136.4,0.27
2021-03-28 02:00,КСУ БЕН-4,136.4,0.4
2021-03-28 04:00,КСУ БЕН 7,177.1,0.4
2021-03-28 06:00,КСУ БЕН 3,177.1,0.3
2021-03-28 10:00,КСУ БЕН-4,188.8,0.3
2021-03-28 12:00,КСУ БЕН-7,188.8,0.3
2021-03-28 14:00,КСУ БЕН-4,207.4,0.3
2021-03-28 16:00,КСУ БЕН-8,255.3,0.3
2021-03-28 17:00,КСУ БЕН-9,117.1,0.3
2021-03-28 18:00,КСУ БЕН-2,129.6,0.3
2021-03-28 21:00,КСУ БЕН 7,115.2,0.24
2021-03-28 22:00,КСУ БЕН 9,115.2,0.6
2021-03-28 22:00,КСУ БЕН 1,115.2,0.18
2021-03-29 00:00,КСУ БЕН 3,143.9,0.18
2021-03-29 02:00,КСУ БЕН-8,117,0.12
2021-03-29 04:00,КСУ БЕН  2,126.1,0.12
2021-03-29 06:00,КСУ БЕН 7,126.1,0.18
2021-03-29 10:00,КСУ БЕН-4,130.9,0.18
2021-03-29 12:00,КСУ БЕН-9,130.9,0.18
2021-03-29 14:00,КСУ БЕН-4 ,140.3,0.18
2021-03-29 16:00,КСУ БЕН-8,140.3,0.21
2021-03-29 18:00,КСУ БЕН-2,140.3,0.21
2021-03-29 22:00,КСУ БЕН 2,124.7,0.18
2021-03-30 00:00,КСУУ БЕН 5,175.6,0.18
2021-03-30 02:00,КСУ БЕН-8,175.6,0.24
2021-03-30 04:00,КСУ БЕН 4,178,0.24
2021-03-30 06:00,КСУ БЕН 8,178,0.21
2021-03-30 10:00,КСУ БЕН-6,133.6,0.21
2021-03-30 12:00,КСУ БЕН-1,133.6,0.3
2021-03-30 14:00,КСУ БЕН-5,142.7,0.3
2021-03-30 16:00,КСУ БЕН-9,142.7,0.27
2021-03-30 18:00,КСУ БЕН-4,177.5,0.27
2021-03-30 22:00,КСУ БЕН 2,158.7,0.3
2021-03-31 00:00,КСУ БЕН 5,182.2,0.3
2021-03-31 02:00,КСУ БЕН-9,182.2,0.21
2021-03-31 04:00,КСУ БЕН 4,186.9,0.21
2021-03-31 06:00,КСУ БЕН 8,186.9,0.21
2021-03-31 10:00,КСУ БЕН-7,149.8,0.21
2021-03-31 12:00,КСУ БЕН-1,149.8,0.21
2021-03-31 14:00,КСУ БЕН-4,108.4,0.21
2021-03-31 16:00,КСУ БЕН-9,108.4,0.21
2021-03-31 18:00,КСУ БЕН-3,154.1,0.21
2021-03-31 22:00,КСУ БЕН 2,154.1,0.27
2021-04-01 00:00,КСУ БЕН 5,171.9,0.27
2021-04-01 02:00,КСУ БЕН-9,171.9,0.24
2021-04-01 04:00,КСУ БЕН 4,163,0.24
2021-04-01 06:00,КСУ БЕН 9,163,0.24
2021-04-01 10:00,КСУ БЕН-7,179.8,0.24
2021-04-01 12:00,КСУ БЕН-1,179.8,0.21
2021-04-01 14:00,Ксу БЕН-4,176.8,0.21
2021-04-01 16:00,КСУ БЕН-9,176.8,0.27
2021-04-01 18:00,КСУ БЕН-3,177.2,0.27
2021-04-01 22:00,КСУ БЕН 4,177.2,0.4
2021-04-02 00:00,КСУ БЕН 8,168.5,0.4
2021-04-02 02:00,КСУ БЕН-2,168.5,0.24
2021-04-02 04:00,КСУ БЕН 7,205.4,0.24
2021-04-02 06:00,КСУ БЕН 2,170,0.3
2021-04-02 10:00,КСУ БЕН-1,176.2,0.3
2021-04-02 12:00,КСУ БЕН-7,176.2,0.27
2021-04-02 14:00,КСУ БЕН-9,129.8,0.27
2021-04-02 16:00,КСУ БЕН-4,169.7,0.27
2021-04-02 22:00,КСУ БЕН-8,169.7,0.3
2021-04-03 00:00,КСУ БЕН-2,184.8,0.3
2021-04-03 02:00,КСУ БЕН-7,184.8,0.3
2021-04-03 04:00,КСУ БЕН-1,74.2,0.3
2021-04-03 06:00,КСУ БЕН-4,74.2,0.4
2021-04-03 10:00,КСУ БЕН-2,152.3,0.4
2021-04-03 12:00,КСУ БЕН-7,152.3,0.27
2021-04-03 14:00,КСУ БЕН-1,148.7,0.27
2021-04-03 16:00,КСУ БЕН-5,148.7,0.21
2021-04-03 18:00,КСУ БЕН-1,79.3,0.21
2021-04-03 22:00,КСУ БЕН-8,79.3,0.3
2021-04-04 00:00,КСУ БЕН-3,173.9,0.3
2021-04-04 02:00,КСУ БЕН-7,173.9,0.3
2021-04-04 04:00,КСУ БЕН-3,205.3,0.3
2021-04-04 06:00,КСУ БЕН-6,205.3,0.27
2021-04-04 10:00,КСУ БЕН-5,170.2,0.27
2021-04-04 12:00,КСУ БЕН-3,170.2,0.3
2021-04-04 14:00,КСУ БЕН-4,110.1,0.3
2021-04-04 16:00,КСУ БЕН-9,110.1,0.27
2021-04-04 18:00,КСУ БЕН-3,154.4,0.27
2021-04-04 22:00,КСУ БЕН-1,154.4,0.27
2021-04-05 00:00,КСУ БЕН-4,181.4,0.27
2021-04-05 02:00,КСУ БЕН-9,181.4,0.4
2021-04-05 04:00,КСУ БЕН-2,181.2,0.4
2021-04-05 06:00,КСУ БЕН-7,181.2,0.27
2021-04-05 10:00,КСУ БЕН-5,157.9,0.27
2021-04-05 12:00,КСУ БЕН-9,157.9,0.24
2021-04-05 14:00,КСУ БЕН-4,150.7,0.24
2021-04-05 16:00,КСУ БЕН-9,150.7,0.24
2021-04-05 18:00,КСУ БЕН-4,164.9,0.24
2021-04-05 22:00,КСУ БЕН-4,164.9,0.21
2021-04-06 00:00,КСУ БЕН-8,108.7,0.21
2021-04-06 02:00,КСУ БЕН-3,108.7,0.27
2021-04-06 04:00,КСУ БЕН-7,185.3,0.27
2021-04-06 06:00,КСУ БЕН-2,185.3,0.4
2021-04-06 10:00,КСУ БЕН-2,181.2,0.4
2021-04-06 12:00,КСУ БЕН-2,181.2,0.3
2021-04-06 14:00,КСУ БЕН-1,182.6,0.3
2021-04-06 16:00,КСУ БЕН-4,182.6,0.3
2021-04-06 18:00,КСУ БЕН-8,183.2,0.3
2021-04-06 22:00,КСУ БЕН-8,183.2,0.7
2021-04-07 00:00,КСУ БЕН-3,280.5,0.7
2021-04-07 02:00,КСУ БЕН-7,121.5,0.3
2021-04-07 04:00,КСУ БЕН-1,106.9,0.3
2021-04-07 06:00,КСУ БЕН-5,106.9,0.27
2021-04-07 10:00,КСУ БЕН-4,199,0.27
2021-04-07 12:00,КСУ БЕ-9,199,0.24
2021-04-07 14:00,КСУ БЕН-4,151.6,0.24
2021-04-07 16:00,КСУ БЕН-9,151.6,0.5
2021-04-07 18:00,КСУ БЕН-4,123.3,0.5
2021-04-07 22:00,КСУ БЕН-4,123.3,0.3
2021-04-08 00:00,КСУ БЕН-9,219.1,0.3
2021-04-08 02:00,КСУ БЕН-5,219.1,0.21
2021-04-08 04:00,КСУ БЕН-1,162.8,0.21
2021-04-08 06:00,КСУ БЕН-5,162.8,0.3
2021-04-08 10:00,КСУ БЕН-4,141.3,0.3
2021-04-08 12:00,КСУ БЕН-9,141.3,0.24
2021-04-08 14:00,КСУ БЕН-3,135.8,0.24
2021-04-08 16:00,КСУ БЕН-7,135.8,0.24
2021-04-08 18:00,КСУ БЕН-2,158.7,0.24
2021-04-08 22:00,КСУ БЕН-2,142.3,0.24
2021-04-09 00:00,КСУ БЕН-5,111.8,0.24
2021-04-09 02:00,КСУ БЕН-5,111.8,0.21
2021-04-09 04:00,КСУ БЕН-1,162.8,0.21
2021-04-09 06:00,КСУ БЕН-5,162.8,0.3
2021-04-09 10:00,КСУ БЕН-4,141.3,0.3
2021-04-09 12:00,КСУ БЕН-9,141.3,0.24
2021-04-09 14:00,КСУ БЕН-3,135.8,0.24
2021-04-09 16:00,КСУ БЕН-7,135.8,0.24
2021-04-09 18:00,КСУ БЕН-2,158.7,0.24
2021-04-09 22:00,КСУ БЕН-2,142.3,0.24
2021-04-10 00:00,КСУ БЕН-5,111.8,0.24
2021-04-10 02:00,КСУ БЕН-9,90.7,0.21
2021-04-10 04:00,КСУ БЕН-3,86.2,0.21
2021-04-10 06:00,КСУ БЕН-8,86.2,0.12
2021-04-10 10:00,КСУ БЕН 7,123.7,0.12
2021-04-10 12:00,КСУ БЕН 2,123.7,0.18
2021-04-10 14:00,КСУ БЕН 7,127.1,0.18
2021-04-10 16:00,КСУ БЕН 1,127.1,0.21
2021-04-10 18:00,КСУ БЕН 5,125,0.21
2021-04-10 22:00,КСУ БЕН 4,125,0.27
2021-04-11 00:00,КСУ БЕН 7,137.6,0.27
2021-04-11 02:00,КСУ БЕН 2,137.6,0.4
2021-04-11 02:00,КСУ БЕН-2,137.6,0.4
2021-04-11 04:00,КСУ БЕН-7,177.3,0.4
2021-04-11 06:00,КСУ БЕН-2,530,0.4
2021-04-11 07:00,КСУ БЕН-3,446.8,0.4
2021-04-11 08:00,КСУ БЕН 5,329.3,0.4
2021-04-11 10:00,КСУ БЕН 7,139.3,0.4
2021-04-11 12:00,КСУ БЕН 3,98,0.18
2021-04-11 14:00,КСУ БЕН 7,115.7,0.18
2021-04-11 16:00,   КСУ БЕН 2,115.7,0.27
2021-04-11 18:00,КСУ БЕН 5,88.6,0.27
2021-04-11 22:00,КСУ БЕН 3,88.6,0.4
2021-04-12 00:00,КСУ БЕН 7,290,0.4
2021-04-12 02:00,КСУ БЕН-2,290,0.4
2021-04-12 04:00,КСУ БЕН-5,132.8,0.4
2021-04-12 06:00,КСУ БЕН-9,132.8,0.5
2021-04-12 10:00,КСУ БЕН 7,175.1,0.24
2021-04-12 12:00,КСУ БЕН 3,134.3,0.21
2021-04-12 14:00,КСУ БЕН 7,130.4,0.21
2021-04-12 16:00,КСУ БЕН 1,130.4,0.18
2021-04-12 18:00,КСУ БЕН  4,111.8,0.18
2021-04-12 22:00,КСУ БЕН-3,111.8,0.27
2021-04-13 00:00,КСУ БЕН-7,158.3,0.27
2021-04-13 02:00,КСУ БЕН-3,158.3,0.3
2021-04-13 02:00,КСУ БЕН-3,158.3,0.3
2021-04-13 04:00,КСУ БЕН-7,172.5,0.3
2021-04-13 06:00,КСУ БЕН-2,172.5,0.27
2021-04-13 10:00,КСУ БЕН 7,141.6,0.18
2021-04-13 12:00,КСУ БЕН 2,141.6,0.27
2021-04-13 14:00,КСУ БЕН 7,176.4,0.27
2021-04-13 16:00,КСУ БЕН 9,176.4,0.21
2021-04-13 18:00,КСУ БЕН 3,130.2,0.21
2021-04-13 20:00,КСУ БЕН 8,135.9,0.27
2021-04-13 21:00,КСУ БЕН 1,172.2,0.27
2021-04-13 22:00,КСУ БЕН 3,93.5,0.18
2021-04-13 23:00,КСУ БЕН 5,157.5,0.18
2021-04-14 00:00,КСУ БЕН 7,180.9,0.27
2021-04-14 02:00,КСУ БЕН-2,161.8,0.27
2021-04-14 03:00,КСУ БЕН-8,122.7,0.27
2021-04-14 04:00,КСУ БЕН-5,176.5,0.24
2021-04-14 05:00,КСУ БЕН-7,214.2,0.24
2021-04-14 06:00,КСУ БЕН-9,227.3,0.24
2021-04-14 07:00,КСУ БЕН-2,190.6,0.24
2021-04-14 08:00,КСУ БЕН-3,155.7,0.24
2021-04-14 10:00,КСУ БЕН 7,157,0.3
2021-04-14 12:00,КСУ БЕН 1,134.7,0.24
2021-04-14 14:00,КСУ БЕН 5,139.1,0.24
2021-04-14 16:00,КСУ БЕН 9,139.1,0.4
2021-04-14 18:00,КСУ БЕН 3,169.9,0.4
2021-04-14 20:00,КСУ БЕН 7,136.9,0.4
2021-04-14 22:00,КСУ БЕН 2,136.9,0.24
2021-04-15 02:00,КСУ БЕН-1,136.9,0.27
2021-04-15 04:00,КСУ БЕН-4,184.9,0.27
2021-04-15 06:00,КСУ БЕН-2,145.9,0.27
2021-04-15 10:00,КСУ БЕН 5,150.1,0.27
2021-04-15 12:00,КСУ БЕН 9,155.8,0.27
2021-04-15 14:00,КСУ БЕН 4,125.9,0.21
2021-04-15 16:00,КСУ БЕН 8,125.9,0.27
2021-04-15 18:00,КСУ БЕН 3,111.8,0.27
2021-04-15 22:00,КСУ БЕН 3,111.8,0.24
2021-04-16 00:00,КСУ БЕН 8,208.7,0.24
2021-04-16 02:00,КСУ БЕН 8,210.8,0.24
2021-04-16 02:00,КСУ БЕН-1,210.8,0.24
2021-04-16 04:00,КСУ БЕН-7,161.7,0.24
2021-04-16 06:00,КСУ БЕН-2,161.7,0.3
2021-04-16 10:00,КСУ БЕН 1,158.8,0.3
2021-04-16 12:00,КСУ БЕН 5,158.8,0.24
2021-04-16 14:00,КСУ БЕН 1,179.7,0.29
2021-04-16 16:00,КСУ БЕН 4,134,0.21
2021-04-16 18:00,КСУ БЕН 9,145.1,0.24
2021-04-16 22:00,КСУ БЕН 4,182.2,0.27
2021-04-17 00:00,КСУ БЕН 8,136.7,0.24
2021-04-17 02:00,КСУ БЕН-4,235.7,0.24
2021-04-17 04:00,КСУ БЕН-1,239.2,0.4
2021-04-17 05:00,КСУ БЕН-3,152.9,0.4
2021-04-17 06:00,КСУ БЕН-5,305.9,0.6
2021-04-17 06:00,КСУ БЕН-7,219.9,0.4
2021-04-17 08:00,КСУ БЕН-2,149.9,0.3
2021-04-17 10:00,КСУ БЕН-5,145.1,0.3
2021-04-17 12:00,КСУ БЕН-3,148.3,0.3
2021-04-18 02:00,КСУ БЕН-9,48.3,0.12
2021-04-18 03:00,КСУ БЕН-2,36.7,0.12
2021-04-18 04:00,КСУ БЕН-4,60.4,0.15
2021-04-18 05:00,КСУ БЕН-7,58.7,0.15
2021-04-18 06:00,КСУ БЕН-9,48,0.12
2021-04-18 10:00,КСУ БЕН-9,76.1,0.15
2021-04-18 12:00,КСУ БЕН-3,68.7,0.15
2021-04-18 14:00,КСУ БЕН-1,80.7,0.15
2021-04-18 16:00,КСУ БЕН-4,67,0.12
2021-04-18 18:00,КСУ БЕН-1,82.9,0.12
2021-04-18 22:00,КСУ БЕН-2,88.65,0.12
2021-04-19 00:00,КСУ БЕН-6,104,0.27
2021-04-19 02:00,КСУ БЕН-9,122,0.24
2021-04-19 03:00,КСУ БЕН-4,86.6,0.24
2021-04-19 04:00,КСУ БЕН-6,94.9,0.24
2021-04-19 06:00,КСУ БЕН-2,125.2,0.3
2021-04-19 07:00,КСУ БЕН-4,131.33,0.3
2021-04-19 10:00,КСУ БЕН-3,154.4,0.3
2021-04-19 12:00,КСУ БЕН-3,107.4,0.3
2021-04-19 13:00,КСУ БЕН-3,121.2,0.3
2021-04-19 14:00,КСУ БЕН-6,119,0.27
2021-04-19 16:00,КСУ БЕН-2,128,0.3
2021-04-19 18:00,КСУ БЕН-6,98.7,0.24
2021-04-19 19:00,КСУ БЕН-7,118.9,0.24
2021-04-19 22:00,КСУ БЕН-4,122.3,0.3
2021-04-20 00:00,КСУ БЕН-8,132.2,0.24
2021-04-20 02:00,КСУ БЕН-3,145,0.27
2021-04-20 04:00,КСУ БЕН-6,141.3,0.27
2021-04-20 06:00,КСУ БЕН-1,139.2,0.27
2021-04-20 10:00,КСУ БЕН-7,161.4,0.3
2021-04-20 12:00,КСУ БЕН-2,130.7,0.27
2021-04-20 14:00,КСУ БЕН-5,176.2,0.3
2021-04-20 16:00,КСУ БЕН-9,159.7,0.3
2021-04-20 18:00,КСУ БЕН-4,161.1,0.3
2021-04-20 22:00,КСУ БЕН-2,98.7,0.24
2021-04-21 00:00,КСУ БЕН-6,88.5,0.24
2021-04-21 02:00,КСУ БЕН-2,123.3,0.24
2021-04-21 02:00,КСУ БЕН-3,123.3,0.24
2021-04-21 04:00,КСУ БЕН-6,126.7,0.27
2021-04-21 06:00,КСУ БЕН-9,169.5,0.27
2021-04-21 10:00,КСУ БЕН-7,157.8,0.27
2021-04-21 12:00,КСУ БЕН-3,157.8,0.24
2021-04-21 14:00,КСУ БЕН-6,143.6,0.27
2021-04-21 16:00,КСУ БЕН-1,133.8,0.27
2021-04-21 18:00,КСУ БЕН-6,139.9,0.24
2021-04-21 22:00,КСУ БЕН-4,214.5,0.24
2021-04-22 00:00,КСУ БЕН-7,156.9,0.27
2021-04-22 02:00,КСУ БЕН-1,182.3,0.27
2021-04-22 02:00,КСУ БЕН-1,182.3,0.27
2021-04-22 04:00,КСУ БЕН-6,186.4,0.4
2021-04-22 06:00,КСУ БЕН-9,173.9,0.3
2021-04-22 10:00,КСУ БЕН-6,187.2,0.3
2021-04-22 12:00,КСУ БЕН-1,166,0.3
2021-04-22 14:00,КСУ БЕН-4,152.3,0.3
2021-04-22 16:00,КСУ БЕН-7,159.2,0.3
2021-04-22 18:00,КСУ БЕН-2,171.1,0.3
2021-04-22 22:00,КСУ БЕН-9,87.2,0.12
2021-04-23 00:00,КСУ БЕН-5,166.7,0.27
2021-04-23 02:00,КСУ БЕН-1,123.9,0.27
2021-04-23 02:00,КСУ БЕН-1,123.9,0.24
2021-04-23 04:00,КСУ БЕН-4,133.4,0.24
2021-04-23 06:00,КСУ БЕН-8,119.1,0.24
2021-04-23 10:00,КСУ БЕН-8,121.4,0.21
2021-04-23 12:00,КСУ БЕН-4,135,0.24
2021-04-23 14:00,КСУ БЕН-8,132.3,0.27
2021-04-23 16:00,КСУ БЕН-4,158.2,0.27
2021-04-23 18:00,КСУ БЕН-8,157.1,0.27
2021-04-23 22:00,КСУ БЕН-8,166.1,0.4
2021-04-24 00:00,КСУ БЕН-4,154.7,0.4
2021-04-24 02:00,КСУ БЕН-8,155.7,0.4
2021-04-24 02:00,КСУ БЕН-8,155.7,0.3
2021-04-24 04:00,КСУ БЕН-3,178,0.3
2021-04-24 06:00,КСУ БЕН-6,173.9,0.4
2021-04-24 09:00,КСУ БЕН-5,154.7,0.18
2021-04-24 12:00,КСУ БЕН-1,164,0.24
2021-04-24 14:00,КСУ БЕН-5,163.8,0.24
2021-04-24 16:00,КСУ БЕН-9,156.2,0.24
2021-04-24 18:00,КСУ БЕН-3,156.6,0.27
2021-04-24 22:00,КСУ БЕН 2,156.6,0.24
2021-04-25 00:00,КСУ БЕН 5,150.4,0.24
2021-04-25 02:00,КСУ БЕН 1,150.4,0.24
2021-04-25 04:00,КСУ БЕН 4,145.8,0.24
2021-04-25 06:00,КСУ БЕН 7,145.8,0.27
2021-04-25 10:00,КСУ БЕН 7,150.1,0.27
2021-04-25 12:00,КСУ БЕН 2,150.1,0.24
2021-04-25 14:00,КСУ БЕН 5,132.5,0.24
2021-04-25 16:00,КСУ БЕН 8,132.5,0.2
2021-04-25 18:00,КСУ БЕН 3,158.5,0.2
2021-04-25 22:00,КСУ БЕН 9,158.5,0.21
2021-04-26 00:00,КСУ БЕН 3,97.7,0.21
2021-04-26 02:00,КСУ БЕН 7,92.8,0.15
2021-04-26 04:00,КСУ БЕН 7,94.9,0.15
2021-04-26 06:00,КСУ БЕН 2,94.9,0.15
2021-04-26 10:00,КСУ БЕН 8,51.4,0.15
2021-04-26 12:00,КСУ БЕН 3,51.4,0.15
2021-04-26 14:00,КСУ БЕН 7,88.9,0.15
2021-04-26 16:00,КСУ БЕН 1,88.9,0.21
2021-04-26 18:00,КСУ БЕН 5,88.5,0.21
2021-04-26 22:00,КСУ БЕН 2,88.5,0.21
2021-04-27 00:00,КСУ БЕН 6,78.7,0.21
2021-04-27 02:00,КСУ БЕН 9,78.7,0.15
2021-04-27 04:00,КСУ БЕН 3,89.3,0.15
2021-04-27 06:00,КСУ БЕН  9,89.3,0.18
2021-04-27 10:00,КСУ БЕН  5,97.1,0.18
2021-04-27 12:00,КСУ БЕН  8,97.1,0.18
2021-04-27 14:00,КСУ БЕН  2,96.4,0.18
2021-04-27 16:00,КСУ БЕН  6,96.4,0.18
2021-04-27 18:00,КСУ БЕН  9,100.7,0.18
2021-04-27 22:00,КСУ БЕН 7,90.26,0.18
2021-04-28 00:00,КСУ БЕН 2,101.9,0.18
2021-04-28 02:00,КСУ БЕН 9,101.9,0.12
2021-04-28 04:00,КСУ БЕН 9,96.4,0.12
2021-04-28 06:00,КСУ БЕН 3,96.4,0.15
2021-04-28 10:00,КСУ БЕН 9,86.4,0.15
2021-04-28 12:00,КСУ БЕН 3,86.4,0.18
2021-04-28 14:00,КСУ БЕН 8,95.3,0.18
2021-04-28 16:00,КСУ БЕН 3,95.3,0.2
2021-04-28 18:00,КСУ БЕН 6,95.8,0.2
2021-04-28 22:00,КСУ БЕН 4,95.8,0.18
2021-04-29 00:00,КСУ БЕН 7,78.3,0.18
2021-04-29 02:00,КСУ БЕН 9,78.3,0.15
2021-04-29 04:00,КСУ БЕН 5,81.2,0.15
2021-04-29 06:00,КСУ БЕН 8,81.2,0.18
2021-04-29 10:00,КСУ БЕН 6,88,0.18
2021-04-29 12:00,КСУ БЕН 9,88,0.18
2021-04-29 14:00,КСУ БЕН 9,103.4,0.18
2021-04-29 16:00,КСУ БЕН 7,103.4,0.18
2021-04-29 18:00,КСУ БЕН 2,86.7,0.18
2021-04-29 22:00,КСУ БЕН 9,86.7,0.15
2021-04-30 00:00,КСУ БЕН 3,80.5,0.15
2021-04-30 02:00,КСУ БЕН 6,80.5,0.15
2021-04-30 04:00,КСУ БЕН 9,102.4,0.15
2021-04-30 06:00,КСУ БЕН 4,102.4,0.15
2021-04-30 08:00,КСУ БЕН 9,95,0.15
2021-04-30 12:00,КСУ БЕН 5,98.6,0.15
2021-04-30 14:00,КСУ БЕН 9,98.6,0.18
2021-04-30 16:00,КСУ БЕН 2,126.8,0.18
2021-04-30 18:00,КСУ БЕН 6,126.8,0.18
2021-04-30 22:00,КСУ БЕН 5,108.4,0.18
2021-05-01 00:00,КСУ БЕН 8,108.4,0.12
2021-05-01 02:00,КСУ БЕН 2,106.6,0.12
2021-05-01 04:00,КСУ БЕН 6,106.6,0.21
2021-05-01 06:00,КСУ БЕН 9,108.3,0.21
2021-05-01 10:00,КСУ БЕН 7,108.3,0.21
2021-05-01 12:00,КСУ БЕН 9,101.2,0.21
2021-05-01 14:00,КСУ БЕН 4,101.2,0.21
2021-05-01 16:00,КСУ БЕН 4,106.9,0.21
2021-05-01 18:00,КСУ БЕН 2,106.9,0.21
2021-05-01 22:00,КСУ БЕН 9,86.7,0.21
2021-05-02 00:00,КСУ БЕН 4,86.7,0.21
2021-05-02 02:00,КСУ БЕН 7,108.4,0.21
2021-05-02 04:00,КСУ БЕН 2,108.4,0.21
2021-05-02 06:00,КСУ БЕН 5,108,0.21
2021-05-02 10:00,КСУ БЕН 2,108,0.24
2021-05-02 12:00,КСУ БЕН 2,103.9,0.24
2021-05-02 14:00,КСУ БЕН 9,103.9,0.18
2021-05-02 16:00,КСУ БЕН 4,175.88,0.18
2021-05-02 18:00,КСУ БЕН 8,175.88,0.24
2021-05-02 22:00,КСУ БЕН 6,167.8,0.27
2021-05-03 00:00,КСУ БЕН 1,187.2,0.3
2021-05-03 02:00,КСУ БЕН 5,209.4,0.3
2021-05-03 04:00,КСУ БЕН 9,207,0.3
2021-05-03 06:00,КСУ БЕН 3,200,0.3
2021-05-03 10:00,КСУ БЕН 9,141.1,0.3
2021-05-03 12:00,КСУ БЕН 9,128.3,0.3
2021-05-03 14:00,КСУ БЕН 7,126.9,0.27
2021-05-03 16:00,КСУ БЕН 1,126.9,0.4
2021-05-03 18:00,КСУ БЕН 5,125.3,0.24
2021-05-03 20:00,КСУ БЕН 9,151,0.27
2021-05-03 21:00,КСУ БЕН 2,129,0.24
2021-05-03 22:00,КСУ БЕН 3,96.1,0.24
2021-05-03 23:00,КСУ БЕН 5,111.2,0.24
2021-05-04 00:00,КСУ БЕН 7,134.8,0.24
2021-05-04 01:00,КСУ БЕН 9,187,0.27
2021-05-04 02:00,КСУ БЕН 1,169.7,0.21
2021-05-04 03:00,КСУ БЕН 3,165.9,0.24
2021-05-04 04:00,КСУ БЕН-4,159.2,0.21
2021-05-04 05:00,КСУ БЕН-6,165.9,0.24
2021-05-04 06:00,КСУ БЕН-7,180.2,0.24
2021-05-04 10:00,КСУ БЕН-5,185.3,0.27
2021-05-04 12:00,КСУ БЕН-8,185.3,0.27
2021-05-04 14:00,КСУ БЕН-3,186.5,0.24
2021-05-09 00:00,КСУ БЕН2,196.4,0.4
2021-05-09 02:00,КСУ БЕН 6,182.9,0.4
2021-05-09 04:00,КСУ БЕН 9,219.2,0.27
2021-05-09 06:00,КСУ БЕН 3,219.2,0.3
2021-05-09 08:00,КСУ БЕН 6,233.1,0.27
2021-05-09 10:00,КСУ БЕН 9,183.8,0.3
2021-05-09 12:00,КСУ БЕН 4,166.4,0.3
2021-05-09 14:00,КСУ БЕН 7,289.9,0.27
2021-05-09 16:00,КСУ БЕН 1,226.7,0.27
2021-05-09 18:00,КСУ БЕН 4,159.8,0.21
2021-05-09 20:00,КСУ БЕН 7,175.1,0.24
2021-05-09 22:00,КСУ БЕН 2,175.1,0.4
2021-05-10 00:00,КСУ БЕН 3,173.9,0.4
2021-05-10 02:00,КСУ БЕН 9,167.2,0.4
2021-05-10 04:00,КСУ БЕН 2,167.2,0.27
2021-05-10 06:00,КСУ БЕН 5,198.2,0.3
2021-05-10 08:00,КСУ БЕН 9,173.41,0.4
2021-05-10 10:00,КСУ БЕН 4,131.91,0.3
2021-05-10 12:00,КСУ БЕН 7,165.7,0.3
2021-05-10 14:00,КСУ БЕН 9,155.9,0.3
2021-05-10 16:00,КСУ БЕН 4,156.99,0.3
2021-05-10 18:00,КСУ БЕН 7,81.73,0.3
2021-05-10 20:00,КСУ БЕН 1,155.5,0.3
2021-05-10 22:00,КСУ БЕН 4,155.5,0.24
2021-05-11 00:00,КСУ БЕН 7,157,0.24
2021-05-11 02:00,КСУ БЕН 9,157,0.27
2021-05-11 04:00,КСУ БЕН ,142.7,0.27
2021-05-11 06:00,КСУ БЕН 4,142.7,0.24
2021-05-11 10:00,КСУ БЕН 6,175.7,0.24
2021-05-11 12:00,КСУ БЕН 9,163,0.27
2021-05-11 14:00,КСУ БЕН 3,187,0.27
2021-05-11 16:00,КСУ БЕН 6 ,204.3,0.27
2021-05-11 18:00,КСУ БЕН 9,164,0.27
2021-05-11 20:00,КСУ БЕН 3,163.2,0.27
2021-05-11 22:00,КСУ БЕН 3,185.8,0.27
2021-05-12 00:00,КСУ БЕН 9,131.7,0.27
2021-05-12 02:00,КСУ БЕН 3,112.2,0.3
