Дата,Добыча воды за 2ч,Показания влагомера
2023-03-10 04:00:00,3.797175799999999,0.18
2023-03-10 06:00:00,3.760339,0.17
2023-03-10 08:00:00,3.8631582000000004,0.18
2023-03-10 10:00:00,3.8621967999999987,0.17
2023-03-10 12:00:00,3.7514334000000003,0.16
2023-03-10 14:00:00,3.891747199999997,0.15
2023-03-10 16:00:00,3.8303694000000026,0.15
2023-03-10 18:00:00,3.8990842,0.14
2023-03-10 20:00:00,3.8545562000000007,0.15
2023-03-10 22:00:00,3.8976167999999998,0.15
2023-03-11 00:00:00,3.9649479999999993,0.14
2023-03-11 02:00:00,4.0440400000000025,0.13
2023-03-11 04:00:00,3.884711999999995,0.14
2023-03-11 06:00:00,3.966144000000002,0.14
2023-03-11 08:00:00,3.9939639999999996,0.13
2023-03-11 10:00:00,4.002752,0.14
2023-03-11 12:00:00,4.075656,0.14
2023-03-11 14:00:00,3.7914760000000003,0.15
2023-03-11 16:00:00,3.908424,0.15
2023-03-11 18:00:00,3.951064000000002,0.14
2023-03-11 20:00:00,3.974203999999998,0.13
2023-03-11 22:00:00,3.9242840000000023,0.12
2023-03-12 00:00:00,3.7759030999999976,0.12
2023-03-12 02:00:00,3.9806053,0.13
2023-03-12 04:00:00,3.830661200000001,0.19
2023-03-12 06:00:00,4.078877000000002,0.19
2023-03-12 08:00:00,4.058113899999999,0.12
2023-03-12 10:00:00,3.8494892000000003,0.13
2023-03-12 12:00:00,3.9762644,0.15
2023-03-12 14:00:00,4.031284000000004,0.12
2023-03-12 16:00:00,4.043940599999997,0.1
2023-03-12 18:00:00,4.067318699999999,0.1
2023-03-12 20:00:00,3.9927389000000035,0.11
2023-03-12 22:00:00,3.910157199999999,0.11
2023-03-13 00:00:00,4.248900600000001,0.1
2023-03-13 02:00:00,4.379468399999998,0.13
2023-03-13 04:00:00,4.194104400000001,0.16
2023-03-13 06:00:00,4.367273399999998,0.15
2023-03-13 08:00:00,4.253453400000001,0.12
2023-03-13 10:00:00,4.2045107999999995,0.1
2023-03-13 12:00:00,4.385755600000001,0.15
2023-03-13 14:00:00,4.243101199999997,0.17
2023-03-13 16:00:00,3.8556796000000007,0.12
2023-03-13 18:00:00,4.8285154000000015,0.12
2023-03-13 20:00:00,3.949120399999998,0.19
2023-03-13 22:00:00,4.193941800000001,0.19
2023-03-14 00:00:00,4.222559200000001,0.19
2023-03-14 02:00:00,4.265577200000002,0.13
2023-03-14 04:00:00,4.088353999999999,0.14
2023-03-14 06:00:00,4.406029600000003,0.14
2023-03-14 08:00:00,4.287825999999998,0.11
2023-03-14 10:00:00,4.151483600000003,0.12
2023-03-14 12:00:00,4.311937999999999,0.15
2023-03-14 14:00:00,4.3666832000000015,0.1
2023-03-14 16:00:00,4.187487200000001,0.13
2023-03-14 18:00:00,4.115041600000001,0.1
2023-03-14 20:00:00,4.085723600000001,0.17
2023-03-14 22:00:00,4.295497999999998,0.17
2023-03-15 00:00:00,3.816576,0.18
2023-03-15 02:00:00,3.553824000000002,0.19
2023-03-15 04:00:00,3.720527999999998,0.19
2023-03-15 06:00:00,3.816000000000001,0.18
2023-03-15 08:00:00,3.7615199999999986,0.15
2023-03-15 10:00:00,3.694176,0.12
2023-03-15 12:00:00,3.7004160000000015,0.12
2023-03-15 14:00:00,3.888815999999998,0.19
2023-03-15 16:00:00,4.116864,0.15
2023-03-15 18:00:00,4.4743200000000005,0.16
2023-03-15 20:00:00,4.274256000000001,0.14
2023-03-15 22:00:00,4.504511999999997,0.14
2023-03-16 00:00:00,4.6260126,0.14
2023-03-16 02:00:00,4.757072100000001,0.14
2023-03-16 04:00:00,4.664580799999998,0.13
2023-03-16 06:00:00,4.630045199999999,0.13
2023-03-16 08:00:00,4.646951100000001,0.12
2023-03-16 10:00:00,4.740734900000001,0.12
2023-03-16 12:00:00,4.8245406,0.15
2023-03-16 14:00:00,4.7153502000000005,0.12
2023-03-16 16:00:00,4.939262899999999,0.12
2023-03-16 18:00:00,4.879911300000002,0.12
2023-03-16 20:00:00,4.892991399999997,0.17
2023-03-16 22:00:00,4.6432804,0.18
2023-03-17 00:00:00,3.838572199999999,0.17
2023-03-17 02:00:00,3.9497271,0.19
2023-03-17 04:00:00,3.9061529999999993,0.19
2023-03-17 06:00:00,3.8454251,0.18
2023-03-17 08:00:00,3.9865344999999985,0.11
2023-03-17 10:00:00,3.773448100000002,0.13
2023-03-17 12:00:00,3.8671474999999997,0.15
2023-03-17 14:00:00,3.9742078999999975,0.1
2023-03-17 16:00:00,3.8862839000000005,0.11
2023-03-17 18:00:00,3.7664659,0.1
2023-03-17 20:00:00,3.8683974,0.13
2023-03-17 22:00:00,3.7966358999999996,0.11
2023-03-18 00:00:00,2.8933694,0.11
2023-03-18 02:00:00,2.9534797000000004,0.19
2023-03-18 04:00:00,2.8491830000000005,0.19
2023-03-18 06:00:00,2.8466313,0.19
2023-03-18 08:00:00,2.9337766999999992,0.2
2023-03-18 10:00:00,2.948699300000001,0.18
2023-03-18 12:00:00,2.8891058000000003,0.15
2023-03-18 14:00:00,2.885359,0.15
2023-03-18 16:00:00,2.9420777999999994,0.13
2023-03-18 18:00:00,2.8450809000000006,0.15
2023-03-18 20:00:00,2.8955658,0.15
2023-03-18 22:00:00,2.9519293000000006,0.11
2023-03-19 00:00:00,3.3707780999999994,0.1
2023-03-19 02:00:00,3.321885600000001,0.11
2023-03-19 04:00:00,3.3187491000000007,0.11
2023-03-19 06:00:00,3.232513799999997,0.13
2023-03-19 08:00:00,3.2977899,0.11
2023-03-19 10:00:00,3.3621804000000024,0.12
2023-03-19 12:00:00,3.433471199999998,0.12
2023-03-19 14:00:00,3.4314786,0.1
2023-03-19 16:00:00,3.1894883999999983,0.13
2023-03-19 18:00:00,3.2984910000000025,0.1
2023-03-19 20:00:00,3.366423899999999,0.19
2023-03-19 22:00:00,3.348010800000001,0.19
2023-03-20 00:00:00,2.961651600000002,0.11
2023-03-20 02:00:00,2.9020903999999996,0.1
2023-03-20 04:00:00,2.8640410000000007,0.1
2023-03-20 06:00:00,2.9718583999999995,0.13
2023-03-20 08:00:00,2.865785200000001,0.1
2023-03-20 10:00:00,2.9444033999999992,0.1
2023-03-20 12:00:00,2.8487630999999998,0.12
2023-03-20 14:00:00,2.7793181,0.11
2023-03-20 16:00:00,3.1668534999999993,0.11
2023-03-20 18:00:00,2.9473103999999997,0.12
2023-03-20 20:00:00,3.012814800000001,0.11
2023-03-20 22:00:00,2.9351656000000004,0.12
2023-03-22 00:00:00,3.0464200000000012,0.11
2023-03-22 02:00:00,3.031470000000001,0.1
2023-03-22 04:00:00,3.1038474999999988,0.11
2023-03-22 06:00:00,3.0083625000000014,0.15
2023-03-22 08:00:00,3.060979999999999,0.1
2023-03-22 10:00:00,3.0346875000000018,0.1
2023-03-22 12:00:00,2.9756349999999996,0.08
2023-03-22 14:00:00,3.0525624999999974,0.12
2023-03-22 16:00:00,3.0959825000000016,0.08
2023-03-22 18:00:00,2.944044999999999,0.1
2023-03-22 20:00:00,3.0454774999999996,0.1
2023-03-22 22:00:00,3.096892500000001,0.17
2023-03-24 00:00:00,3.301045599999999,0.13
2023-03-24 02:00:00,3.2026828000000007,0.15
2023-03-24 04:00:00,3.370607999999998,0.15
2023-03-24 06:00:00,3.309340400000001,0.13
2023-03-24 08:00:00,3.281145200000001,0.14
2023-03-24 10:00:00,3.2797923999999994,0.14
2023-03-24 12:00:00,3.247610000000001,0.12
2023-03-24 14:00:00,3.227816399999999,0.09
2023-03-24 16:00:00,3.5038231999999994,0.09
2023-03-24 18:00:00,3.455763200000001,0.1
2023-03-24 20:00:00,3.3552287999999972,0.15
2023-03-24 22:00:00,3.348002000000002,0.18
2023-03-25 00:00:00,2.7807451999999997,0.18
2023-03-25 02:00:00,2.779343599999999,0.12
