Дата,Время,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Вода с лагом (-1)
2021-03-28,12,6.8,15,5.9,15,72,2.4,52.0,53,84,2.4,51,52,84,1.8,46,52,1.8,47,52,48,65,15,52.0,4.6,3.7,58,121,0.4,14,52,4.7,3.8,60,140,0.4,15,52.0,4.8,3.8,59,313,0.4,1.69399999999997
2021-03-28,14,6.9,15,5.8,15,76,2.4,52.0,53,74,2.4,51,52,72,1.8,45,52,1.8,47,52,49,65,15,55.0,4.9,3.9,62,183,0.4,14,52,5.1,4.0,61,143,0.4,15,49.0,5.2,4.1,57,161,0.4,18.994
2021-03-28,16,7.0,15,5.8,15,77,2.4,54.0,53,70,2.4,53,54,78,1.8,44,54,1.8,47,52,49,61,15,55.0,5.4,4.3,62,337,0.4,15,53,5.4,4.4,63,316,0.4,15,56.0,5.3,4.3,65,224,0.4,6.72599999999998
2021-03-28,18,6.7,15,6.0,15,74,2.4,56.0,52,76,2.4,55,52,73,1.8,48,50,1.8,47,52,52,61,15,58.0,5.2,4.2,65,166,0.4,15,54,5.0,4.2,63,138,0.4,15,54.0,4.9,4.0,62,150,0.4,0.266000000000041
2021-03-28,20,6.8,15,5.8,15,75,2.4,56.0,52,81,2.4,56,52,78,1.9,48,51,1.9,48,52,53,58,15,59.0,4.4,3.6,67,203,0.4,15,54,4.5,3.7,62,285,0.4,15,55.0,4.6,3.7,62,174,0.4,1.75899999999996
2021-03-28,22,6.9,15,6.1,15,76,2.3,56.0,51,80,2.3,56,52,71,1.8,46,52,1.8,49,52,53,63,14,57.0,4.1,3.3,64,339,0.4,14,57,4.2,3.4,64,147,0.4,15,59.0,4.3,3.5,65,153,0.4,0.0912000000000113
2021-03-28,0,6.9,15,5.9,15,74,2.4,56.0,51,76,2.4,56,52,73,1.8,46,52,1.8,49,52,53,57,14,57.0,4.1,3.3,65,151,0.4,14,54,4.2,3.4,64,149,0.4,15,56.0,4.3,3.5,65,158,0.4,0.485800000000001
2021-03-29,2,6.5,15,6.1,15,78,2.4,56.0,51,80,2.4,56,52,70,1.8,46,52,1.8,49,52,53,59,14,60.0,4.4,3.3,65,342,0.4,14,57,4.4,3.3,63,139,0.4,15,58.0,4.4,3.4,63,142,0.4,-0.00100000000000122
2021-03-29,4,7.0,15,6.4,15,74,2.4,56.0,53,77,2.4,55,53,77,1.8,46,52,1.8,49,52,53,60,14,60.0,4.3,3.5,67,293,0.4,14,54,4.2,3.4,62,211,0.4,15,61.0,4.2,3.4,65,215,0.4,0.00300000000000722
2021-03-29,6,6.7,15,5.9,15,73,2.4,56.0,53,78,2.4,55,53,73,1.8,46,52,1.8,49,52,53,52,14,60.0,4.6,3.7,67,170,0.4,14,57,4.6,3.7,62,325,0.4,15,57.0,4.8,3.8,64,151,0.4,0.029000000000007
2021-03-29,8,6.8,15,5.9,15,74,2.4,56.0,52,78,2.4,55,52,75,1.8,47,52,1.8,49,52,53,60,14,57.0,4.9,4.0,63,336,0.4,14,56,5.0,4.0,66,159,0.4,15,54.0,5.1,4.0,62,143,0.4,0.137999999999977
2021-03-29,10,6.6,15,5.9,15,76,2.4,56.0,53,74,2.4,56,51,70,1.8,48,52,1.8,50,52,53,57,14,59.0,4.8,3.9,65,347,0.4,14,53,4.7,3.9,63,139,0.4,15,58.0,4.6,3.8,66,329,0.4,0.158999999999992
2021-03-29,12,6.8,15,6.0,15,75,2.4,56.0,53,73,2.4,56,52,73,1.8,49,52,1.8,51,52,53,59,14,60.0,4.5,3.6,66,348,0.4,14,59,4.7,3.6,67,189,0.4,15,55.0,4.8,3.9,62,226,0.4,0.16100000000003
2021-03-29,14,6.6,15,6.0,15,75,2.4,56.0,54,82,2.4,56,52,75,1.8,48,52,1.8,51,52,53,57,15,61.0,4.8,3.8,67,330,0.4,14,59,4.8,3.8,67,323,0.4,15,56.0,4.8,3.8,64,146,0.4,0.0699999999999648
2021-03-29,16,6.7,15,6.0,15,76,2.4,56.0,53,76,2.4,56,52,76,1.9,48,52,1.8,52,52,53,60,15,60.0,5.1,4.0,67,233,0.4,14,53,4.8,3.9,62,269,0.4,15,59.0,4.7,3.8,67,241,0.4,0.361000000000001
2021-03-29,18,6.8,15,6.2,15,72,2.4,56.0,54,83,2.4,56,52,78,1.9,48,52,1.8,50,52,53,57,14,59.0,4.8,3.7,66,162,0.4,14,55,4.9,3.8,63,303,0.4,15,60.0,4.9,4.0,67,250,0.4,0.0790000000000077
2021-03-29,20,6.2,15,5.9,15,72,2.4,56.0,53,76,2.4,56,52,74,1.9,49,52,1.9,51,52,53,58,14,59.0,4.9,4.0,65,346,0.4,14,57,5.0,4.0,64,321,0.4,15,58.0,4.8,3.9,66,175,0.4,0.0270000000000188
2021-03-29,22,7.0,15,6.1,15,77,2.4,56.0,53,84,2.4,56,51,72,1.9,48,52,1.9,51,52,54,56,14,59.0,4.4,3.5,66,188,0.4,14,57,4.6,3.7,64,321,0.4,15,60.0,4.6,3.7,67,202,0.4,0.108000000000013
2021-03-29,0,7.0,15,6.1,15,75,2.4,51.0,53,76,2.4,51,51,82,1.9,48,52,1.9,51,52,54,58,14,56.0,4.9,3.9,61,349,0.4,14,49,5.0,4.0,57,158,0.4,15,49.0,5.1,4.0,57,187,0.4,0.0269999999999637
2021-03-30,2,6.6,15,5.9,15,73,2.4,51.0,52,72,2.4,51,52,78,1.8,46,52,1.8,49,52,49,67,14,51.0,4.6,3.8,58,120,0.4,14,52,4.6,3.8,61,156,0.4,15,53.0,4.6,3.8,61,150,0.4,0.44100000000001
2021-03-30,4,6.8,15,6.0,15,72,2.4,52.0,51,76,2.4,51,51,75,1.8,46,52,1.8,47,52,49,63,14,52.0,4.5,3.7,59,128,0.4,14,52,4.6,3.7,60,322,0.4,15,52.0,4.4,3.6,60,321,0.4,0.0210000000000061
2021-03-30,6,6.5,15,5.8,15,75,2.4,52.0,51,77,2.4,51,51,74,1.8,46,52,1.8,47,52,49,62,14,52.0,4.5,3.7,59,128,0.4,14,52,4.6,3.7,60,322,0.4,15,52.0,4.4,3.6,60,321,0.4,0.0299999999999727
2021-03-30,8,6.7,15,5.9,15,73,2.4,52.0,51,77,2.4,51,51,74,1.9,46,52,1.9,47,52,49,69,14,52.0,4.3,3.5,59,128,0.4,14,50,4.3,3.6,58,308,0.4,15,50.0,4.4,3.5,57,128,0.4,0.140000000000043
2021-03-30,10,6.5,15,5.9,15,73,2.4,51.0,53,76,2.4,51,51,80,1.8,46,52,1.8,48,52,49,62,14,54.0,4.6,3.7,62,168,0.4,14,54,4.8,3.8,62,194,0.4,15,52.0,4.8,3.9,59,309,0.4,0.482999999999976
2021-03-30,12,6.8,15,6.1,15,74,2.4,52.0,51,70,2.4,51,52,69,1.8,47,51,1.8,48,52,49,66,14,53.0,4.7,3.8,60,130,0.4,14,51,4.7,3.8,59,134,0.4,15,54.0,4.6,3.8,62,173,0.4,0.0759999999999934
2021-03-30,14,6.7,15,5.9,15,75,2.4,52.0,52,76,2.4,51,53,78,1.8,47,52,1.8,48,52,49,64,15,52.0,5.0,4.0,58,119,0.4,14,51,4.9,3.9,60,134,0.4,15,54.0,4.8,3.9,62,178,0.4,0.284999999999997
2021-03-30,16,6.6,15,5.9,15,73,2.4,52.0,52,75,2.4,51,51,75,1.8,47,52,1.8,47,52,49,66,14,54.0,4.6,3.8,62,162,0.4,14,53,4.6,3.7,61,317,0.4,15,49.0,4.5,3.7,58,128,0.4,0.0430000000000241
2021-03-30,18,6.9,15,6.0,15,73,2.4,51.0,52,80,2.4,51,51,80,1.8,46,52,1.8,48,52,49,62,14,55.0,4.2,3.4,62,187,0.4,15,54,4.2,3.4,61,159,0.4,15,55.0,4.4,3.4,61,155,0.4,0.021000000000015
2021-03-30,20,6.4,15,5.8,15,74,2.4,52.0,54,76,2.4,51,51,76,1.8,47,52,1.8,47,52,49,61,14,57.0,4.6,3.5,62,178,0.4,14,51,4.9,3.7,59,128,0.4,15,55.0,5.0,3.8,61,322,0.4,1.37699999999998
2021-03-30,22,6.4,15,5.9,15,76,2.4,52.0,54,74,2.4,51,51,70,1.8,47,52,1.8,47,52,49,69,14,55.0,4.3,3.3,61,349,0.4,14,51,4.4,3.5,59,132,0.4,15,52.0,4.5,3.6,58,305,0.4,0.0429999999999886
2021-03-30,0,6.4,15,6.1,15,74,2.4,52.0,54,75,2.4,51,51,70,1.8,47,52,1.8,47,52,48,62,14,34.0,4.4,3.5,40,42,0.4,14,57,4.4,3.6,66,209,0.4,15,57.0,4.5,3.6,57,329,0.4,0.801999999999994
2021-03-31,2,6.6,15,5.8,14,76,2.4,52.0,54,70,2.4,51,53,73,1.8,44,52,1.8,44,52,48,68,14,54.0,4.8,3.9,60,136,0.4,14,50,4.8,3.9,59,134,0.4,15,54.0,4.8,3.9,62,325,0.4,0.132999999999985
2021-03-31,4,6.9,15,5.6,14,74,2.4,52.0,52,73,2.4,51,52,71,1.8,44,52,1.8,46,52,49,65,14,52.0,4.6,3.7,59,123,0.4,14,49,4.7,3.8,58,130,0.4,15,53.0,4.7,3.8,62,180,0.4,0.45400000000002
2021-03-31,6,6.7,15,5.8,14,77,2.4,52.0,52,76,2.4,51,52,71,1.8,45,52,1.8,46,52,49,67,14,52.0,4.6,3.7,59,116,0.4,14,49,4.7,3.8,58,312,0.4,15,53.0,4.7,3.8,62,165,0.4,0.246999999999982
2021-03-31,8,6.8,15,5.8,14,75,2.4,51.0,52,76,2.4,51,52,77,1.7,45,52,1.8,46,52,48,63,14,51.0,4.1,3.4,57,155,0.4,14,53,4.3,3.2,60,322,0.4,15,55.0,4.3,3.3,62,331,0.4,0.126000000000033
2021-03-31,10,6.8,15,6.0,15,73,2.4,51.0,54,83,2.4,51,53,72,1.8,45,52,1.8,47,52,49,63,14,54.0,4.2,3.5,61,152,0.4,14,51,4.1,3.4,59,139,0.4,14,52.0,4.5,3.7,60,131,0.4,0.147999999999996
2021-03-31,12,6.5,15,5.8,15,71,2.4,51.0,52,76,2.4,51,51,69,1.7,45,52,1.7,47,52,49,66,14,55.0,4.6,3.8,60,313,0.4,14,54,4.7,3.8,62,299,0.4,14,54.0,4.7,3.8,62,267,0.4,0.242999999999977
2021-03-31,14,6.7,15,6.2,15,74,2.4,52.0,52,75,2.4,51,52,72,1.7,46,52,1.7,47,52,49,65,14,54.0,4.0,3.1,60,128,0.4,14,51,4.0,3.3,59,128,0.4,15,56.0,4.0,3.2,61,321,0.4,4.95000000000002
2021-03-31,16,6.4,15,6.0,15,75,2.4,51.0,53,81,2.4,51,51,74,1.8,46,52,1.8,47,52,49,69,14,53.0,4.8,3.9,60,131,0.4,14,51,5.0,3.9,59,129,0.4,15,55.0,5.0,3.9,61,226,0.4,0.0889999999999755
2021-03-31,18,7.0,15,6.2,15,74,2.4,52.0,52,83,2.4,51,52,76,1.8,45,52,1.8,46,52,48,71,14,52.0,4.1,3.3,58,115,0.4,14,52,4.2,3.4,59,132,0.4,15,54.0,4.4,3.4,60,319,0.4,0.524000000000001
2021-03-31,20,6.8,15,6.1,14,73,2.4,52.0,54,76,2.4,51,52,74,1.8,46,52,1.8,46,52,49,60,14,52.0,4.0,3.5,58,115,0.4,14,52,3.9,3.3,60,138,0.4,15,50.0,3.9,3.2,58,291,0.4,0.388000000000009
2021-03-31,22,6.9,15,5.9,14,73,2.4,53.0,54,79,2.4,52,52,70,1.7,46,52,1.7,46,52,49,62,14,53.0,5.0,4.0,60,312,0.4,14,51,4.5,3.7,59,310,0.4,15,52.0,4.4,3.5,59,310,0.4,1.749
2021-03-31,0,6.6,15,5.9,14,74,2.4,53.0,54,66,2.4,52,52,67,1.7,46,52,1.7,47,52,49,60,14,53.0,5.0,4.0,60,260,0.4,14,51,4.5,3.7,60,132,0.4,15,52.0,4.4,3.5,62,160,0.4,1.70599999999999
2021-04-01,2,6.5,15,5.8,14,75,2.4,52.0,51,80,2.4,52,52,75,1.7,46,52,1.7,47,52,49,63,14,54.0,4.6,3.7,60,305,0.4,14,51,4.6,3.7,59,128,0.4,15,56.0,4.6,3.7,63,226,0.4,0.0339999999999989
2021-04-01,4,6.6,15,6.1,14,72,2.4,53.0,52,67,2.4,52,52,66,1.7,46,51,1.7,47,52,49,65,14,54.0,5.0,4.1,61,129,0.4,14,53,4.9,4.0,62,322,0.4,15,51.0,4.8,3.9,60,135,0.4,1.16900000000002
2021-04-01,6,6.7,15,6.1,14,74,2.4,53.0,52,78,2.4,52,52,73,1.8,46,51,1.8,47,52,49,62,14,54.0,4.7,3.8,60,121,0.4,14,55,4.8,3.8,62,318,0.4,15,53.0,4.8,3.8,62,149,0.4,0.257999999999996
2021-04-01,8,6.5,14,5.8,14,74,2.4,53.0,52,72,2.4,52,52,73,1.7,46,51,1.7,47,52,49,64,14,55.0,4.5,3.6,62,150,0.4,14,52,4.5,3.7,60,130,0.4,15,51.0,4.5,3.6,59,124,0.4,1.196
2021-04-01,10,7.0,15,6.0,14,74,2.4,52.0,52,73,2.5,52,52,79,1.8,46,52,1.8,47,52,49,60,14,54.0,4.7,3.8,60,305,0.4,14,56,4.8,3.9,64,243,0.4,15,56.0,4.9,3.9,63,205,0.4,0.0900000000000087
2021-04-01,12,6.6,15,6.0,14,73,2.4,52.0,54,76,2.4,52,52,72,1.8,46,52,1.8,47,52,49,66,14,53.0,4.7,3.8,59,295,0.4,14,55,4.8,3.8,63,276,0.4,15,55.0,4.7,3.9,62,321,0.4,2.98199999999997
2021-04-01,14,6.5,15,5.7,14,75,2.4,53.0,53,72,2.4,52,52,71,1.8,46,52,1.8,47,52,50,61,14,52.0,5.1,4.0,58,205,0.4,14,51,5.0,4.0,59,308,0.4,15,50.0,4.8,3.9,58,206,0.4,0.731000000000023
2021-04-01,16,6.7,14,6.0,14,77,2.4,53.0,51,71,2.4,52,53,67,1.7,46,52,1.7,47,52,50,70,14,53.0,4.9,3.8,59,113,0.4,14,52,5.0,4.0,60,129,0.4,15,52.0,5.1,4.0,60,131,0.4,0.638999999999992
2021-04-01,18,6.9,15,6.1,14,75,2.4,53.0,53,82,2.4,52,52,76,1.9,46,52,1.9,46,52,49,62,14,52.0,4.1,3.4,60,121,0.4,14,51,4.1,3.4,60,129,0.4,15,56.0,4.1,3.4,63,178,0.4,3.758
2021-04-01,20,6.4,15,6.0,14,72,2.4,52.0,52,71,2.4,52,52,79,1.8,46,52,1.8,47,52,50,60,14,54.0,4.7,3.9,61,135,0.4,14,54,4.6,3.8,63,302,0.4,15,51.0,4.6,3.7,59,127,0.4,0.207000000000015
2021-04-01,22,6.9,15,5.8,14,77,2.4,53.0,52,75,2.4,52,52,75,1.8,42,54,1.8,47,48,49,62,14,54.0,5.3,4.2,60,126,0.4,14,53,5.3,4.2,63,173,0.4,15,50.0,5.1,4.2,59,292,0.4,0.30599999999999
2021-04-01,0,6.9,15,5.8,14,75,2.4,53.0,52,73,2.4,52,52,75,1.8,42,54,1.8,47,48,49,65,14,55.0,4.5,3.6,62,145,0.4,14,50,4.4,3.6,59,284,0.4,15,55.0,4.4,3.6,62,171,0.4,1.411
2021-04-02,2,6.4,15,5.7,14,76,2.4,52.0,52,70,2.4,52,52,70,1.7,45,52,1.7,47,52,49,63,14,58.0,4.7,3.8,63,267,0.4,14,50,4.7,3.8,58,252,0.4,14,55.0,4.7,3.8,62,320,0.4,5.67300000000002
2021-04-02,4,6.6,15,5.8,14,76,2.4,52.0,52,67,2.4,52,52,67,1.6,47,45,1.6,47,45,47,50,14,58.0,4.9,3.9,59,137,0.4,14,53,4.9,4.0,62,322,0.4,15,51.0,4.8,3.9,60,135,0.4,0.0329999999999764
2021-04-02,6,6.6,15,5.8,14,75,2.4,52.0,52,75,2.4,52,52,76,1.6,47,45,1.6,47,45,47,65,14,58.0,4.9,3.9,59,130,0.4,14,53,4.9,4.0,59,127,0.4,15,51.0,4.8,3.9,60,134,0.4,1.24400000000001
2021-04-02,8,6.6,15,5.7,14,77,2.4,52.0,52,70,2.4,52,52,70,1.6,47,45,1.6,47,45,47,55,14,53.0,4.4,3.5,59,118,0.4,14,52,4.5,3.6,59,306,0.4,14,53.0,4.7,3.7,61,135,0.4,0.526000000000005
2021-04-02,10,6.6,15,6.2,14,73,2.4,52.0,53,78,2.4,52,51,75,1.8,45,52,1.8,46,51,50,57,14,55.0,4.3,3.6,62,314,0.4,14,55,4.3,3.6,63,305,0.4,15,52.0,4.4,3.5,59,131,0.4,0.605999999999995
2021-04-02,12,6.3,14,5.8,14,74,2.4,54.0,54,76,2.4,53,52,76,1.7,47,52,1.8,47,52,50,56,14,52.0,5.0,3.9,59,240,0.4,14,53,5.1,4.0,61,319,0.4,15,57.0,50.0,4.1,64,235,0.4,0.0199999999999996
2021-04-02,14,6.7,15,6.2,14,75,2.4,53.0,54,90,2.4,53,52,71,1.9,46,52,1.9,48,52,51,73,14,57.0,4.5,3.7,64,196,0.4,14,56,4.4,3.6,64,232,0.4,15,56.0,4.3,3.6,64,316,0.4,2.664
2021-04-02,16,6.9,15,6.0,14,71,2.4,53.0,52,80,2.4,53,52,80,1.8,46,52,1.8,48,52,51,58,14,53.0,4.6,3.7,60,274,0.4,14,52,4.5,3.7,61,305,0.4,15,52.0,4.6,3.7,60,131,0.4,0.373000000000019
2021-04-02,18,6.4,15,5.6,14,78,2.4,53.0,51,63,2.4,53,51,66,1.6,46,52,1.6,47,52,50,66,14,55.0,4.9,4.0,62,138,0.4,14,54,5.0,3.9,63,168,0.4,15,51.0,5.1,4.0,59,128,0.4,1.52699999999999
2021-04-02,20,6.9,15,5.9,14,74,2.4,54.0,53,72,2.4,53,52,71,1.7,47,52,1.7,47,52,50,63,14,54.0,4.4,3.7,61,131,0.4,14,56,4.3,3.6,64,239,0.4,15,52.0,4.3,3.4,60,135,0.4,0.352000000000004
2021-04-02,22,6.8,15,5.8,14,75,2.4,54.0,53,72,2.4,53,52,71,1.7,47,52,1.7,47,52,50,66,14,57.0,4.4,3.7,63,131,0.4,14,53,4.3,3.6,60,239,0.4,15,57.0,4.3,3.4,63,135,0.4,0.94599999999997
2021-04-02,0,6.6,15,5.7,14,75,2.4,54.0,53,72,2.4,53,52,71,1.7,47,52,1.7,47,52,50,63,14,55.0,4.4,3.7,62,131,0.4,14,51,4.3,3.6,60,239,0.4,15,55.0,4.3,3.4,62,135,0.4,0.805000000000007
2021-04-03,2,6.9,15,5.9,14,75,2.4,54.0,53,72,2.4,53,52,71,1.7,47,52,1.7,47,52,50,66,14,55.0,4.4,3.7,60,131,0.4,14,54,4.3,3.6,64,239,0.4,15,56.0,4.3,3.4,64,135,0.4,0.568000000000012
2021-04-03,4,7.0,15,5.9,14,76,2.4,54.0,52,73,2.4,53,52,72,1.7,47,52,1.7,47,52,50,68,14,57.0,4.5,3.5,63,137,0.4,14,52,4.5,3.5,60,322,0.4,15,57.0,4.5,3.5,64,135,0.4,0.893000000000001
2021-04-03,6,6.8,15,6.0,14,74,2.4,54.0,52,73,2.4,53,52,72,1.7,47,52,1.7,47,52,50,68,14,57.0,4.5,3.5,63,137,0.4,14,52,4.5,3.5,60,322,0.4,15,57.0,4.5,3.5,64,135,0.4,0.168000000000006
2021-04-03,8,6.9,15,5.8,14,76,2.4,54.0,52,73,2.4,53,52,72,1.7,47,52,1.7,47,52,50,64,14,54.0,4.5,3.5,60,137,0.4,14,53,4.5,3.5,62,322,0.4,15,54.0,4.5,3.5,62,135,0.4,0.920999999999998
2021-04-03,10,6.6,14,6.4,14,74,2.4,54.0,51,79,2.4,53,53,71,1.7,46,52,1.7,46,52,50,66,14,55.0,4.4,3.5,61,297,0.4,14,50,5.0,4.0,59,282,0.4,14,56.0,5.1,4.0,63,323,0.4,0.87700000000001
2021-04-03,12,6.5,14,5.9,14,72,2.4,54.0,53,75,2.4,53,53,70,1.8,47,52,1.8,46,52,50,57,14,53.0,4.9,3.9,59,116,0.4,14,52,5.0,4.0,61,136,0.4,14,51.0,5.0,4.0,59,256,0.4,0.704000000000008
2021-04-03,14,6.8,15,6.1,14,74,2.4,53.0,52,80,2.4,53,52,75,1.8,46,52,1.8,47,52,51,58,14,54.0,4.2,3.5,61,126,0.4,14,54,4.2,3.4,63,162,0.4,14,56.0,4.2,3.4,64,175,0.4,9.56899999999997
2021-04-03,16,6.5,14,5.9,14,70,2.4,53.0,50,63,2.3,52,50,60,1.7,47,52,1.7,47,52,50,61,15,53.0,5.2,4.3,62,150,0.4,14,49,5.1,4.3,59,253,0.4,15,52.0,4.8,4.0,60,307,0.4,0.945000000000022
2021-04-03,18,6.6,15,5.8,14,75,2.4,54.0,51,66,2.4,53,52,75,1.7,46,52,1.7,47,52,50,65,14,56.0,5.0,3.9,63,145,0.4,14,50,4.8,3.8,59,269,0.4,14,52.0,4.6,3.8,60,134,0.4,1.065
2021-04-03,20,6.7,15,6.0,14,75,2.4,53.0,53,72,2.4,52,51,81,1.8,46,52,1.8,47,52,51,58,14,55.0,4.3,3.5,62,143,0.4,14,54,4.3,3.4,62,146,0.4,14,58.0,4.4,3.4,64,285,0.4,0.46599999999998
2021-04-03,22,6.8,15,5.9,14,75,2.4,53.0,53,72,2.4,52,51,81,1.8,46,52,1.8,47,52,51,58,14,58.0,4.3,3.5,64,143,0.4,14,53,4.3,3.4,62,146,0.4,14,52.0,4.4,3.4,61,285,0.4,0.694000000000017
2021-04-03,0,6.9,15,6.0,14,75,2.4,53.0,53,72,2.4,52,51,81,1.7,46,52,1.7,47,52,51,55,14,55.0,4.3,3.5,62,143,0.4,14,53,4.3,3.4,61,146,0.4,14,53.0,4.4,3.4,61,285,0.4,0.776000000000011
2021-04-04,2,6.7,15,5.8,14,75,2.4,53.0,53,72,2.4,52,51,81,1.7,46,52,1.7,47,52,51,62,14,57.0,4.4,3.5,62,143,0.4,14,56,4.4,3.5,63,146,0.4,14,56.0,4.4,3.5,64,285,0.4,0.68199999999996
2021-04-04,4,6.9,15,6.0,14,75,2.4,53.0,52,73,2.4,53,52,72,1.7,47,52,1.7,47,52,51,58,14,58.0,4.5,3.5,64,137,0.4,14,51,4.5,3.5,60,322,0.4,15,56.0,4.5,3.5,64,135,0.4,0.746000000000038
2021-04-04,6,6.8,15,5.9,14,75,2.4,53.0,52,73,2.4,53,52,72,1.7,47,52,1.7,47,52,51,55,14,56.0,4.5,3.5,62,137,0.4,14,56,4.5,3.5,64,322,0.4,15,57.0,4.5,3.5,64,135,0.4,0.207999999999998
2021-04-04,8,6.9,15,5.8,14,75,2.4,53.0,52,73,2.4,53,52,72,1.7,47,52,1.7,47,52,51,61,14,54.0,4.5,3.5,60,137,0.4,14,52,4.5,3.5,60,322,0.4,15,53.0,4.5,3.5,60,135,0.4,0.508999999999986
2021-04-04,10,6.5,15,5.9,14,74,2.4,54.0,52,75,2.4,53,53,73,1.7,46,52,1.7,47,52,51,58,14,54.0,4.4,3.4,60,120,0.4,14,56,4.9,3.9,64,322,0.4,15,52.0,4.8,4.0,60,274,0.4,1.711
2021-04-04,12,6.5,15,5.7,14,75,2.4,54.0,53,73,2.4,53,53,71,1.7,47,52,1.7,48,52,51,59,14,54.0,4.8,3.8,61,118,0.4,14,51,4.8,3.9,60,293,0.4,15,54.0,4.7,3.8,62,142,0.4,5.39000000000001
2021-04-04,14,6.9,15,6.0,14,78,2.4,53.0,53,73,2.4,53,52,71,1.8,47,52,1.8,48,52,50,63,14,58.0,4.3,3.4,64,279,0.4,14,55,4.5,3.5,62,146,0.4,14,53.0,4.6,3.7,60,129,0.4,0.993999999999982
2021-04-04,16,6.7,15,5.8,14,73,2.4,53.0,53,73,2.4,53,52,72,1.8,47,52,1.8,48,52,50,61,14,54.0,4.8,3.7,60,117,0.4,14,51,4.9,3.959,59,246,0.4,14,56.0,4.8,3.9,63,322,0.4,0.995000000000028
2021-04-04,18,6.8,15,6.4,14,76,2.4,53.0,52,79,2.5,54,53,79,1.8,47,52,1.8,47,52,50,59,14,56.0,4.6,3.9,63,314,0.4,14,53,4.4,3.6,67,316,0.4,14,55.0,4.3,3.5,62,318,0.4,0.438999999999965
2021-04-04,20,6.2,14,5.8,14,74,2.4,53.0,53,73,2.4,53,52,73,1.8,46,52,1.8,47,52,50,61,14,56.0,4.6,3.9,63,314,0.4,14,53,4.4,3.6,67,316,0.4,14,55.0,4.3,3.5,62,318,0.4,1.14400000000003
2021-04-04,22,6.7,14,5.9,14,75,2.4,53.0,53,73,2.4,53,52,73,1.8,46,52,1.8,47,52,50,66,14,56.0,4.6,3.9,63,314,0.4,14,56,4.4,3.6,63,316,0.4,14,53.0,4.3,3.5,61,318,0.4,0.441000000000003
2021-04-04,0,6.8,14,5.9,14,75,2.4,53.0,53,73,2.4,53,52,73,1.8,46,52,1.8,47,52,50,62,14,57.0,4.6,3.9,62,314,0.4,14,52,4.4,3.6,60,316,0.4,14,56.0,4.3,3.5,62,318,0.4,0.60299999999998
2021-04-05,2,6.7,14,6.0,14,75,2.4,53.0,53,73,2.4,53,52,73,1.8,46,52,1.8,47,52,50,62,14,55.0,4.6,3.6,62,314,0.4,14,56,4.6,3.6,64,316,0.4,14,55.0,4.6,3.6,62,318,0.4,0.537000000000006
2021-04-05,4,6.8,14,5.9,14,75,2.4,53.0,52,73,2.4,53,52,72,1.8,47,52,1.8,48,52,51,57,14,57.0,4.5,3.5,64,137,0.4,14,56,4.5,3.5,64,322,0.4,15,56.0,4.5,3.5,63,135,0.4,1.65499999999997
2021-04-05,6,6.7,14,5.8,14,75,2.4,53.0,52,73,2.4,53,52,72,1.8,47,52,1.8,48,52,51,66,14,55.0,4.5,3.5,62,137,0.4,14,55,4.5,3.5,63,322,0.4,15,54.0,4.5,3.5,62,135,0.4,0.293000000000035
2021-04-05,8,6.8,14,6.0,14,75,2.4,53.0,52,73,2.4,53,52,72,1.8,47,52,1.8,48,52,51,63,14,56.0,4.5,3.5,63,137,0.4,14,51,4.5,3.5,61,322,0.4,15,54.0,4.5,3.5,62,135,0.4,0.75999999999998
2021-04-05,10,6.2,14,5.8,14,75,2.3,46.0,52,71,2.4,53,51,79,1.8,46,52,1.8,48,52,50,57,14,56.0,4.5,3.6,63,153,0.4,14,55,4.5,3.7,62,320,0.4,14,54.0,4.5,3.7,61,141,0.4,0.540999999999979
