Дата,Время,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Вода с лагом (-1)
2021-01-01,20,6.8,14,5.9,14,76,3.4,63.0,53,81,3.3,62,54,98,2.2,51,54,2.2,60,53,59,84,14,65.0,5.4,4.6,72,248,0.4,14,67,5.3,5.3,75,256,0.4,14,58.0,5.1,4.1,66,205,0.4,0.985000000000014
2021-01-01,22,7.5,15,6.2,14,75,3.3,61.0,54,80,3.3,60,54,80,2.4,49,54,2.4,59,53,58,85,14,63.0,6.0,4.8,69,246,0.4,14,65,6.0,5.0,74,254,0.4,14,57.0,5.9,5.0,64,203,0.4,0.888999999999989
2021-01-01,0,7.3,15,6.4,14,73,3.3,59.0,54,80,3.3,59,54,79,2.4,50,54,2.4,58,54,56,90,14,61.0,5.4,4.6,69,246,0.4,14,64,5.4,4.6,74,254,0.4,14,55.0,5.2,4.4,62,204,0.4,0.649000000000001
2021-01-02,2,7.5,15,6.5,14,73,3.3,58.0,54,79,3.3,58,54,78,2.4,49,54,2.4,57,54,55,90,14,62.0,5.0,4.1,69,245,0.4,14,65,5.0,4.3,73,255,0.4,14,55.0,5.2,4.4,63,209,0.4,0.897999999999996
2021-01-02,4,7.5,15,6.6,14,73,3.3,58.0,54,80,3.3,58,54,81,2.4,48,54,2.4,56,54,55,93,14,61.0,5.9,4.9,68,247,0.4,14,63,6.0,4.8,72,255,0.4,14,54.0,5.9,4.8,61,204,0.4,0.425000000000011
2021-01-02,6,7.4,15,6.7,14,72,3.3,58.0,54,79,3.3,58,54,80,2.4,49,54,2.4,56,54,55,95,14,61.0,5.6,4.7,68,247,0.4,14,63,5.6,4.8,72,254,0.4,14,54.0,5.4,4.6,61,205,0.4,0.527000000000001
2021-01-02,8,7.5,15,6.7,14,73,3.3,58.0,54,82,3.3,58,54,81,2.4,46,54,2.4,56,54,54,90,14,61.0,5.2,4.2,68,246,0.4,14,64,5.4,4.4,72,255,0.4,14,55.0,5.7,4.5,61,204,0.4,3.97499999999999
2021-01-02,10,7.4,15,6.2,14,70,3.3,59.0,52,84,3.3,58,54,79,2.2,50,54,2.2,56,54,55,93,14,64.0,5.6,4.4,70,247,0.4,14,65,5.7,4.7,74,256,0.4,14,55.0,5.8,4.8,62,205,0.4,0.128199999999996
2021-01-02,12,6.8,15,6.0,14,80,3.3,58.0,53,80,3.3,58,51,79,2.4,49,51,2.4,56,49,54,84,14,60.0,5.9,4.7,68,246,0.4,14,65,5.8,4.9,74,256,0.4,14,54.0,5.8,4.9,62,204,0.4,0.333799999999997
2021-01-02,14,7.3,15,5.6,14,86,3.3,59.0,53,79,3.3,59,53,79,2.3,45,53,2.4,56,51,55,93,14,61.0,5.8,4.7,69,245,0.4,14,66,5.6,4.8,75,253,0.4,14,56.0,5.6,4.7,62,203,0.4,0.138000000000003
2021-01-02,16,6.4,15,6.0,14,88,3.3,59.0,54,80,3.3,59,59,78,2.3,48,54,2.3,57,53,55,84,14,61.0,6.0,4.8,69,245,0.4,14,65,5.9,4.8,75,254,0.4,15,56.0,5.7,4.8,63,203,0.4,1.29000000000001
2021-01-02,18,7.0,15,6.4,14,85,3.3,58.0,54,78,3.3,58,54,79,2.3,48,53,2.3,57,53,54,88,14,60.0,5.9,4.8,68,245,0.4,14,65,5.8,4.9,74,255,0.4,14,55.0,5.8,4.9,63,203,0.4,1.746
2021-01-02,20,6.9,15,6.1,14,92,3.3,58.0,54,80,3.3,58,53,80,2.3,49,54,2.3,57,54,54,84,14,60.0,5.6,4.7,68,246,0.4,14,65,5.6,4.6,74,255,0.4,14,55.0,5.7,4.7,63,203,0.4,2.08499999999999
2021-01-02,22,7.2,15,5.9,14,85,3.3,58.0,54,84,3.3,58,54,82,2.5,49,54,2.5,57,54,55,83,15,59.0,6.0,4.7,68,246,0.4,14,64,5.9,5.0,74,255,0.4,14,55.0,5.8,4.8,62,204,0.4,2.261
2021-01-02,0,7.0,15,6.2,15,75,3.3,58.0,54,80,3.3,58,54,81,2.3,47,54,2.3,57,54,55,85,15,59.0,5.9,4.8,68,245,0.4,14,65,5.9,4.9,74,254,0.4,15,55.0,5.8,4.9,63,203,0.4,1.94200000000001
2021-01-03,2,6.9,15,5.9,15,76,3.3,58.0,54,80,3.3,58,54,80,2.2,48,54,2.2,57,54,55,88,15,61.0,5.5,4.5,68,245,0.4,14,66,5.6,4.6,74,255,0.4,15,55.0,5.7,4.8,63,201,0.4,1.43999999999999
2021-01-03,4,7.0,15,5.8,15,77,3.3,59.0,54,81,3.3,58,54,81,2.3,48,54,2.2,57,54,55,85,15,61.0,5.5,4.4,68,246,0.4,15,66,5.5,4.6,75,255,0.4,15,55.0,5.5,4.7,63,204,0.4,1.08900000000001
2021-01-03,6,7.1,15,5.9,15,78,3.3,59.0,54,79,3.3,58,54,80,2.4,44,54,2.4,58,54,55,79,15,60.0,5.5,4.6,68,245,0.4,15,66,5.6,4.5,74,254,0.4,15,55.0,5.6,4.6,63,203,0.4,2.28999999999999
2021-01-03,8,6.9,15,6.0,15,76,3.3,59.0,54,80,3.3,58,54,81,2.2,46,54,2.2,58,54,55,76,15,61.0,5.7,4.7,68,246,0.4,15,66,5.9,4.9,75,255,0.4,15,55.0,5.9,48.0,63,204,0.4,2.179
2021-01-03,10,7.1,15,6.2,15,87,3.3,59.0,54,79,3.3,59,54,80,2.3,44,53,2.3,58,53,55,86,15,61.0,5.8,4.7,69,245,0.4,15,66,5.9,4.8,75,254,0.4,15,55.0,5.8,4.7,63,203,0.4,3.899
2021-01-03,12,6.7,15,6.1,15,79,3.3,58.0,54,80,3.3,58,53,81,2.3,52,47,2.3,57,48,55,78,15,60.0,6.0,4.9,67,245,0.4,15,65,5.9,4.9,74,254,0.4,15,55.0,5.9,4.8,62,203,0.4,0.569000000000003
2021-01-03,14,6.8,15,6.0,15,88,3.3,58.0,53,80,3.3,58,54,79,2.3,52,50,2.3,56,51,54,86,15,60.0,5.6,4.7,67,244,0.4,15,65,5.7,4.7,74,253,0.4,15,55.0,5.5,4.6,62,202,0.4,0.305999999999997
2021-01-03,16,7.2,15,6.3,15,92,3.3,58.0,53,80,3.3,58,54,80,2.2,46,52,2.2,57,53,54,76,15,59.0,5.7,4.8,66,244,0.4,15,65,5.4,4.7,73,253,0.4,15,55.0,5.5,4.7,63,203,0.4,1.63200000000002
2021-01-03,18,7.5,15,6.0,15,81,3.4,56.0,53,82,3.4,56,54,87,2.1,50,50,2.2,54,51,53,61,16,57.0,5.8,4.7,64,244,0.4,15,65,5.6,4.8,72,252,0.4,15,55.0,5.5,4.7,63,203,0.4,1.78
2021-01-03,20,6.9,15,5.8,15,73,3.4,55.0,54,79,3.4,55,53,81,2.4,41,53,2.4,56,53,52,84,15,57.0,5.8,4.7,64,244,0.4,15,65,5.6,4.8,72,252,0.4,15,55.0,5.5,4.7,63,204,0.4,3.20799999999998
2021-01-03,22,7.2,16,5.8,15,76,3.4,55.0,54,79,3.4,55,54,79,2.3,40,54,2.4,56,54,52,86,15,56.0,6.0,4.9,63,243,0.4,15,62,6.1,5.0,71,252,0.4,15,53.0,6.1,5.0,60,202,0.4,1.60100000000001
2021-01-03,0,7.1,16,6.0,15,75,3.4,55.0,54,80,3.4,55,54,81,2.2,40,54,2.2,56,54,52,77,15,57.0,5.7,4.8,64,245,0.4,15,63,5.7,4.7,71,251,0.4,15,53.0,6.1,5.9,61,203,0.4,1.65700000000001
2021-01-04,2,6.9,16,6.0,15,77,3.4,55.0,54,80,3.4,55,54,81,2.3,40,54,2.3,56,54,52,81,15,57.0,5.7,4.8,64,243,0.4,15,63,5.7,4.8,71,254,0.4,15,53.0,5.7,4.8,60,202,0.4,0.536999999999992
2021-01-04,4,7.2,16,6.1,15,78,3.4,56.0,54,79,3.4,55,54,80,2.2,38,54,2.3,55,54,52,79,15,56.0,5.6,4.6,63,243,0.4,15,62,5.6,4.7,71,251,0.4,15,53.0,5.7,4.7,60,201,0.4,0.095999999999993
2021-01-04,6,7.2,16,6.0,15,79,3.4,56.0,54,80,3.4,55,54,79,2.3,38,54,2.4,55,54,52,85,15,56.0,5.8,4.8,63,243,0.4,15,63,5.8,4.7,71,252,0.4,15,53.0,5.8,4.8,60,202,0.4,0.0510000000000073
2021-01-04,8,7.0,16,6.0,15,75,3.4,57.0,54,80,3.4,57,54,80,2.2,39,54,2.3,55,54,52,84,15,60.0,5.8,4.8,67,244,0.4,15,65,5.9,4.9,73,253,0.4,15,55.0,5.7,4.8,62,203,0.4,0.691000000000003
2021-01-04,10,6.8,16,6.0,15,75,3.4,56.0,54,79,3.4,56,53,80,2.3,41,54,2.3,55,53,53,81,15,57.0,5.8,4.9,64,243,0.4,15,63,5.8,4.8,72,252,0.4,15,54.0,5.8,4.9,61,202,0.4,0.292999999999992
2021-01-04,12,6.9,16,6.0,15,76,3.4,56.0,54,78,3.4,56,53,78,2.2,39,53,2.2,55,54,52,82,15,57.0,5.8,4.8,64,243,0.4,15,63,5.9,4.9,72,252,0.4,15,54.0,6.0,5.0,61,202,0.4,0.698000000000008
2021-01-04,14,7.0,16,6.1,15,76,3.4,56.0,53,79,3.4,56,53,80,2.3,41,54,2.3,55,54,52,83,15,56.0,5.9,4.9,64,243,0.4,15,63,5.9,4.8,72,253,0.4,15,54.0,6.0,5.0,61,203,0.4,0.0399999999999974
2021-01-04,16,6.6,16,6.0,15,76,3.4,56.0,53,80,3.4,56,54,81,2.3,39,53,2.3,55,54,52,81,15,56.0,5.7,4.8,64,242,0.4,15,63,5.7,4.8,72,253,0.4,15,54.0,5.8,4.9,61,201,0.4,0.421000000000001
2021-01-04,18,6.8,16,5.9,15,80,3.4,56.0,53,80,3.4,56,54,79,2.3,42,54,2.3,55,53,52,80,15,56.0,5.9,4.9,64,242,0.4,15,63,5.9,4.8,71,251,0.4,15,54.0,5.9,5.0,61,202,0.4,0.768999999999982
2021-01-04,20,7.4,16,6.2,15,80,3.4,56.0,53,80,3.4,56,54,79,2.3,38,54,2.3,55,53,52,80,15,56.0,5.8,4.8,64,242,0.4,15,63,5.9,4.8,71,251,0.4,15,54.0,5.8,4.9,61,202,0.4,0.643000000000018
2021-01-04,22,7.0,16,6.1,15,79,3.4,56.0,54,80,3.4,26,54,81,2.3,41,54,2.3,55,53,52,84,15,56.0,5.9,4.9,64,242,0.4,15,63,5.8,4.9,72,251,0.4,15,54.0,5.8,4.9,61,201,0.4,0.979999999999997
2021-01-04,0,7.1,16,6.2,15,76,3.4,56.0,54,79,3.4,26,54,79,2.3,40,54,2.3,55,54,52,85,15,56.0,5.9,4.9,64,242,0.4,15,63,5.9,4.9,72,252,0.4,15,54.0,6.0,4.9,61,202,0.4,0.881999999999987
2021-01-05,2,7.2,16,6.2,15,77,3.4,56.0,54,79,3.4,56,54,80,2.2,42,54,2.2,55,54,52,81,15,56.0,6.0,4.9,64,242,0.4,15,63,6.0,5.0,72,252,0.4,15,54.0,5.9,5.1,61,201,0.4,1.428
2021-01-05,4,7.3,16,6.0,15,78,3.4,56.0,54,79,3.4,56,54,79,2.2,38,54,2.2,55,54,52,80,15,57.0,5.7,4.8,64,242,0.4,15,63,5.7,4.7,71,252,0.4,15,54.0,5.7,4.8,61,201,0.4,1.39400000000001
2021-01-05,6,7.4,16,6.1,15,78,3.4,56.0,54,79,3.4,56,54,80,2.3,40,54,2.3,55,54,52,79,15,56.0,6.0,4.9,64,242,0.4,15,63,6.0,5.0,71,251,0.4,15,54.0,5.7,4.9,61,201,0.4,1.383
2021-01-05,8,7.1,16,6.0,15,77,3.4,56.0,53,80,3.4,56,54,81,2.3,40,54,2.3,55,54,52,82,15,56.0,6.0,4.9,64,242,0.4,15,63,6.0,5.0,71,251,0.4,15,54.0,5.7,4.9,61,201,0.4,1.80999999999999
2021-01-05,10,6.6,16,6.1,15,77,3.4,56.0,54,79,3.4,56,53,78,2.3,40,54,2.3,55,53,52,83,15,57.0,6.1,5.1,64,243,0.4,15,63,6.1,6.1,71,252,0.4,15,53.0,5.9,5.0,61,202,0.4,4.89200000000001
2021-01-05,12,7.4,16,6.3,15,87,3.4,56.0,54,79,3.4,56,54,79,2.1,40,53,2.1,55,53,52,79,15,57.0,5.8,4.8,64,243,0.4,15,63,5.8,4.9,71,252,0.4,16,53.0,5.8,4.8,60,202,0.4,5.708
2021-01-05,14,7.1,16,6.0,15,95,3.4,55.0,51,84,3.4,56,53,80,2.1,40,53,2.1,55,54,51,87,15,56.0,6.0,5.0,64,243,0.4,15,63,6.1,5.0,71,252,0.4,16,52.0,6.0,5.0,59,201,0.4,2.94499999999999
2021-01-05,16,7.1,16,6.0,15,87,3.4,55.0,51,79,3.4,56,53,79,2.2,38,53,2.2,55,54,52,76,15,56.0,6.0,5.0,64,243,0.4,15,63,6.1,5.0,71,252,0.4,16,52.0,6.0,5.0,59,201,0.4,1.02100000000002
2021-01-05,18,6.9,16,6.0,15,81,3.4,56.0,53,80,3.4,56,52,80,2.2,38,53,2.2,55,54,52,78,15,56.0,6.0,4.9,63,243,0.4,15,63,6.0,5.2,71,253,0.4,15,52.0,6.0,5.0,59,202,0.4,2.35299999999999
2021-01-05,20,7.4,16,6.0,15,75,3.4,56.0,53,80,3.4,56,52,80,2.4,38,53,2.4,55,54,52,85,15,56.0,5.9,4.8,63,243,0.4,15,63,5.9,4.8,71,253,0.4,15,52.0,5.8,4.9,59,202,0.4,1.643
2021-01-05,22,7.2,16,6.4,15,73,3.4,56.0,54,81,3.4,56,54,81,2.3,37,53,2.3,55,54,52,88,15,56.0,6.0,5.1,64,244,0.4,15,62,5.9,5.0,71,253,0.4,15,53.0,5.9,5.0,61,204,0.4,1.87500000000001
2021-01-05,0,7.4,16,6.1,15,75,3.4,56.0,54,79,3.4,56,54,79,2.3,37,54,2.3,55,54,52,89,15,56.0,5.8,4.7,64,242,0.4,15,63,5.8,4.9,72,254,0.4,15,53.0,5.8,4.8,61,203,0.4,1.24500000000002
2021-01-06,2,6.9,16,6.1,15,73,3.4,56.0,54,80,3.4,56,54,78,2.4,38,54,2.4,55,54,52,86,15,56.0,6.0,4.9,64,246,0.4,15,62,6.1,5.0,71,255,0.4,15,53.0,6.0,5.0,60,204,0.4,0.929999999999986
2021-01-06,4,7.0,16,6.2,15,74,3.4,56.0,54,79,3.4,56,54,81,2.4,38,54,2.4,55,54,52,87,15,56.0,5.9,4.9,64,247,0.4,15,63,5.9,4.9,71,256,0.4,15,53.0,5.8,5.0,61,206,0.4,1.59819999999999
2021-01-06,6,7.1,16,6.1,15,75,3.4,55.0,54,80,3.4,56,54,80,2.3,37,54,2.3,55,54,52,84,15,57.0,5.8,4.9,64,247,0.4,15,63,5.8,4.9,71,256,0.4,15,53.0,5.7,4.9,60,206,0.4,1.75280000000001
2021-01-06,8,6.9,16,6.2,15,74,3.4,56.0,54,79,3.4,56,54,80,2.3,37,54,2.3,55,54,52,84,15,5.6,6.0,4.9,64,248,0.4,15,63,5.8,4.9,71,257,0.4,15,53.0,5.8,4.9,61,207,0.4,2.626
2021-01-06,10,7.3,16,6.2,16,77,3.4,56.0,53,79,3.4,56,54,79,2.3,36,53,2.3,55,54,52,85,15,57.0,5.7,4.8,64,249,0.4,15,63,5.8,4.8,71,258,0.4,16,54.0,6.1,5.1,61,208,0.4,0.0899999999999928
2021-01-06,12,6.7,16,6.2,16,71,3.4,56.0,53,81,3.4,56,53,78,2.4,49,49,2.4,53,51,52,85,15,57.0,5.6,4.7,64,249,0.4,15,63,5.6,4.8,71,258,0.4,16,54.0,5.6,4.6,61,208,0.4,0.370000000000012
2021-01-06,14,7.3,16,6.0,16,83,3.4,56.0,50,80,3.4,56,51,79,2.0,49,50,2.0,52,50,52,78,16,58.0,6.0,5.0,64,249,0.4,16,63,6.0,5.0,71,258,0.4,16,54.0,6.0,4.9,61,208,0.4,0.896000000000004
2021-01-06,16,6.7,16,6.4,16,70,3.4,56.0,52,79,3.4,56,52,78,2.3,48,50,2.3,51,51,52,87,16,58.0,5.5,4.5,64,249,0.4,16,63,5.5,4.7,71,258,0.4,16,54.0,5.5,4.7,61,208,0.4,5.23599999999998
2021-01-06,18,6.6,16,5.9,16,76,3.4,56.0,55,81,3.4,56,55,79,2.4,48,51,2.4,51,51,52,92,16,56.0,5.7,4.7,64,246,0.4,16,56,5.8,4.8,64,246,0.4,16,53.0,5.7,4.9,60,205,0.4,2.39300000000001
2021-01-06,20,6.6,16,5.9,16,76,3.4,56.0,55,81,3.4,56,55,79,2.4,48,51,2.4,51,51,52,88,16,56.0,5.7,4.7,64,246,0.4,16,56,5.8,4.8,64,246,0.4,16,53.0,5.7,4.9,60,205,0.4,0.840000000000003
2021-01-06,22,7.0,16,6.2,16,78,3.4,56.0,54,81,3.4,56,54,79,2.3,47,51,2.3,50,51,52,80,16,57.0,5.8,4.9,64,247,0.4,16,63,5.8,4.8,71,257,0.4,16,53.0,5.8,4.8,61,206,0.4,1.43
2021-01-06,0,6.9,16,6.0,16,80,3.4,56.0,53,80,3.4,56,53,81,2.2,48,51,2.2,50,51,52,84,15,57.0,5.7,4.8,64,248,0.4,16,63,5.9,4.8,72,257,0.4,15,54.0,5.9,4.9,61,207,0.4,1.099
2021-01-06,2,7.3,16,6.2,16,78,3.4,56.0,53,79,3.4,56,53,80,2.3,48,51,2.3,51,51,52,87,16,56.0,5.9,5.0,64,247,0.4,16,63,5.8,4.9,71,257,0.4,16,53.0,5.8,4.8,61,206,0.4,1.89999999999999
2021-01-06,4,7.1,16,6.1,16,77,3.4,56.0,53,79,3.4,56,53,80,2.3,49,51,2.3,50,51,52,85,16,57.0,5.9,4.9,64,247,0.4,16,63,5.9,4.9,71,255,0.4,16,53.0,5.9,4.9,61,205,0.4,1.492
2021-01-06,6,7.2,16,6.0,16,76,3.4,55.0,53,80,3.4,55,53,79,2.3,48,51,2.3,51,51,52,89,16,56.0,5.8,4.8,64,246,0.4,16,62,6.0,4.9,71,255,0.4,16,53.0,5.9,5.0,60,205,0.4,1.40300000000001
2021-01-06,8,7.3,16,6.2,16,75,3.4,56.0,53,80,3.4,56,53,81,2.2,48,51,2.2,50,51,52,84,16,57.0,6.1,5.0,64,247,0.4,16,62,6.1,5.1,71,256,0.4,16,53.0,6.0,5.0,60,205,0.4,0.882000000000005
2021-01-06,10,6.8,16,6.1,16,74,3.4,56.0,53,80,3.4,56,53,79,2.4,49,50,2.4,49,51,51,90,16,57.0,5.9,5.0,64,246,0.4,16,62,5.7,4.9,71,255,0.4,16,53.0,5.7,4.8,60,204,0.4,3.26599999999999
2021-01-06,12,7.1,16,6.1,16,79,3.4,56.0,53,79,3.4,56,53,79,2.3,48,51,2.3,50,51,52,86,16,57.0,5.7,4.8,64,246,0.4,16,62,5.9,5.0,71,255,0.4,16,53.0,5.9,5.0,60,204,0.4,1.09000000000001
2021-01-06,14,6.9,16,6.0,16,73,3.4,56.0,50,80,3.4,56,50,79,2.3,49,49,2.3,53,50,52,85,16,57.0,5.8,4.8,64,246,0.4,16,62,5.8,4.8,71,253,0.4,16,53.0,6.1,5.1,60,201,0.4,1.17099999999999
2021-01-06,16,7.5,16,5.8,16,84,3.4,56.0,54,80,3.4,56,54,77,2.4,49,50,2.4,53,50,52,90,16,57.0,5.8,4.6,64,244,0.4,15,62,5.9,4.8,71,253,0.4,16,53.0,5.8,4.8,60,201,0.4,0.650999999999996
2021-01-06,18,6.9,16,6.3,16,81,3.4,56.0,52,80,3.4,56,51,81,2.2,46,52,2.2,54,52,52,77,16,57.0,5.5,5.6,64,243,0.4,16,63,5.3,4.5,71,254,0.4,16,54.0,5.3,4.6,61,202,0.4,1.474
2021-01-06,20,6.7,16,5.9,16,76,3.4,56.0,52,80,3.4,56,53,79,2.2,48,51,2.2,53,51,52,88,16,57.0,5.9,4.8,64,243,0.4,16,63,5.9,4.8,71,254,0.4,16,54.0,5.7,4.7,60,202,0.4,0.987
2021-01-06,22,6.9,16,5.9,16,76,3.4,56.0,52,80,3.4,56,52,79,2.2,47,51,2.2,51,51,52,87,16,57.0,5.6,4.6,64,243,0.4,15,63,5.8,4.7,71,252,0.4,16,54.0,5.8,4.9,61,202,0.4,0.446000000000005
2021-01-06,0,7.0,16,6.1,16,72,3.4,56.0,52,80,3.4,56,52,81,2.3,47,51,2.3,51,51,52,85,16,56.0,5.7,4.8,64,244,0.4,16,62,5.7,4.8,72,253,0.4,16,53.0,5.6,4.9,60,202,0.4,1.77799999999998
2021-01-07,2,7.1,16,6.0,16,75,3.4,56.0,52,79,3.4,56,52,79,2.4,47,51,2.4,52,51,52,88,16,57.0,5.8,4.7,64,243,0.4,16,62,5.8,4.9,71,253,0.4,16,53.0,5.8,4.9,61,201,0.4,2.03699999999999
2021-01-07,4,7.2,16,6.0,16,77,3.4,56.0,52,80,3.4,56,52,80,2.3,48,51,2.3,52,51,52,79,16,57.0,5.7,4.8,64,243,0.4,16,63,5.7,4.8,71,253,0.4,16,53.0,5.7,4.7,61,202,0.4,1.87200000000001
2021-01-07,6,7.0,16,5.9,16,76,3.4,56.0,52,80,3.4,56,52,80,2.3,49,51,2.3,52,51,52,84,16,56.0,6.0,5.0,64,243,0.4,16,62,5.9,5.0,72,252,0.4,16,53.0,5.9,5.0,61,202,0.4,0.474999999999991
2021-01-07,8,6.9,16,6.0,16,75,3.4,56.0,52,81,3.4,56,52,79,2.3,47,51,2.3,52,51,52,89,16,57.0,5.8,4.9,64,242,0.4,16,63,5.8,4.8,72,252,0.4,16,54.0,5.7,4.9,61,202,0.4,1.71500000000001
2021-01-07,10,6.9,16,6.0,16,75,3.4,56.0,52,81,3.4,56,52,79,2.4,47,51,2.4,52,51,53,82,16,57.0,5.8,4.9,64,242,0.4,16,63,5.8,4.8,72,252,0.4,16,54.0,5.7,4.9,61,202,0.4,0.380999999999991
2021-01-07,12,6.8,16,6.0,16,75,3.4,56.0,52,81,3.4,56,52,79,2.3,47,51,2.3,52,51,53,83,16,57.0,5.8,4.9,64,242,0.4,16,63,5.8,4.8,72,252,0.4,16,54.0,5.7,4.9,61,202,0.4,1.39400000000001
2021-01-07,14,6.8,16,6.0,16,75,3.4,56.0,52,81,3.4,56,52,79,2.3,47,51,2.3,52,51,53,80,16,58.0,5.8,4.9,65,242,0.4,16,63,5.8,4.8,72,252,0.4,16,54.0,5.7,4.9,61,202,0.4,1.14699999999998
2021-01-07,16,6.8,16,6.0,16,75,3.4,56.0,52,81,3.4,56,52,79,2.3,47,51,2.3,52,51,53,83,16,58.0,5.8,4.9,65,242,0.4,16,63,5.8,4.8,72,252,0.4,16,54.0,5.7,4.9,61,202,0.4,0.870000000000012
2021-01-07,18,6.8,16,6.0,16,75,3.4,56.0,52,81,3.4,56,52,79,2.3,47,51,2.3,52,51,53,84,16,58.0,5.8,4.9,65,242,0.4,16,63,5.8,4.8,72,252,0.4,16,54.0,5.7,4.9,61,202,0.4,1.81699999999999
2021-01-07,20,6.8,16,6.0,16,75,3.4,56.0,52,81,3.4,56,52,79,2.3,47,51,2.3,52,51,53,80,16,58.0,5.8,4.9,65,242,0.4,16,64,5.8,4.8,72,252,0.4,16,54.0,5.7,4.9,61,202,0.4,1.32600000000001
2021-01-07,22,6.9,16,6.0,16,75,3.4,56.0,52,80,3.4,56,52,79,2.3,49,51,2.3,52,51,52,79,16,57.0,5.8,4.9,65,242,0.4,16,63,5.7,4.9,72,252,0.4,16,54.0,5.7,4.9,61,203,0.4,1.08600000000001
2021-01-07,0,7.0,16,6.1,16,74,3.4,57.0,52,80,3.4,57,52,80,2.3,49,51,2.3,52,51,52,85,16,57.0,5.9,4.9,64,242,0.4,16,63,5.9,5.0,72,252,0.4,16,54.0,5.8,4.9,61,202,0.4,1.50499999999999
2021-01-09,2,6.9,16,6.1,16,73,3.4,57.0,52,79,3.4,57,52,80,2.4,49,51,2.4,53,51,52,88,16,57.0,5.7,4.7,65,241,0.4,16,63,5.7,4.8,71,252,0.4,16,54.0,5.7,4.8,61,202,0.4,1.078
2021-01-09,4,7.0,16,6.2,16,75,3.4,56.0,52,79,3.4,56,52,79,2.3,49,51,2.3,52,51,53,79,16,57.0,5.9,4.9,64,241,0.4,16,63,5.9,5.0,71,251,0.4,16,54.0,5.9,5.0,61,201,0.4,1.21
2021-01-09,6,7.0,16,6.2,16,74,3.4,57.0,52,80,3.4,57,52,80,2.3,48,51,2.3,53,51,52,85,16,57.0,5.7,4.7,65,240,0.4,16,63,5.7,4.8,72,251,0.4,16,54.0,5.8,4.9,61,200,0.4,1.875
2021-01-09,8,7.0,16,6.2,16,73,3.4,57.0,52,80,3.4,57,52,81,2.3,48,51,2.3,53,51,53,88,16,57.0,6.0,5.0,65,239,0.4,16,63,6.0,5.1,72,250,0.4,16,53.0,5.8,5.0,61,200,0.4,0.352000000000004
2021-01-09,10,7.0,16,6.2,16,73,3.4,57.0,52,80,3.4,57,52,81,2.3,48,51,2.3,53,51,53,80,16,57.0,6.0,5.0,65,239,0.4,16,63,6.0,5.1,72,250,0.4,16,53.0,5.8,5.0,61,200,0.4,1.25099999999999
2021-01-09,12,7.0,17,6.2,16,78,3.4,56.0,52,80,3.4,56,53,78,2.4,49,51,2.4,53,51,53,90,16,57.0,5.9,4.8,65,239,0.4,16,63,5.9,4.8,72,250,0.4,16,53.0,5.9,4.8,60,250,0.4,1.849
2021-01-09,14,7.0,17,6.2,16,78,3.4,56.0,52,80,3.4,56,53,78,2.4,49,51,2.4,53,51,53,88,16,57.0,5.9,4.8,65,239,0.4,16,63,5.9,4.8,72,250,0.4,16,53.0,5.9,4.8,60,250,0.4,2.04900000000001
2021-01-09,16,7.0,17,6.2,16,78,3.4,56.0,52,80,3.4,56,53,78,2.4,49,51,2.4,53,51,53,86,16,57.0,5.9,4.8,65,239,0.4,16,63,5.9,4.8,72,250,0.4,16,53.0,5.9,4.8,60,250,0.4,1.381
2021-01-09,18,7.0,17,6.2,16,78,3.4,56.0,52,80,3.4,56,53,78,2.4,49,51,2.4,53,51,53,87,16,57.0,5.9,4.8,65,239,0.4,16,63,5.9,4.8,72,250,0.4,16,53.0,5.9,4.8,60,250,0.4,0.622
2021-01-09,20,7.0,17,6.2,16,78,3.4,56.0,52,80,3.4,56,53,78,2.4,49,51,2.4,53,51,53,82,16,57.0,5.9,4.8,65,239,0.4,16,63,5.9,4.8,72,250,0.4,16,53.0,5.9,4.8,60,250,0.4,1.52699999999999
