Date,BlockP,BlockT,C1P,C1T,C1L,C21P,C21T,C21interfacial_L,С21petrol_L,С22P,С22T,С22interfacial_L,С22petrol_L,OH11P,OH11T,OH11interfacial_L,OH12P,OH12T,OH12interfacial_L,C3T,C3L,P1Tinput,P1Toutput,P1Pinput,P1Poutput,P1Тcoolant,P1Tgases,P1Рburner,P2Tinput,P2Toutput,P2Pinput,P2Poutput,P2Tcoolant,P2Tgases,P2Pburner,P3Tinput,P3Toutput,P3Pinput,P3Poutput,P3Tcoolant,P3Tgases,P3Pburner,Water
2021-05-16 02:00:00,6.6,15.0,5.8,15.0,63.0,2.4,46.0,53.0,76.0,2.4,45.0,52.0,79.0,1.4,40.0,51.0,1.5,43.0,53.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.2,3.6,53.0,167.0,0.4,16.0,45.0,5.2,3.7,54.0,167.0,0.4,0.567177
2021-05-16 04:00:00,6.3,15.0,5.9,15.0,65.0,2.4,46.0,51.0,75.0,2.4,45.0,52.0,75.0,1.5,40.0,51.0,1.5,43.0,53.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,4.6,3.4,54.0,187.0,0.4,16.0,47.0,4.8,3.4,55.0,133.0,0.4,0.571761
2021-05-16 06:00:00,6.7,15.0,5.7,15.0,66.0,2.4,46.0,51.0,75.0,2.4,45.0,52.0,75.0,1.5,40.0,51.0,1.5,43.0,53.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,4.6,3.4,56.0,187.0,0.4,16.0,45.0,4.8,3.4,54.0,133.0,0.4,0.572904
2021-05-16 08:00:00,6.6,15.0,6.1,15.0,62.0,2.4,45.0,52.0,75.0,2.4,45.0,51.0,72.0,1.5,40.0,52.0,1.5,43.0,53.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,4.6,3.4,54.0,187.0,0.4,16.0,47.0,4.8,3.4,57.0,133.0,0.4,0.558774
2021-05-16 10:00:00,6.5,15.0,5.9,15.0,63.0,2.4,46.0,52.0,77.0,2.4,45.0,52.0,73.0,1.6,41.0,51.0,1.6,44.0,53.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,4.5,3.4,55.0,223.0,0.4,16.0,49.0,4.5,3.4,57.0,153.0,0.4,0.572628
2021-05-16 12:00:00,6.6,15.0,5.8,15.0,65.0,2.4,46.0,52.0,74.0,2.4,45.0,52.0,75.0,1.5,42.0,51.0,1.5,44.0,53.0,40.0,7.0,15.0,50.0,4.6,3.4,55.0,238.0,0.4,14.0,48.0,4.6,3.4,57.0,223.0,0.4,16.0,46.0,4.6,3.4,54.0,153.0,0.4,0.562713
2021-05-16 14:00:00,6.4,15.0,5.8,15.0,62.0,2.4,46.0,52.0,75.0,2.4,46.0,52.0,76.0,1.4,43.0,52.0,1.4,44.0,53.0,41.0,7.0,15.0,50.0,4.7,3.4,55.0,238.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,50.0,4.7,3.4,57.0,153.0,0.4,0.562905
2021-05-16 16:00:00,6.4,15.0,5.8,15.0,65.0,2.4,46.0,52.0,74.0,2.4,46.0,51.0,74.0,1.5,43.0,52.0,1.5,44.0,53.0,40.0,7.0,15.0,45.0,4.7,3.4,50.0,238.0,0.4,14.0,41.0,4.7,3.4,50.0,205.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568341
2021-05-16 18:00:00,6.6,15.0,5.8,15.0,64.0,2.4,44.0,51.0,76.0,2.4,44.0,53.0,74.0,1.5,42.0,52.0,1.5,44.0,53.0,40.0,7.0,15.0,44.0,4.8,3.6,54.0,236.0,0.4,15.0,40.0,4.8,3.6,50.0,193.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574026
2021-05-16 20:00:00,6.5,15.0,5.7,15.0,66.0,2.4,44.0,51.0,76.0,2.4,44.0,52.0,74.0,1.4,42.0,52.0,1.4,43.0,53.0,40.0,7.0,15.0,44.0,4.8,3.6,54.0,236.0,0.4,15.0,40.0,4.8,3.6,50.0,193.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563238
2021-05-16 22:00:00,6.6,15.0,5.6,15.0,65.0,2.4,44.0,51.0,76.0,2.4,44.0,52.0,74.0,1.4,42.0,52.0,1.4,43.0,53.0,37.0,7.0,15.0,47.0,4.8,3.6,54.0,236.0,0.4,15.0,44.0,4.8,3.6,54.0,193.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57228
2021-05-17 00:00:00,6.4,15.0,5.9,15.0,68.0,2.3916666666666666,44.0,51.0,73.0,2.4,43.0,51.0,71.0,1.4,39.0,53.0,1.4,43.0,53.166666666666664,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,4.5,3.2,50.0,233.0,0.4,15.0,45.0,4.8,3.3,52.0,103.0,0.4,0.91607
2021-05-17 02:00:00,6.4,15.0,5.7,15.0,63.0,2.4,44.0,51.0,76.0,2.4,44.0,52.0,74.0,1.4,42.0,52.0,1.4,43.0,53.0,37.0,7.0,15.0,46.0,4.8,3.6,53.0,236.0,0.4,15.0,43.0,4.8,3.6,52.0,193.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933645
2021-05-17 04:00:00,6.5,15.0,6.0,15.0,65.0,2.4,45.0,53.0,75.0,2.4,45.0,52.0,74.0,1.4,39.0,53.0,2.3642857142857143,43.0,52.785714285714285,35.0,7.0,14.0,48.0,4.7,3.2,54.0,226.0,0.4,14.0,43.0,4.8,3.4,52.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94992
2021-05-17 06:00:00,6.5,15.0,5.6,15.0,64.0,2.4,45.0,53.0,75.0,2.4,45.0,52.0,74.0,1.4,39.0,53.0,14.0,43.0,48.0,35.0,7.0,14.0,48.0,4.7,3.2,54.0,226.0,0.4,14.0,43.0,4.8,3.4,52.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92983
2021-05-17 08:00:00,6.4,15.0,5.6,15.0,64.0,2.4,45.0,53.0,75.0,2.4,45.0,52.0,74.0,1.4,39.0,53.0,14.0,43.0,48.0,36.0,7.0,14.0,49.0,4.7,3.2,56.0,226.0,0.4,14.0,46.0,4.8,3.4,55.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94252
2021-05-17 10:00:00,6.4,15.0,5.6,15.0,64.0,2.4,45.0,53.0,75.0,2.4,45.0,52.0,74.0,1.4,39.0,53.0,14.0,43.0,48.0,36.0,7.0,14.0,49.0,4.7,3.2,56.0,226.0,0.4,14.0,46.0,4.8,3.4,55.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94473
2021-05-17 12:00:00,6.4,15.0,5.5,15.0,66.0,2.4,45.0,52.0,76.0,2.4,44.0,52.0,72.0,1.3,41.0,50.0,1.3,43.0,52.0,39.0,7.0,15.0,46.0,5.5,4.0,53.0,226.0,0.4,15.0,44.0,5.5,4.0,53.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937575
2021-05-17 14:00:00,6.6,15.0,6.0,15.0,64.0,2.4,45.0,51.0,75.0,2.4,44.0,52.0,74.0,1.4,42.0,50.0,1.4,43.0,52.0,39.0,7.0,15.0,43.0,4.5,3.3,51.0,226.0,0.4,14.0,44.0,4.5,3.3,52.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937275
2021-05-17 16:00:00,6.5,15.0,5.9,15.0,65.0,2.4,45.0,51.0,75.0,2.4,44.0,52.0,74.0,1.4,42.0,50.0,1.4,43.0,52.0,39.0,7.0,15.0,44.0,5.4,3.8,52.0,226.0,0.4,15.0,41.0,5.4,3.8,51.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936495
2021-05-17 18:00:00,6.5,15.047619047619047,5.7,15.0,67.0,2.4,44.0,52.0,73.0,2.4,44.0,52.0,73.0,1.4,42.0,51.0,1.4,43.0,52.0,39.0,7.0,15.0,45.0,4.8,3.4,53.0,226.0,0.4,15.0,44.0,4.8,3.4,53.0,113.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94933
2021-05-17 20:00:00,6.5,15.0,5.6,15.0,67.0,2.4,43.0,51.0,75.0,2.4,43.0,52.0,75.0,1.4,41.0,51.0,1.4,42.0,51.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,4.8,3.4,53.0,113.0,0.4,15.0,46.0,4.8,3.4,54.0,244.0,0.4,0.92979
2021-05-17 22:00:00,6.6,15.0,5.5,15.0,64.0,2.4,43.0,51.0,75.0,2.4,43.0,52.0,75.0,1.4,41.0,51.0,1.4,42.0,51.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,46.0,4.8,3.4,54.0,113.0,0.4,15.0,44.0,4.8,3.4,52.0,221.0,0.4,0.91728
2021-05-18 00:00:00,6.5,15.0,5.4,15.0,66.0,2.4,44.0,52.0,74.0,2.408333333333333,43.0,51.0,76.0,1.3,40.0,51.0,1.3,41.0,51.0,36.0,7.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,48.0,4.6,3.5,56.0,267.0,0.4,16.0,47.0,4.6,3.4,55.0,222.0,0.4,0.73746
2021-05-18 02:00:00,6.5,15.0,5.5,15.0,69.0,2.3,44.0,51.0,73.0,2.4,43.0,51.0,71.0,1.4,39.0,53.0,1.4,43.0,55.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,4.5,3.2,51.0,212.0,0.4,15.0,46.0,4.8,3.3,53.0,217.0,0.4,0.73732
2021-05-18 04:00:00,6.484615384615385,15.0,5.7,15.0,63.0,2.4,43.0,51.0,75.0,2.4,43.0,51.0,76.0,1.3,39.0,50.0,1.3,41.0,53.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,4.8,3.6,55.0,162.0,0.4,15.0,45.0,4.8,3.5,53.0,278.0,0.4,0.733084
2021-05-18 06:00:00,6.4,15.0,5.6,15.0,66.0,2.4,43.0,51.0,75.0,2.4,43.0,51.0,76.0,1.3,39.0,50.0,1.3,41.0,53.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,4.8,3.5,51.0,162.0,0.4,15.0,45.0,4.8,3.5,53.0,278.0,0.4,0.73888
2021-05-18 08:00:00,6.3,15.0,5.7,15.0,60.0,2.4,43.0,51.0,75.0,2.4,43.0,51.0,76.0,1.3,39.0,50.0,1.3,41.0,53.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,4.8,3.5,52.0,162.0,0.4,15.0,44.0,4.8,3.5,52.0,278.0,0.4,0.716356
2021-05-18 10:00:00,6.2,15.0,5.5,15.0,65.0,2.4,43.0,52.0,75.0,2.4,43.0,52.0,74.0,1.3,40.0,51.0,1.3,42.0,52.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,4.6,3.4,51.0,112.0,0.4,16.0,44.0,4.6,3.4,52.0,172.0,0.4,0.736588
2021-05-18 12:00:00,6.5,15.0,5.7,15.0,64.0,2.4,43.0,52.0,72.0,2.4,43.0,52.0,73.0,1.5,41.0,51.0,1.5,42.0,52.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,4.4,3.3,55.0,112.0,0.4,16.0,44.0,4.4,3.3,52.0,172.0,0.4,0.72646
2021-05-18 14:00:00,6.3,15.064516129032258,5.7,15.0,65.0,2.4064516129032256,44.0,52.0,76.0,2.4161290322580644,43.0,52.0,73.0,1.4,41.0,51.0,1.4,42.0,52.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,4.4,3.3,55.0,112.0,0.4,16.0,44.0,4.4,3.3,52.0,172.0,0.4,0.723248
2021-05-18 16:00:00,6.3,15.09375,5.7,15.0,65.0,2.415625,44.0,52.0,76.0,2.425,43.0,52.0,73.0,1.4,41.0,51.0,1.4,42.0,52.0,39.0,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,4.4,3.3,55.0,112.0,0.4,16.0,44.0,4.4,3.3,52.0,172.0,0.4,0.759196
2021-05-18 18:00:00,6.2,15.0,5.6,15.0,65.0,2.6,43.0,52.0,75.0,2.6,43.0,51.0,74.0,1.2,41.0,51.0,1.2,42.0,51.0,37.0,7.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,5.0,3.8,54.0,112.0,0.4,16.0,46.0,5.0,3.8,54.0,172.0,0.4,0.73994
2021-05-18 20:00:00,6.2,15.0,5.6,15.0,65.0,2.6,43.0,52.0,75.0,2.6,43.0,51.0,74.0,1.2,41.0,51.0,1.2,42.0,51.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,5.0,3.8,54.0,112.0,0.4,16.0,46.0,5.0,3.8,54.0,172.0,0.4,0.747816
2021-05-18 22:00:00,6.1,15.0,5.7,15.0,69.0,2.5,42.0,52.0,74.0,2.6,42.0,51.0,76.0,1.1,40.0,51.0,1.2,41.0,51.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,4.6,3.5,51.0,267.0,0.4,16.0,46.0,4.6,3.4,53.0,222.0,0.4,0.73384
2021-05-19 00:00:00,6.5,15.0,5.7,15.0,64.0,2.6,42.0,52.0,76.0,2.6,42.0,51.0,77.0,1.2,39.0,51.0,1.2,40.0,51.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,3.9,3.3,50.0,140.0,0.4,16.0,41.0,3.9,3.1,50.0,229.0,0.4,0.553314
2021-05-19 02:00:00,6.6,15.0,6.0,15.0,66.0,2.5,44.0,51.0,74.0,2.6,44.0,51.0,76.0,1.1,39.0,51.0,1.2,42.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,5.1,3.6,56.0,251.0,0.4,16.0,44.0,5.1,3.6,53.0,220.0,0.4,0.563517
2021-05-19 04:00:00,6.5,15.0,5.6,15.0,65.0,2.6,44.0,51.0,75.0,2.6,44.0,51.0,76.0,1.1,39.0,51.0,1.1,42.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,4.8,3.6,54.0,162.0,0.4,15.0,44.0,4.8,3.6,52.0,278.0,0.4,0.559581
2021-05-19 06:00:00,6.4,15.0,5.9,15.0,64.0,2.6,44.0,52.0,74.0,2.6,44.0,52.0,75.0,1.2,39.0,51.0,1.3,42.0,51.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,5.3,3.8,56.0,145.0,0.4,16.0,45.0,5.5,3.9,54.0,233.0,0.4,0.551928
2021-05-19 08:00:00,6.5,15.0,5.8,15.0,64.0,2.6,44.0,52.0,74.0,2.6,44.0,52.0,75.0,1.3,39.0,51.0,1.3,42.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,5.1,3.8,54.0,145.0,0.4,16.0,48.0,5.1,3.8,56.0,233.0,0.4,0.550866
2021-05-19 10:00:00,6.2,15.0,5.5,15.0,64.0,2.5,43.0,52.0,74.0,2.5,42.0,52.0,75.0,1.3512195121951218,39.0,51.0,0.9,41.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,5.1,3.8,53.0,145.0,0.4,16.0,42.0,5.1,3.8,52.0,233.0,0.4,0.565536
2021-05-19 12:00:00,6.3,15.0,5.6,15.0,64.0,2.6,42.0,52.0,74.0,2.6,42.0,52.0,75.0,1.2,39.0,51.0,1.2,41.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.1,3.8,54.0,145.0,0.4,16.0,46.0,5.1,3.8,54.0,233.0,0.4,0.560892
2021-05-19 14:00:00,6.5,15.0,5.7,15.0,64.0,2.6,42.0,52.0,74.0,2.6,42.0,52.0,75.0,1.2,39.0,51.0,1.2,41.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.1,3.8,54.0,145.0,0.4,16.0,46.0,5.1,3.8,54.0,233.0,0.4,0.554619
2021-05-19 16:00:00,6.3,15.0,5.6,15.0,64.0,2.6,41.0,52.0,74.0,2.6,41.0,52.0,75.0,1.2,39.0,51.0,1.2,40.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,5.1,3.8,53.0,145.0,0.4,16.0,46.0,5.1,3.8,54.0,233.0,0.4,0.536526
2021-05-19 18:00:00,6.3,15.0,5.6,15.0,64.0,2.6,41.0,52.0,74.0,2.6,41.0,52.0,75.0,1.2,39.0,51.0,1.2,40.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,5.1,3.8,53.0,145.0,0.4,16.0,46.0,5.1,3.8,54.0,233.0,0.4,0.579228
2021-05-19 20:00:00,6.6,15.0,5.7,15.0,64.0,2.6,43.0,52.0,74.0,2.6,42.0,52.0,75.0,1.2,39.0,51.0,1.2,40.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.1,3.8,52.0,145.0,0.4,16.0,46.0,5.1,3.8,54.0,233.0,0.4,0.547632
2021-05-19 22:00:00,6.4,15.0,6.0,15.0,61.0,2.6,42.0,52.0,76.0,2.6,42.0,51.0,77.0,1.2,39.0,51.0,1.3,40.0,51.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,3.9,3.3,54.0,140.0,0.4,16.0,47.0,3.9,3.1,54.0,229.0,0.4,0.562176
2021-05-20 00:00:00,6.5,15.0,5.8,15.0,66.0,2.5,42.0,52.0,74.0,2.5,42.0,51.0,75.0,1.1,38.0,51.0,1.2,40.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,4.2,3.3,52.0,104.0,0.4,16.0,46.0,4.3,3.1,54.0,100.0,0.4,0.736548
2021-05-20 02:00:00,6.4,15.0,5.9,15.0,60.0,2.6,42.0,52.0,76.0,2.6,42.0,52.0,74.0,1.2,38.0,51.0,1.3,40.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.1,3.8,52.0,277.0,0.4,16.0,44.0,4.9,3.6,53.0,116.0,0.4,0.771244
2021-05-20 04:00:00,6.5,15.0,5.6,15.0,67.0,2.6,44.0,51.0,75.0,2.6,43.0,51.0,76.0,1.1,39.0,51.0,1.1,41.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,48.0,4.8,3.6,57.0,162.0,0.4,15.0,46.0,4.8,3.6,53.0,278.0,0.4,0.724340000000001
2021-05-20 06:00:00,6.6,15.0,5.8,15.0,63.0,2.6,44.0,52.0,74.0,2.6,44.0,53.0,74.0,1.3,38.0,51.0,1.3,41.0,51.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,51.0,4.3,3.3,57.0,221.0,0.4,16.0,50.0,4.5,3.3,56.0,194.0,0.4,0.72906
2021-05-20 08:00:00,6.4,15.0,5.7,15.0,66.0,2.6,44.0,52.0,74.0,2.6,44.0,53.0,74.0,1.1,38.0,51.0,1.1,41.0,51.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,5.0,3.6,53.0,221.0,0.4,16.0,48.0,5.0,3.6,56.0,194.0,0.4,0.737424
2021-05-20 10:00:00,6.2,15.0,5.8,15.0,66.0,2.6,43.0,52.0,74.0,2.6,43.0,53.0,74.0,1.1,38.0,51.0,1.1,41.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,5.0,3.6,53.0,221.0,0.4,16.0,48.0,5.0,3.6,55.0,194.0,0.4,0.743112
2021-05-20 12:00:00,6.3,15.0,5.7,15.0,66.0,2.6,42.0,52.0,74.0,2.6,42.0,53.0,74.0,1.1,39.0,51.0,1.1,41.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,5.0,3.6,51.0,221.0,0.4,16.0,44.0,5.0,3.6,53.0,194.0,0.4,0.73356
2021-05-20 14:00:00,6.5,15.0,5.8,15.0,66.0,2.6,42.0,52.0,74.0,2.6,42.0,53.0,74.0,1.1,39.0,51.0,1.1,40.0,51.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,41.0,5.0,3.6,49.0,221.0,0.4,16.0,41.0,5.0,3.6,49.0,194.0,0.4,0.747072
2021-05-20 16:00:00,6.4,15.0,5.8,15.0,66.0,2.6,42.0,52.0,74.0,2.6,42.0,53.0,74.0,1.1,38.0,51.0,1.1,40.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.0,3.6,52.0,221.0,0.4,16.0,47.0,5.0,3.6,54.0,194.0,0.4,0.737244
2021-05-20 18:00:00,6.4,15.0,5.8,15.0,66.0,2.6,42.0,52.0,74.0,2.6,42.0,53.0,74.0,1.1,38.0,51.0,1.1,40.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.0,3.6,52.0,221.0,0.4,16.0,47.0,5.0,3.6,54.0,194.0,0.4,0.7179
2021-05-20 20:00:00,6.6,15.0,5.7,15.0,66.0,2.6,43.0,52.0,74.0,2.6,42.0,53.0,74.0,1.1,38.0,51.0,1.1,40.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,5.0,3.6,50.0,221.0,0.4,16.0,44.0,5.0,3.6,52.0,194.0,0.4,0.706372
2021-05-20 22:00:00,6.4,15.0,5.9,15.0,63.0,2.4,42.0,52.0,74.0,2.5,42.0,51.0,75.0,1.1,38.0,51.0,1.2,40.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,4.2,3.3,51.0,104.0,0.4,16.0,44.0,4.3,3.1,52.0,100.0,0.4,0.753796
2021-05-21 00:00:00,6.6,15.0,5.8,15.0,65.0,2.5,44.0,52.0,73.0,2.5,43.0,52.0,78.0,1.0,39.0,50.0,1.1,41.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,45.0,5.0,4.0,51.0,107.0,0.4,16.0,43.0,5.0,4.0,51.0,97.0,0.4,0.727428000000001
2021-05-21 02:00:00,6.6,15.0,5.9,15.0,63.0,2.5,44.0,52.0,75.0,2.6,43.0,53.0,75.0,1.2,37.0,51.0,1.2,41.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,4.5,3.5,52.0,256.0,0.4,16.0,43.0,4.5,3.4,52.0,198.0,0.4,0.74596
2021-05-21 04:00:00,6.4,15.0,5.8,15.0,65.0,2.6,44.0,51.0,75.0,2.6,43.0,51.0,76.0,1.1,38.0,51.0,1.1,41.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,4.8,3.6,53.0,162.0,0.4,15.0,44.0,4.8,3.6,52.0,278.0,0.4,0.739992
2021-05-21 06:00:00,6.5,15.0,5.7,15.0,63.0,2.6,44.0,51.0,75.0,2.6,43.0,51.0,76.0,1.1,38.0,51.0,1.1,41.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,4.8,3.6,54.0,162.0,0.4,15.0,47.0,4.8,3.6,56.0,278.0,0.4,0.733464
2021-05-21 08:00:00,6.5,15.0,5.8,15.0,67.0,2.5,44.0,52.0,74.0,2.5,43.0,51.0,76.0,1.1,38.0,51.0,1.2,42.0,51.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,5.0,3.6,54.0,120.0,0.4,16.0,47.0,5.0,3.6,55.0,120.0,0.4,0.749124
2021-05-21 10:00:00,6.5,15.0,5.7,15.0,67.0,2.5,44.0,52.0,75.0,2.5,42.0,52.0,74.0,1.3,39.0,52.0,1.3,41.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,4.5,3.4,53.0,120.0,0.4,16.0,48.0,4.6,3.4,56.0,120.0,0.4,0.73176
2021-05-21 12:00:00,6.6,15.0,6.0,15.0,67.0,2.5,44.0,52.0,76.0,2.5,43.0,52.0,74.0,1.2,39.0,52.0,1.2,42.0,51.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0,5.4,3.9,57.0,120.0,0.4,16.0,45.0,5.4,3.9,54.0,120.0,0.4,0.727528
2021-05-21 14:00:00,6.6,15.0,6.0,15.0,67.0,2.5,44.0,52.0,76.0,2.5,43.0,52.0,74.0,1.2,39.0,52.0,1.2,42.0,51.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0,5.4,3.9,57.0,120.0,0.4,16.0,45.0,5.4,3.9,54.0,120.0,0.4,0.742972000000001
2021-05-21 16:00:00,6.4,15.0,5.8,15.0,66.0,2.5,44.0,52.0,76.0,2.5,44.0,52.0,76.0,1.1,39.0,52.0,1.1,42.0,52.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,4.4,3.4,54.0,120.0,0.4,16.0,46.0,4.4,3.4,54.0,120.0,0.4,0.747732
2021-05-21 18:00:00,6.6,15.0,6.1,15.0,66.0,2.5,44.0,52.0,76.0,2.5,44.0,52.0,76.0,1.1,39.0,52.0,1.1,42.0,52.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,4.4,3.4,54.0,120.0,0.4,16.0,46.0,4.4,3.4,54.0,120.0,0.4,0.7532
2021-05-21 20:00:00,6.6,15.0,6.1,15.0,66.0,2.5,44.0,52.0,76.0,2.5,44.0,52.0,76.0,1.1,39.0,52.0,1.1,42.0,52.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,4.4,3.4,54.0,120.0,0.4,16.0,46.0,4.4,3.4,54.0,120.0,0.4,0.727116
2021-05-21 22:00:00,6.6,15.0,5.9,15.0,65.0,2.5,44.0,52.0,73.0,2.5,43.0,52.0,78.0,1.1,39.0,50.0,1.2,41.0,51.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,46.0,5.0,4.0,53.0,270.0,0.4,19.0,43.0,5.0,4.0,52.0,99.0,0.4,0.717864
2021-05-22 00:00:00,6.2,15.0,5.8,15.0,66.0,2.5,43.0,52.0,75.0,2.5,43.0,52.0,75.0,1.2,40.0,51.0,1.5,41.0,51.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,5.0,4.0,52.0,105.0,0.4,16.0,46.0,5.0,4.0,55.0,116.0,0.4,1.08738
2021-05-22 02:00:00,6.5,15.0,6.0,15.0,64.0,2.5,44.0,51.0,75.0,2.6,43.0,51.0,75.0,1.0,38.0,51.0,1.1,41.0,51.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,5.0,4.0,52.0,108.0,0.4,16.0,44.0,5.0,4.0,52.0,223.0,0.4,1.112238
