Год,Месяц,День,Час,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Вода с лагом (-1)
2021,8,6,6,5.9,17.0,5.8,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,44.0,3.8,3.0,48.0,101.0,0.4,28.0,47.0,4.0,3.2,51.0,117.0,0.4,0.478653
2021,8,6,8,5.9,17.0,5.8,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,44.0,3.8,3.0,48.0,101.0,0.4,28.0,47.0,4.0,3.2,51.0,117.0,0.4,0.524841
2021,8,6,10,5.8,17.0,5.5,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,49.0,101.0,0.4,28.0,44.0,4.0,3.2,48.0,117.0,0.4,0.49548
2021,8,6,12,6.0,17.0,5.8,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,51.0,101.0,0.4,28.0,45.0,4.0,3.2,51.0,117.0,0.4,0.464352
2021,8,6,14,5.7,17.0,5.5,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,50.0,101.0,0.4,28.0,45.0,4.0,3.2,50.0,117.0,0.4,0.507108
2021,8,6,16,5.8,17.0,5.6,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,93.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,50.0,101.0,0.4,28.0,45.0,4.0,3.2,50.0,117.0,0.4,0.477354
2021,8,6,18,6.0,17.0,5.8,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,45.0,3.8,3.0,49.0,101.0,0.4,28.0,45.0,4.0,3.2,50.0,117.0,0.4,0.500928
2021,8,6,20,5.7,17.0,5.6,17.0,63.0,2.4,45.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,49.0,3.8,3.0,52.0,101.0,0.4,28.0,44.0,4.0,3.2,48.0,117.0,0.4,0.597468
2021,8,6,22,5.7,17.0,5.5,17.0,63.0,2.4,45.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,50.0,101.0,0.4,28.0,43.0,4.0,3.2,48.0,117.0,0.4,0.523014
2021,8,6,24,5.7,17.0,5.5,17.0,63.0,2.4,45.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,50.0,101.0,0.4,28.0,43.0,4.0,3.2,48.0,117.0,0.4,0.564135
2021,8,7,2,5.7,17.0,5.5,17.0,63.0,2.4,45.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,50.0,101.0,0.4,28.0,43.0,4.0,3.2,48.0,117.0,0.4,0.571824
2021,8,7,4,5.7,17.0,5.5,17.0,63.0,2.4,45.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,50.0,101.0,0.4,28.0,43.0,4.0,3.2,48.0,117.0,0.4,0.564186
2021,8,7,6,5.7,17.0,5.5,17.0,63.0,2.4,45.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,46.0,3.8,3.0,50.0,101.0,0.4,28.0,43.0,4.0,3.2,48.0,117.0,0.4,0.4698
2021,8,7,8,5.8,17.0,5.6,17.0,63.0,2.4,44.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,38.0,54.0,0.7,40.0,54.0,33.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,49.0,3.8,3.0,53.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.4898799
2021,8,7,10,5.7,17.0,5.5,17.0,63.0,2.4,44.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,38.0,54.0,0.7,40.0,54.0,35.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,49.0,3.8,3.0,53.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.494785800000001
2021,8,7,12,5.8,17.0,5.6,17.0,63.0,2.4,44.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,38.0,54.0,0.7,40.0,54.0,35.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,53.0,101.0,0.4,28.0,45.0,4.0,3.2,51.0,117.0,0.4,0.4585761
2021,8,7,14,5.8,17.0,5.6,17.0,63.0,2.4,44.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,38.0,54.0,0.7,40.0,54.0,35.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,53.0,101.0,0.4,28.0,45.0,4.0,3.2,51.0,117.0,0.4,0.496584
2021,8,7,16,5.6,17.0,5.4,17.0,63.0,2.4,44.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,38.0,54.0,0.7,40.0,54.0,35.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,49.0,3.8,3.0,53.0,101.0,0.4,28.0,48.0,4.0,3.2,51.0,117.0,0.4,0.4983984
2021,8,7,18,5.8,17.0,5.4,17.0,63.0,2.4,44.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,38.0,54.0,0.7,40.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,51.0,101.0,0.4,28.0,46.0,4.0,3.2,52.0,117.0,0.4,0.4617783
2021,8,7,20,5.9,17.0,5.5,17.0,63.0,2.4,44.0,53.0,74.0,2.4,44.0,53.0,74.0,0.7,38.0,54.0,0.7,40.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,51.0,101.0,0.4,28.0,46.0,4.0,3.2,52.0,117.0,0.4,0.4967865
2021,8,7,22,5.7,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,41.0,54.0,0.7,44.0,54.0,38.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,50.0,3.8,3.0,56.0,101.0,0.4,28.0,48.0,4.0,3.2,54.0,117.0,0.4,0.490536
2021,8,7,24,5.8,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,41.0,54.0,0.7,44.0,54.0,38.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,50.0,3.8,3.0,56.0,101.0,0.4,28.0,48.0,4.0,3.2,54.0,117.0,0.4,0.5019084
2021,8,8,2,5.8,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,41.0,54.0,0.7,44.0,54.0,38.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,50.0,3.8,3.0,56.0,101.0,0.4,28.0,48.0,4.0,3.2,54.0,117.0,0.4,0.4812696
2021,8,8,4,5.9,17.0,5.5,17.0,63.0,2.4,47.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,41.0,54.0,0.7,43.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,53.0,101.0,0.4,28.0,44.0,4.0,3.2,50.0,117.0,0.4,0.4847364
2021,8,8,6,5.9,17.0,5.5,17.0,63.0,2.4,47.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,41.0,54.0,0.7,43.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,53.0,101.0,0.4,28.0,44.0,4.0,3.2,50.0,117.0,0.4,0.534918
2021,8,8,8,5.5,17.0,5.4,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,43.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,51.0,3.8,3.0,55.0,101.0,0.4,28.0,48.0,4.0,3.2,53.0,117.0,0.4,0.535833
2021,8,8,10,5.5,17.0,5.4,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,35.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,51.0,3.8,3.0,55.0,101.0,0.4,28.0,48.0,4.0,3.2,53.0,117.0,0.4,0.414666
2021,8,8,12,5.8,17.0,5.6,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,10.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,51.0,3.8,3.0,55.0,101.0,0.4,28.0,48.0,4.0,3.2,53.0,117.0,0.4,0.278937
2021,8,8,14,6.0,17.0,5.5,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,45.0,3.8,3.0,51.0,101.0,0.4,28.0,44.0,4.0,3.2,51.0,117.0,0.4,0.564498
2021,8,8,16,6.0,17.0,5.5,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,48.0,3.8,3.0,52.0,101.0,0.4,28.0,48.0,4.0,3.2,52.0,117.0,0.4,0.582939
2021,8,8,18,5.9,17.0,5.6,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,48.0,3.8,3.0,54.0,101.0,0.4,28.0,45.0,4.0,3.2,51.0,117.0,0.4,0.527307
2021,8,8,20,5.8,17.0,5.5,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,50.0,3.8,3.0,55.0,101.0,0.4,28.0,47.0,4.0,3.2,52.0,117.0,0.4,0.531303
2021,8,8,22,5.7,17.0,5.4,17.0,63.0,2.4,48.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,40.0,54.0,0.7,43.0,54.0,36.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,50.0,3.8,3.0,55.0,101.0,0.4,28.0,47.0,4.0,3.2,52.0,117.0,0.4,0.54993
2021,8,8,24,5.9,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,41.0,54.0,0.7,43.0,54.0,37.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,51.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.524748
2021,8,9,2,5.9,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,47.0,53.0,74.0,0.7,41.0,54.0,0.7,43.0,54.0,37.0,9.0,16.0,40.0,3.3,2.8,46.0,211.0,0.4,16.0,47.0,3.8,3.0,51.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.547086
2021,8,9,4,5.9,17.0,5.7,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,51.0,3.8,3.0,55.0,101.0,0.4,16.0,48.0,3.8,3.0,54.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.531501
2021,8,9,6,5.7,17.0,5.4,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,45.0,3.8,3.0,51.0,101.0,0.4,16.0,45.0,3.8,3.0,53.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.695992
2021,8,9,8,5.7,17.0,5.4,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,45.0,3.8,3.0,51.0,101.0,0.4,16.0,45.0,3.8,3.0,53.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.712532
2021,8,9,10,5.8,17.0,5.5,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,54.0,101.0,0.4,28.0,49.0,4.0,3.2,54.0,117.0,0.4,0.727096
2021,8,9,12,5.9,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,54.0,101.0,0.4,23.0,47.0,3.8,3.0,53.0,127.0,0.4,0.706292
2021,8,9,14,5.8,17.0,5.5,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,54.0,101.0,0.4,23.0,46.0,3.8,3.0,53.0,127.0,0.4,0.702536
2021,8,9,16,5.7,17.0,5.4,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,54.0,101.0,0.4,23.0,46.0,3.8,3.0,53.0,127.0,0.4,0.695992
2021,8,9,18,6.0,17.0,5.7,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,53.0,101.0,0.4,23.0,45.0,3.8,3.0,51.0,127.0,0.4,0.696588
2021,8,9,20,5.7,17.0,5.5,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,50.0,3.8,3.0,55.0,101.0,0.4,23.0,50.0,3.8,3.0,55.0,127.0,0.4,0.68732
2021,8,9,22,5.7,17.0,5.5,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,50.0,3.8,3.0,55.0,101.0,0.4,23.0,50.0,3.8,3.0,55.0,127.0,0.4,0.755688000000001
2021,8,9,24,5.7,17.0,5.5,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,37.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,48.0,3.8,3.0,47.0,101.0,0.4,23.0,49.0,3.8,3.0,55.0,127.0,0.4,0.7107
2021,8,10,2,5.7,17.0,5.5,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,49.0,3.8,3.0,53.0,101.0,0.4,23.0,46.0,3.8,3.0,52.0,127.0,0.4,0.701432
2021,8,10,4,5.9,17.0,5.7,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,48.0,3.8,3.0,54.0,101.0,0.4,27.0,46.0,3.7,3.0,51.0,127.0,0.4,0.714268
2021,8,10,6,5.9,17.0,5.7,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,48.0,3.8,3.0,54.0,101.0,0.4,27.0,46.0,3.7,3.0,51.0,127.0,0.4,0.3132972
2021,8,10,8,5.9,17.0,5.6,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,49.0,3.8,3.0,53.0,101.0,0.4,27.0,48.0,3.7,3.0,54.0,127.0,0.4,0.3177936
2021,8,10,10,5.8,17.0,5.6,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,48.0,3.8,3.0,54.0,101.0,0.4,27.0,46.0,3.7,3.0,51.0,127.0,0.4,0.3205206
2021,8,10,12,5.7,17.0,5.5,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,48.0,3.8,3.0,54.0,101.0,0.4,27.0,46.0,3.7,3.0,51.0,127.0,0.4,0.3123594
2021,8,10,14,6.0,17.0,5.7,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,54.0,101.0,0.4,27.0,47.0,3.7,3.0,51.0,127.0,0.4,0.3048444
2021,8,10,16,5.8,17.0,5.6,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,54.0,101.0,0.4,27.0,47.0,3.7,3.0,51.0,127.0,0.4,0.3172104
2021,8,10,18,5.9,17.0,5.5,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,48.0,3.8,3.0,54.0,101.0,0.4,27.0,47.0,3.7,3.0,51.0,127.0,0.4,0.3028158
2021,8,10,20,5.7,17.0,5.4,17.0,63.0,2.4,46.0,53.0,74.0,2.4,45.0,53.0,74.0,0.7,40.0,54.0,0.7,42.0,54.0,36.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,46.0,3.8,3.0,51.0,101.0,0.4,27.0,49.0,3.7,3.0,54.0,127.0,0.4,0.3031884
2021,8,10,22,5.8,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,42.0,38.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,52.0,101.0,0.4,27.0,45.0,3.7,3.0,52.0,127.0,0.4,0.3360222
2021,8,10,24,5.8,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,42.0,38.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,52.0,101.0,0.4,27.0,45.0,3.7,3.0,52.0,127.0,0.4,0.3044016
2021,8,11,2,5.8,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,42.0,38.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,52.0,101.0,0.4,27.0,45.0,3.7,3.0,52.0,127.0,0.4,0.3160188
2021,8,11,4,5.8,17.0,5.6,17.0,63.0,2.4,47.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,41.0,54.0,0.7,42.0,42.0,38.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,52.0,101.0,0.4,27.0,45.0,3.7,3.0,52.0,127.0,0.4,0.3107448
2021,8,11,6,5.7,17.0,5.6,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,42.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,51.0,101.0,0.4,27.0,46.0,3.7,3.0,52.0,127.0,0.4,4.811912
2021,8,11,8,5.8,17.0,5.6,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,45.0,3.8,3.0,51.0,101.0,0.4,27.0,48.0,3.7,3.0,55.0,127.0,0.4,4.776996
2021,8,11,10,5.7,17.0,5.5,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,45.0,3.8,3.0,51.0,101.0,0.4,27.0,48.0,3.7,3.0,55.0,127.0,0.4,5.011412
2021,8,11,12,6.0,17.0,5.4,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,51.0,101.0,0.4,27.0,51.0,3.7,3.0,55.0,127.0,0.4,4.819976
2021,8,11,14,5.9,17.0,5.6,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,51.0,101.0,0.4,27.0,51.0,3.7,3.0,55.0,127.0,0.4,4.73942
2021,8,11,16,5.7,17.0,5.5,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,49.0,3.8,3.0,52.0,101.0,0.4,27.0,48.0,3.7,3.0,52.0,127.0,0.4,4.830924
2021,8,11,18,5.9,17.0,5.6,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,49.0,3.8,3.0,52.0,101.0,0.4,27.0,48.0,3.7,3.0,52.0,127.0,0.4,5.014688
2021,8,11,20,5.7,17.0,5.5,17.0,63.0,2.4,46.0,53.0,74.0,2.4,46.0,53.0,74.0,0.7,40.0,54.0,0.7,41.0,54.0,35.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,45.0,3.8,3.0,50.0,101.0,0.4,27.0,46.0,3.7,3.0,51.0,127.0,0.4,4.8594
2021,8,11,22,5.7,17.0,5.5,17.0,63.0,2.4,43.0,53.0,74.0,2.4,43.0,53.0,74.0,0.7,39.0,54.0,0.7,40.0,54.0,34.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,46.0,3.8,3.0,51.0,101.0,0.4,27.0,43.0,3.7,3.0,48.0,127.0,0.4,4.968432
2021,8,11,24,5.7,17.0,5.5,17.0,63.0,2.4,43.0,53.0,74.0,2.4,43.0,53.0,74.0,0.7,39.0,54.0,0.7,40.0,54.0,34.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,46.0,3.8,3.0,51.0,101.0,0.4,27.0,43.0,3.7,3.0,48.0,127.0,0.4,4.804464
2021,8,12,2,5.7,17.0,5.5,17.0,63.0,2.4,43.0,53.0,74.0,2.4,43.0,53.0,74.0,0.7,39.0,54.0,0.7,40.0,54.0,34.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,46.0,3.8,3.0,51.0,101.0,0.4,27.0,43.0,3.7,3.0,48.0,127.0,0.4,5.196184
2021,8,12,4,5.8,17.0,5.6,17.0,63.0,2.4,43.0,53.0,74.0,2.4,43.0,53.0,74.0,0.7,38.0,54.0,0.7,39.0,42.0,34.0,9.0,27.0,49.0,3.8,3.0,54.0,101.0,0.4,16.0,47.0,3.8,3.0,52.0,101.0,0.4,27.0,45.0,3.7,3.0,52.0,127.0,0.4,4.736676
