Год,Месяц,День,Час,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Вода с лагом (-1)
2021,1,1,20,6.8,14.0,5.9,14.0,76.0,3.4,63.0,53.0,81.0,3.3,62.0,54.0,98.0,2.2,51.0,54.0,2.2,60.0,53.0,59.0,84.0,14.0,65.0,5.4,4.6,72.0,248.0,0.4,14.0,67.0,5.3,5.3,75.0,256.0,0.4,14.0,58.0,5.1,4.1,66.0,205.0,0.4,
2021,1,1,22,7.5,15.0,6.2,14.0,75.0,3.3,61.0,54.0,80.0,3.3,60.0,54.0,80.0,2.4,49.0,54.0,2.4,59.0,53.0,58.0,85.0,14.0,63.0,6.0,4.8,69.0,246.0,0.4,14.0,65.0,6.0,5.0,74.0,254.0,0.4,14.0,57.0,5.9,5.0,64.0,203.0,0.4,0.335999999999999
2021,1,1,24,7.3,15.0,6.4,14.0,73.0,3.3,59.0,54.0,80.0,3.3,59.0,54.0,79.0,2.4,50.0,54.0,2.4,58.0,54.0,56.0,90.0,14.0,61.0,5.4,4.6,69.0,246.0,0.4,14.0,64.0,5.4,4.6,74.0,254.0,0.4,14.0,55.0,5.2,4.4,62.0,204.0,0.4,0.985000000000014
2021,1,2,2,7.5,15.0,6.5,14.0,73.0,3.3,58.0,54.0,79.0,3.3,58.0,54.0,78.0,2.4,49.0,54.0,2.4,57.0,54.0,55.0,90.0,14.0,62.0,5.0,4.1,69.0,245.0,0.4,14.0,65.0,5.0,4.3,73.0,255.0,0.4,14.0,55.0,5.2,4.4,63.0,209.0,0.4,0.888999999999989
2021,1,2,4,7.5,15.0,6.6,14.0,73.0,3.3,58.0,54.0,80.0,3.3,58.0,54.0,81.0,2.4,48.0,54.0,2.4,56.0,54.0,55.0,93.0,14.0,61.0,5.9,4.9,68.0,247.0,0.4,14.0,63.0,6.0,4.8,72.0,255.0,0.4,14.0,54.0,5.9,4.8,61.0,204.0,0.4,0.649000000000001
2021,1,2,6,7.4,15.0,6.7,14.0,72.0,3.3,58.0,54.0,79.0,3.3,58.0,54.0,80.0,2.4,49.0,54.0,2.4,56.0,54.0,55.0,93.0,14.0,61.0,5.6,4.7,68.0,247.0,0.4,14.0,63.0,5.6,4.8,72.0,254.0,0.4,14.0,54.0,5.4,4.6,61.0,205.0,0.4,0.897999999999996
2021,1,2,8,7.5,15.0,6.7,14.0,73.0,3.3,58.0,54.0,82.0,3.3,58.0,54.0,81.0,2.4,46.0,54.0,2.4,56.0,54.0,54.0,90.0,14.0,61.0,5.2,4.2,68.0,246.0,0.4,14.0,64.0,5.4,4.4,72.0,255.0,0.4,14.0,55.0,5.7,4.5,61.0,204.0,0.4,0.425000000000011
2021,1,2,10,7.4,15.0,6.2,14.0,70.0,3.3,59.0,52.0,84.0,3.3,58.0,54.0,79.0,2.2,50.0,54.0,2.2,56.0,54.0,55.0,93.0,14.0,64.0,5.6,4.4,70.0,247.0,0.4,14.0,65.0,5.7,4.7,74.0,256.0,0.4,14.0,55.0,5.8,4.8,62.0,205.0,0.4,0.527000000000001
2021,1,2,12,6.8,15.0,6.0,14.0,80.0,3.3,58.0,53.0,80.0,3.3,58.0,51.0,79.0,2.4,49.0,51.0,2.4,56.0,49.0,54.0,84.0,14.0,60.0,5.9,4.7,68.0,246.0,0.4,14.0,65.0,5.8,4.9,74.0,256.0,0.4,14.0,54.0,5.8,4.9,62.0,204.0,0.4,3.97499999999999
2021,1,2,14,7.3,15.0,5.6,14.0,86.0,3.3,59.0,53.0,79.0,3.3,59.0,53.0,79.0,2.3,45.0,53.0,2.4,56.0,51.0,55.0,93.0,14.0,61.0,5.8,4.7,69.0,245.0,0.4,14.0,66.0,5.6,4.8,75.0,253.0,0.4,14.0,56.0,5.6,4.7,62.0,203.0,0.4,0.128199999999996
2021,1,2,16,6.4,15.0,6.0,14.0,88.0,3.3,59.0,54.0,80.0,3.3,59.0,53.0,78.0,2.3,48.0,54.0,2.3,57.0,53.0,55.0,84.0,14.0,61.0,6.0,4.8,69.0,245.0,0.4,14.0,65.0,5.9,4.8,75.0,254.0,0.4,15.0,56.0,5.7,4.8,63.0,203.0,0.4,0.333799999999997
2021,1,2,18,7.0,15.0,6.4,14.0,85.0,3.3,58.0,54.0,78.0,3.3,58.0,54.0,79.0,2.3,48.0,53.0,2.3,57.0,53.0,54.0,88.0,14.0,60.0,5.9,4.8,68.0,245.0,0.4,14.0,65.0,5.8,4.9,74.0,255.0,0.4,14.0,55.0,5.8,4.9,63.0,203.0,0.4,0.138000000000003
2021,1,2,20,6.9,15.0,6.1,14.0,92.0,3.3,58.0,54.0,80.0,3.3,58.0,53.0,80.0,2.3,49.0,54.0,2.3,57.0,54.0,54.0,84.0,14.0,60.0,5.6,4.7,68.0,246.0,0.4,14.0,65.0,5.6,4.6,74.0,255.0,0.4,14.0,55.0,5.7,4.7,63.0,203.0,0.4,1.29000000000001
2021,1,2,22,7.2,15.0,5.9,14.0,85.0,3.3,58.0,54.0,84.0,3.3,58.0,54.0,82.0,2.5,49.0,54.0,2.5,57.0,54.0,55.0,83.0,15.0,59.0,6.0,4.7,68.0,246.0,0.4,14.0,64.0,5.9,5.0,74.0,255.0,0.4,14.0,55.0,5.8,4.8,62.0,204.0,0.4,1.746
2021,1,2,24,7.0,15.0,6.2,15.0,75.0,3.3,58.0,54.0,80.0,3.3,58.0,54.0,81.0,2.3,47.0,54.0,2.3,57.0,54.0,55.0,85.0,15.0,59.0,5.9,4.8,68.0,245.0,0.4,14.0,65.0,5.9,4.9,74.0,254.0,0.4,15.0,55.0,5.8,4.9,63.0,203.0,0.4,2.08499999999999
2021,1,3,2,6.9,15.0,5.9,15.0,76.0,3.3,58.0,54.0,80.0,3.3,58.0,54.0,80.0,2.2,48.0,54.0,2.2,57.0,54.0,55.0,88.0,15.0,61.0,5.5,4.5,68.0,245.0,0.4,14.0,66.0,5.6,4.6,74.0,255.0,0.4,15.0,55.0,5.7,4.8,63.0,201.0,0.4,2.261
2021,1,3,4,7.0,15.0,5.8,15.0,77.0,3.3,59.0,54.0,81.0,3.3,58.0,54.0,81.0,2.3,48.0,54.0,2.2,57.0,54.0,55.0,85.0,15.0,61.0,5.5,4.4,68.0,246.0,0.4,15.0,66.0,5.5,4.6,75.0,255.0,0.4,15.0,55.0,5.5,4.7,63.0,204.0,0.4,1.94200000000001
2021,1,3,6,7.1,15.0,5.9,15.0,78.0,3.3,59.0,54.0,79.0,3.3,58.0,54.0,80.0,2.4,44.0,54.0,2.4,58.0,54.0,55.0,79.0,15.0,60.0,5.5,4.6,68.0,245.0,0.4,15.0,66.0,5.6,4.5,74.0,254.0,0.4,15.0,55.0,5.6,4.6,63.0,203.0,0.4,1.43999999999999
2021,1,3,8,6.9,15.0,6.0,15.0,76.0,3.3,59.0,54.0,80.0,3.3,58.0,54.0,81.0,2.2,46.0,54.0,2.2,58.0,54.0,55.0,76.0,15.0,61.0,5.7,4.7,68.0,246.0,0.4,15.0,66.0,5.9,4.9,75.0,255.0,0.4,15.0,55.0,5.9,4.6,63.0,204.0,0.4,1.08900000000001
2021,1,3,10,7.1,15.0,6.2,15.0,87.0,3.3,59.0,54.0,79.0,3.3,59.0,54.0,80.0,2.3,44.0,53.0,2.3,58.0,53.0,55.0,86.0,15.0,61.0,5.8,4.7,69.0,245.0,0.4,15.0,66.0,5.9,4.8,75.0,254.0,0.4,15.0,55.0,5.8,4.7,63.0,203.0,0.4,2.28999999999999
2021,1,3,12,6.7,15.0,6.1,15.0,79.0,3.3,58.0,54.0,80.0,3.3,58.0,53.0,81.0,2.3,52.0,47.0,2.3,57.0,48.0,55.0,78.0,15.0,60.0,6.0,4.9,67.0,245.0,0.4,15.0,65.0,5.9,4.9,74.0,254.0,0.4,15.0,55.0,5.9,4.8,62.0,203.0,0.4,2.179
2021,1,3,14,6.8,15.0,6.0,15.0,88.0,3.3,58.0,53.0,80.0,3.3,58.0,54.0,79.0,2.3,52.0,50.0,2.3,56.0,51.0,54.0,86.0,15.0,60.0,5.6,4.7,67.0,244.0,0.4,15.0,65.0,5.7,4.7,74.0,253.0,0.4,15.0,55.0,5.5,4.6,62.0,202.0,0.4,3.899
2021,1,3,16,7.2,15.0,6.3,15.0,92.0,3.3,58.0,53.0,80.0,3.3,58.0,54.0,80.0,2.2,46.0,52.0,2.2,57.0,53.0,54.0,76.0,15.0,59.0,5.7,4.8,66.0,244.0,0.4,15.0,65.0,5.4,4.7,73.0,253.0,0.4,15.0,55.0,5.5,4.7,63.0,203.0,0.4,0.569000000000003
2021,1,3,18,7.5,15.0,6.0,15.0,81.0,3.4,56.0,53.0,82.0,3.4,56.0,54.0,87.0,2.1,50.0,50.0,2.2,54.0,51.0,53.0,61.0,16.0,57.0,5.8,4.7,64.0,244.0,0.4,15.0,65.0,5.6,4.8,72.0,252.0,0.4,15.0,55.0,5.5,4.7,63.0,203.0,0.4,0.305999999999997
2021,1,3,20,6.9,15.0,5.8,15.0,73.0,3.4,55.0,54.0,79.0,3.4,55.0,53.0,81.0,2.4,41.0,53.0,2.4,56.0,53.0,52.0,84.0,15.0,57.0,5.8,4.7,64.0,244.0,0.4,15.0,65.0,5.6,4.8,72.0,252.0,0.4,15.0,55.0,5.5,4.7,63.0,204.0,0.4,1.63200000000002
2021,1,3,22,7.2,16.0,5.8,15.0,76.0,3.4,55.0,54.0,79.0,3.4,55.0,54.0,79.0,2.3,40.0,54.0,2.4,56.0,54.0,52.0,86.0,15.0,56.0,6.0,4.9,63.0,243.0,0.4,15.0,62.0,6.1,5.0,71.0,252.0,0.4,15.0,53.0,6.1,5.0,60.0,202.0,0.4,1.78
2021,1,3,24,7.1,16.0,6.0,15.0,75.0,3.4,55.0,54.0,80.0,3.4,55.0,54.0,81.0,2.2,40.0,54.0,2.2,56.0,54.0,52.0,77.0,15.0,57.0,5.7,4.8,64.0,245.0,0.4,15.0,63.0,5.7,4.7,71.0,251.0,0.4,15.0,53.0,6.1,5.0,61.0,203.0,0.4,3.20799999999998
2021,1,4,2,6.9,16.0,6.0,15.0,77.0,3.4,55.0,54.0,80.0,3.4,55.0,54.0,81.0,2.3,40.0,54.0,2.3,56.0,54.0,52.0,81.0,15.0,57.0,5.7,4.8,64.0,243.0,0.4,15.0,63.0,5.7,4.8,71.0,254.0,0.4,15.0,53.0,5.7,4.8,60.0,202.0,0.4,1.60100000000001
2021,1,4,4,7.2,16.0,6.1,15.0,78.0,3.4,56.0,54.0,79.0,3.4,55.0,54.0,80.0,2.2,38.0,54.0,2.3,55.0,54.0,52.0,79.0,15.0,56.0,5.6,4.6,63.0,243.0,0.4,15.0,62.0,5.6,4.7,71.0,251.0,0.4,15.0,53.0,5.7,4.7,60.0,201.0,0.4,1.65700000000001
2021,1,4,6,7.2,16.0,6.0,15.0,79.0,3.4,56.0,54.0,80.0,3.4,55.0,54.0,79.0,2.3,38.0,54.0,2.4,55.0,54.0,52.0,85.0,15.0,56.0,5.8,4.8,63.0,243.0,0.4,15.0,63.0,5.8,4.7,71.0,252.0,0.4,15.0,53.0,5.8,4.8,60.0,202.0,0.4,0.536999999999992
2021,1,4,8,7.0,16.0,6.0,15.0,75.0,3.4,57.0,54.0,80.0,3.4,57.0,54.0,80.0,2.2,39.0,54.0,2.3,55.0,54.0,52.0,84.0,15.0,60.0,5.8,4.8,67.0,244.0,0.4,15.0,65.0,5.9,4.9,73.0,253.0,0.4,15.0,55.0,5.7,4.8,62.0,203.0,0.4,0.095999999999993
2021,1,4,10,6.8,16.0,6.0,15.0,75.0,3.4,56.0,54.0,79.0,3.4,56.0,53.0,80.0,2.3,41.0,54.0,2.3,55.0,53.0,53.0,81.0,15.0,57.0,5.8,4.9,64.0,243.0,0.4,15.0,63.0,5.8,4.8,72.0,252.0,0.4,15.0,54.0,5.8,4.9,61.0,202.0,0.4,0.0510000000000073
2021,1,4,12,6.9,16.0,6.0,15.0,76.0,3.4,56.0,54.0,78.0,3.4,56.0,53.0,78.0,2.2,39.0,53.0,2.2,55.0,54.0,52.0,82.0,15.0,57.0,5.8,4.8,64.0,243.0,0.4,15.0,63.0,5.9,4.9,72.0,252.0,0.4,15.0,54.0,6.0,5.0,61.0,202.0,0.4,0.691000000000003
2021,1,4,14,7.0,16.0,6.1,15.0,76.0,3.4,56.0,53.0,79.0,3.4,56.0,53.0,80.0,2.3,41.0,54.0,2.3,55.0,54.0,52.0,83.0,15.0,56.0,5.9,4.9,64.0,243.0,0.4,15.0,63.0,5.9,4.8,72.0,253.0,0.4,15.0,54.0,6.0,5.0,61.0,203.0,0.4,0.292999999999992
2021,1,4,16,6.6,16.0,6.0,15.0,76.0,3.4,56.0,53.0,80.0,3.4,56.0,54.0,81.0,2.3,39.0,53.0,2.3,55.0,54.0,52.0,81.0,15.0,56.0,5.7,4.8,64.0,242.0,0.4,15.0,63.0,5.7,4.8,72.0,253.0,0.4,15.0,54.0,5.8,4.9,61.0,201.0,0.4,0.698000000000008
2021,1,4,18,6.8,16.0,5.9,15.0,80.0,3.4,56.0,53.0,80.0,3.4,56.0,54.0,79.0,2.3,42.0,54.0,2.3,55.0,53.0,52.0,80.0,15.0,56.0,5.9,4.9,64.0,242.0,0.4,15.0,63.0,5.9,4.8,71.0,251.0,0.4,15.0,54.0,5.9,5.0,61.0,202.0,0.4,0.0399999999999974
2021,1,4,20,7.4,16.0,6.2,15.0,80.0,3.4,56.0,53.0,80.0,3.4,56.0,54.0,79.0,2.3,38.0,54.0,2.3,55.0,53.0,52.0,80.0,15.0,56.0,5.8,4.8,64.0,242.0,0.4,15.0,63.0,5.9,4.8,71.0,251.0,0.4,15.0,54.0,5.8,4.9,61.0,202.0,0.4,0.421000000000001
2021,1,4,22,7.0,16.0,6.1,15.0,79.0,3.4,56.0,54.0,80.0,3.4,26.0,54.0,81.0,2.3,41.0,54.0,2.3,55.0,53.0,52.0,84.0,15.0,56.0,5.9,4.9,64.0,242.0,0.4,15.0,63.0,5.8,4.9,72.0,251.0,0.4,15.0,54.0,5.8,4.9,61.0,201.0,0.4,0.768999999999982
2021,1,4,24,7.1,16.0,6.2,15.0,76.0,3.4,56.0,54.0,79.0,3.4,26.0,54.0,79.0,2.3,40.0,54.0,2.3,55.0,54.0,52.0,85.0,15.0,56.0,5.9,4.9,64.0,242.0,0.4,15.0,63.0,5.9,4.9,72.0,252.0,0.4,15.0,54.0,6.0,4.9,61.0,202.0,0.4,0.643000000000018
2021,1,5,2,7.2,16.0,6.2,15.0,77.0,3.4,56.0,54.0,79.0,3.4,56.0,54.0,80.0,2.2,42.0,54.0,2.2,55.0,54.0,52.0,81.0,15.0,56.0,6.0,4.9,64.0,242.0,0.4,15.0,63.0,6.0,5.0,72.0,252.0,0.4,15.0,54.0,5.9,5.1,61.0,201.0,0.4,0.979999999999997
2021,1,5,4,7.3,16.0,6.0,15.0,78.0,3.4,56.0,54.0,79.0,3.4,56.0,54.0,79.0,2.2,38.0,54.0,2.2,55.0,54.0,52.0,80.0,15.0,57.0,5.7,4.8,64.0,242.0,0.4,15.0,63.0,5.7,4.7,71.0,252.0,0.4,15.0,54.0,5.7,4.8,61.0,201.0,0.4,0.881999999999987
2021,1,5,6,7.4,16.0,6.1,15.0,78.0,3.4,56.0,54.0,79.0,3.4,56.0,54.0,80.0,2.3,40.0,54.0,2.3,55.0,54.0,52.0,79.0,15.0,56.0,6.0,4.9,64.0,242.0,0.4,15.0,63.0,6.0,5.0,71.0,251.0,0.4,15.0,54.0,5.7,4.9,61.0,201.0,0.4,1.428
2021,1,5,8,7.1,16.0,6.0,15.0,77.0,3.4,56.0,53.0,80.0,3.4,56.0,54.0,81.0,2.3,40.0,54.0,2.3,55.0,54.0,52.0,82.0,15.0,56.0,6.0,4.9,64.0,242.0,0.4,15.0,63.0,6.0,5.0,71.0,251.0,0.4,15.0,54.0,5.7,4.9,61.0,201.0,0.4,1.39400000000001
2021,1,5,10,6.6,16.0,6.1,15.0,77.0,3.4,56.0,54.0,79.0,3.4,56.0,53.0,78.0,2.3,40.0,54.0,2.3,55.0,53.0,52.0,83.0,15.0,57.0,6.1,5.1,64.0,243.0,0.4,15.0,63.0,6.1,5.0,71.0,252.0,0.4,15.0,53.0,5.9,5.0,61.0,202.0,0.4,1.383
2021,1,5,12,7.4,16.0,6.3,15.0,87.0,3.4,56.0,54.0,79.0,3.4,56.0,54.0,79.0,2.1,40.0,53.0,2.1,55.0,53.0,52.0,79.0,15.0,57.0,5.8,4.8,64.0,243.0,0.4,15.0,63.0,5.8,4.9,71.0,252.0,0.4,16.0,53.0,5.8,4.8,60.0,202.0,0.4,1.80999999999999
2021,1,5,14,7.1,16.0,6.0,15.0,95.0,3.4,55.0,51.0,84.0,3.4,56.0,53.0,80.0,2.1,40.0,53.0,2.1,55.0,54.0,51.0,87.0,15.0,56.0,6.0,5.0,64.0,243.0,0.4,15.0,63.0,6.1,5.0,71.0,252.0,0.4,16.0,52.0,6.0,5.0,59.0,201.0,0.4,4.89200000000001
2021,1,5,16,7.1,16.0,6.0,15.0,87.0,3.4,55.0,51.0,79.0,3.4,56.0,53.0,79.0,2.2,38.0,53.0,2.2,55.0,54.0,52.0,76.0,15.0,56.0,6.0,5.0,64.0,243.0,0.4,15.0,63.0,6.1,5.0,71.0,252.0,0.4,16.0,52.0,6.0,5.0,59.0,201.0,0.4,5.708
2021,1,5,18,6.9,16.0,6.0,15.0,81.0,3.4,56.0,53.0,80.0,3.4,56.0,52.0,80.0,2.2,38.0,53.0,2.2,55.0,54.0,52.0,78.0,15.0,56.0,6.0,4.9,63.0,243.0,0.4,15.0,63.0,6.0,5.2,71.0,253.0,0.4,15.0,52.0,6.0,5.0,59.0,202.0,0.4,2.94499999999999
2021,1,5,20,7.4,16.0,6.0,15.0,75.0,3.4,56.0,53.0,80.0,3.4,56.0,52.0,80.0,2.4,38.0,53.0,2.4,55.0,54.0,52.0,85.0,15.0,56.0,5.9,4.8,63.0,243.0,0.4,15.0,63.0,5.9,4.8,71.0,253.0,0.4,15.0,52.0,5.8,4.9,59.0,202.0,0.4,1.02100000000002
2021,1,5,22,7.2,16.0,6.4,15.0,73.0,3.4,56.0,54.0,81.0,3.4,56.0,54.0,81.0,2.3,37.0,53.0,2.3,55.0,54.0,52.0,88.0,15.0,56.0,6.0,5.1,64.0,244.0,0.4,15.0,62.0,5.9,5.0,71.0,253.0,0.4,15.0,53.0,5.9,5.0,61.0,204.0,0.4,2.35299999999999
2021,1,5,24,7.4,16.0,6.1,15.0,75.0,3.4,56.0,54.0,79.0,3.4,56.0,54.0,79.0,2.3,37.0,54.0,2.3,55.0,54.0,52.0,89.0,15.0,56.0,5.8,4.7,64.0,242.0,0.4,15.0,63.0,5.8,4.9,72.0,254.0,0.4,15.0,53.0,5.8,4.8,61.0,203.0,0.4,1.643
2021,1,6,2,6.9,16.0,6.1,15.0,73.0,3.4,56.0,54.0,80.0,3.4,56.0,54.0,78.0,2.4,38.0,54.0,2.4,55.0,54.0,52.0,86.0,15.0,56.0,6.0,4.9,64.0,246.0,0.4,15.0,62.0,6.1,5.0,71.0,255.0,0.4,15.0,53.0,6.0,5.0,60.0,204.0,0.4,1.87500000000001
2021,1,6,4,7.0,16.0,6.2,15.0,74.0,3.4,56.0,54.0,79.0,3.4,56.0,54.0,81.0,2.4,38.0,54.0,2.4,55.0,54.0,52.0,87.0,15.0,56.0,5.9,4.9,64.0,247.0,0.4,15.0,63.0,5.9,4.9,71.0,256.0,0.4,15.0,53.0,5.8,5.0,61.0,206.0,0.4,1.24500000000002
2021,1,6,6,7.1,16.0,6.1,15.0,75.0,3.4,55.0,54.0,80.0,3.4,56.0,54.0,80.0,2.3,37.0,54.0,2.3,55.0,54.0,52.0,84.0,15.0,57.0,5.8,4.9,64.0,247.0,0.4,15.0,63.0,5.8,4.9,71.0,256.0,0.4,15.0,53.0,5.7,4.9,60.0,206.0,0.4,0.929999999999986
2021,1,6,8,6.9,16.0,6.2,15.0,74.0,3.4,56.0,54.0,79.0,3.4,56.0,54.0,80.0,2.3,37.0,54.0,2.3,55.0,54.0,52.0,84.0,15.0,5.6,6.0,4.9,64.0,248.0,0.4,15.0,63.0,5.8,4.9,71.0,257.0,0.4,15.0,53.0,5.8,4.9,61.0,207.0,0.4,1.59819999999999
2021,1,6,10,7.3,16.0,6.2,16.0,77.0,3.4,56.0,53.0,79.0,3.4,56.0,54.0,79.0,2.3,36.0,53.0,2.3,55.0,54.0,52.0,85.0,15.0,57.0,5.7,4.8,64.0,249.0,0.4,15.0,63.0,5.8,4.8,71.0,258.0,0.4,16.0,54.0,6.1,5.1,61.0,208.0,0.4,1.75280000000001
2021,1,6,12,6.7,16.0,6.2,16.0,71.0,3.4,56.0,53.0,81.0,3.4,56.0,53.0,78.0,2.4,49.0,49.0,2.4,53.0,51.0,52.0,85.0,15.0,57.0,5.6,4.7,64.0,249.0,0.4,15.0,63.0,5.6,4.8,71.0,258.0,0.4,16.0,54.0,5.6,4.6,61.0,208.0,0.4,2.626
2021,1,6,14,7.3,16.0,6.0,16.0,83.0,3.4,56.0,50.0,80.0,3.4,56.0,51.0,79.0,2.0,49.0,50.0,2.0,52.0,50.0,52.0,78.0,16.0,58.0,6.0,5.0,64.0,249.0,0.4,16.0,63.0,6.0,5.0,71.0,258.0,0.4,16.0,54.0,6.0,4.9,61.0,208.0,0.4,0.0899999999999928
2021,1,6,16,6.7,16.0,6.4,16.0,70.0,3.4,56.0,52.0,79.0,3.4,56.0,52.0,78.0,2.3,48.0,50.0,2.3,51.0,51.0,52.0,87.0,16.0,58.0,5.5,4.5,64.0,249.0,0.4,16.0,63.0,5.5,4.7,71.0,258.0,0.4,16.0,54.0,5.5,4.7,61.0,208.0,0.4,0.370000000000012
2021,1,6,18,6.6,16.0,5.9,16.0,76.0,3.4,56.0,55.0,81.0,3.4,56.0,55.0,79.0,2.4,48.0,51.0,2.4,51.0,51.0,52.0,92.0,16.0,56.0,5.7,4.7,64.0,246.0,0.4,16.0,56.0,5.8,4.8,64.0,246.0,0.4,16.0,53.0,5.7,4.9,60.0,205.0,0.4,0.896000000000004
2021,1,6,20,6.6,16.0,5.9,16.0,76.0,3.4,56.0,55.0,81.0,3.4,56.0,55.0,79.0,2.4,48.0,51.0,2.4,51.0,51.0,52.0,88.0,16.0,56.0,5.7,4.7,64.0,246.0,0.4,16.0,56.0,5.8,4.8,64.0,246.0,0.4,16.0,53.0,5.7,4.9,60.0,205.0,0.4,5.23599999999998
2021,1,6,22,7.0,16.0,6.2,16.0,78.0,3.4,56.0,54.0,81.0,3.4,56.0,54.0,79.0,2.3,47.0,51.0,2.3,50.0,51.0,52.0,80.0,16.0,57.0,5.8,4.9,64.0,247.0,0.4,16.0,63.0,5.8,4.8,71.0,257.0,0.4,16.0,53.0,5.8,4.8,61.0,206.0,0.4,2.39300000000001
2021,1,6,24,6.9,16.0,6.0,16.0,80.0,3.4,56.0,53.0,80.0,3.4,56.0,53.0,81.0,2.2,48.0,51.0,2.2,50.0,51.0,52.0,84.0,15.0,57.0,5.7,4.8,64.0,248.0,0.4,16.0,63.0,5.9,4.8,72.0,257.0,0.4,15.0,54.0,5.9,4.9,61.0,207.0,0.4,0.840000000000003
2021,1,6,2,7.3,16.0,6.2,16.0,78.0,3.4,56.0,53.0,79.0,3.4,56.0,53.0,80.0,2.3,48.0,51.0,2.3,51.0,51.0,52.0,87.0,16.0,56.0,5.9,5.0,64.0,247.0,0.4,16.0,63.0,5.8,4.9,71.0,257.0,0.4,16.0,53.0,5.8,4.8,61.0,206.0,0.4,1.43
2021,1,6,4,7.1,16.0,6.1,16.0,77.0,3.4,56.0,53.0,79.0,3.4,56.0,53.0,80.0,2.3,49.0,51.0,2.3,50.0,51.0,52.0,85.0,16.0,57.0,5.9,4.9,64.0,247.0,0.4,16.0,63.0,5.9,4.9,71.0,255.0,0.4,16.0,53.0,5.9,4.9,61.0,205.0,0.4,1.099
2021,1,6,6,7.2,16.0,6.0,16.0,76.0,3.4,55.0,53.0,80.0,3.4,55.0,53.0,79.0,2.3,48.0,51.0,2.3,51.0,51.0,52.0,89.0,16.0,56.0,5.8,4.8,64.0,246.0,0.4,16.0,62.0,6.0,4.9,71.0,255.0,0.4,16.0,53.0,5.9,5.0,60.0,205.0,0.4,1.89999999999999
2021,1,6,8,7.3,16.0,6.2,16.0,75.0,3.4,56.0,53.0,80.0,3.4,56.0,53.0,81.0,2.2,48.0,51.0,2.2,50.0,51.0,52.0,84.0,16.0,57.0,6.1,5.0,64.0,247.0,0.4,16.0,62.0,6.1,5.1,71.0,256.0,0.4,16.0,53.0,6.0,5.0,60.0,205.0,0.4,1.492
2021,1,6,10,6.8,16.0,6.1,16.0,74.0,3.4,56.0,53.0,80.0,3.4,56.0,53.0,79.0,2.4,49.0,50.0,2.4,49.0,51.0,51.0,90.0,16.0,57.0,5.9,5.0,64.0,246.0,0.4,16.0,62.0,5.7,4.9,71.0,255.0,0.4,16.0,53.0,5.7,4.8,60.0,204.0,0.4,1.40300000000001
2021,1,6,12,7.1,16.0,6.1,16.0,79.0,3.4,56.0,53.0,79.0,3.4,56.0,53.0,79.0,2.3,48.0,51.0,2.3,50.0,51.0,52.0,86.0,16.0,57.0,5.7,4.8,64.0,246.0,0.4,16.0,62.0,5.9,5.0,71.0,255.0,0.4,16.0,53.0,5.9,5.0,60.0,204.0,0.4,0.882000000000005
2021,1,6,14,6.9,16.0,6.0,16.0,73.0,3.4,56.0,50.0,80.0,3.4,56.0,50.0,79.0,2.3,49.0,49.0,2.3,53.0,50.0,52.0,85.0,16.0,57.0,5.8,4.8,64.0,246.0,0.4,16.0,62.0,5.8,4.8,71.0,253.0,0.4,16.0,53.0,6.1,5.1,60.0,201.0,0.4,3.26599999999999
2021,1,6,16,7.5,16.0,5.8,16.0,84.0,3.4,56.0,54.0,80.0,3.4,56.0,54.0,77.0,2.4,49.0,50.0,2.4,53.0,50.0,52.0,90.0,16.0,57.0,5.8,4.6,64.0,244.0,0.4,15.0,62.0,5.9,4.8,71.0,253.0,0.4,16.0,53.0,5.8,4.8,60.0,201.0,0.4,1.09000000000001
2021,1,6,18,6.9,16.0,6.3,16.0,81.0,3.4,56.0,52.0,80.0,3.4,56.0,51.0,81.0,2.2,46.0,52.0,2.2,54.0,52.0,52.0,77.0,16.0,57.0,5.5,4.6,64.0,243.0,0.4,16.0,63.0,5.3,4.5,71.0,254.0,0.4,16.0,54.0,5.3,4.6,61.0,202.0,0.4,1.17099999999999
