,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1/1|P сеп. |кгс/см²,С-1/1|t жидкости |°С,С-1/1|L жидкости| см,С-1/2|P сеп. |кгс/см²,С-1/2|t жидкости |°С,С-1/2|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3/1|t жидкости|°С,С-3/1|L нефти|см,С-3/2|t жидкости|°С,С-3/2|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Добыча воды за 2 ч,"Добыча воды за 2 ч, расч","Добыча воды за 2 ч, расч, по ТОРам",Показания влагомера,Расход пресной воды
0,2024-03-01 00:00:00,9.8,16.0,9.5,13.0,61.0,9.5,16.0,62.0,4.2,50.0,67.0,74.0,4.2,49.0,70.0,71.0,2.4,47.0,70.0,2.4,42.0,71.0,53.0,78.0,35.0,50.0,24.9,50.4,6.2,5.1,62.3,121.5,0.27,24.8,54.0,6.2,5.2,61.9,116.9,0.3,25.6,54.7,6.2,5.1,60.2,108.0,0.23,28.886365000000023,23.179,22.519000000000005,0.18,6.5
1,2024-03-01 02:00:00,9.7,16.0,9.3,13.0,60.0,9.3,16.0,63.0,4.2,50.0,71.0,72.0,4.2,49.0,72.0,74.0,2.3,45.0,71.0,2.3,42.0,70.0,53.0,79.0,35.0,49.0,24.0,49.8,6.2,5.1,62.3,124.6,0.27,23.9,51.5,6.2,5.2,59.7,224.8,0.3,24.7,57.4,6.2,5.1,63.8,170.9,0.23,26.08905000000006,24.32999999999999,22.49,0.15,6.5
2,2024-03-01 04:00:00,9.8,16.0,9.5,13.0,61.0,9.5,16.0,61.0,4.1,50.0,70.0,71.0,4.1,49.0,69.0,72.0,2.4,47.0,70.0,2.4,42.0,71.0,53.0,77.0,35.0,50.0,24.2,52.2,6.2,5.1,64.4,124.6,0.27,24.2,52.0,6.2,5.2,59.6,196.0,0.3,25.0,55.6,6.2,5.1,61.2,117.0,0.23,24.578769999999963,18.208,17.538000000000004,0.19,6.5
3,2024-03-01 06:00:00,9.8,16.0,9.4,13.0,60.0,9.5,16.0,62.0,4.2,49.0,69.0,73.0,4.2,49.0,71.0,75.0,2.3,45.0,71.0,2.3,43.0,70.0,53.0,78.0,35.0,49.0,24.6,52.7,6.2,5.1,64.7,261.7,0.27,24.3,54.5,6.2,5.2,61.9,290.2,0.3,25.1,58.5,6.2,5.1,63.6,328.6,0.23,26.21195999999998,21.11400000000002,19.444000000000003,0.21,6.4
4,2024-03-01 08:00:00,9.7,16.0,9.4,13.0,62.0,9.4,16.0,61.0,4.2,50.0,71.0,74.0,4.2,49.0,71.0,74.0,2.3,47.0,69.0,2.4,43.0,71.0,53.0,75.0,35.0,47.0,24.9,50.1,6.2,5.1,61.6,116.4,0.27,24.8,54.8,6.2,5.2,62.4,124.1,0.3,25.6,59.1,6.2,5.1,63.8,329.8,0.23,25.87884499999999,18.93400000000002,17.504000000000012,0.24,6.4
5,2024-03-01 10:00:00,9.7,16.0,9.5,13.0,63.0,9.4,16.0,62.0,4.2,50.0,69.0,72.0,4.2,49.0,69.0,72.0,2.2,47.0,69.0,2.2,44.0,70.0,53.0,78.0,35.0,48.0,25.6,54.2,6.2,5.1,64.9,276.4,0.27,25.5,55.1,6.2,5.2,61.9,120.0,0.3,27.1,55.6,6.2,5.1,60.2,107.5,0.23,25.59681500000009,11.81399999999998,11.313999999999991,0.23,6.4
6,2024-03-01 12:00:00,9.8,16.0,9.5,13.0,59.0,9.6,17.0,61.0,4.2,49.0,71.0,72.0,4.2,49.0,69.0,75.0,2.4,47.0,69.0,2.4,42.0,70.0,53.0,81.0,37.0,52.0,24.1,53.1,6.2,5.1,63.8,342.4,0.27,23.6,52.6,6.2,5.2,60.4,112.1,0.3,27.4,59.1,6.2,5.1,64.6,202.7,0.23,25.525159999999943,37.09800000000001,35.608000000000025,0.19,6.4
7,2024-03-01 14:00:00,9.7,16.0,9.6,14.0,62.0,9.6,17.0,61.0,4.2,49.0,71.0,72.0,4.2,49.0,69.0,75.0,2.4,47.0,69.0,2.4,42.0,70.0,53.0,76.0,38.0,49.0,25.3,52.4,6.2,5.1,63.3,132.7,0.27,25.4,55.7,6.2,5.2,62.3,121.1,0.3,28.4,59.5,6.2,5.1,64.9,153.2,0.23,24.271155000000007,11.230000000000004,11.009999999999994,0.12,6.4
8,2024-03-01 16:00:00,9.6,16.0,9.4,14.0,63.0,9.4,17.0,62.0,4.2,51.0,70.0,73.0,4.2,49.0,70.0,71.0,2.3,47.0,71.0,2.4,43.0,70.0,54.0,77.0,38.0,51.0,25.3,53.8,6.2,5.1,64.6,246.0,0.27,25.1,54.9,6.2,5.2,62.1,117.1,0.3,27.9,56.4,6.2,5.1,61.4,114.5,0.23,23.409000000000063,25.894999999999985,24.33499999999999,0.12,6.4
9,2024-03-01 18:00:00,9.6,16.0,9.3,14.0,64.0,9.4,17.0,62.0,4.1,50.0,72.0,70.0,4.1,49.0,70.0,70.0,2.4,50.0,69.0,2.4,43.0,70.0,53.0,75.0,36.0,50.0,24.4,50.2,6.2,5.1,61.7,114.6,0.27,24.3,54.0,6.2,5.2,61.6,113.2,0.3,25.8,59.4,6.2,5.1,63.8,324.9,0.23,23.858989999999995,21.977000000000015,20.367000000000026,0.15,6.4
10,2024-03-01 20:00:00,9.7,16.0,9.3,13.0,60.0,9.4,17.0,61.0,4.2,50.0,71.0,73.0,4.2,49.0,71.0,75.0,2.3,46.0,71.0,2.3,43.0,71.0,53.0,78.0,36.0,50.0,24.4,49.0,6.2,5.1,60.5,112.3,0.27,24.2,56.0,6.2,5.2,64.1,146.0,0.3,25.7,57.7,6.2,5.1,63.5,155.8,0.23,25.244234999999986,16.191000000000003,13.790999999999997,0.13,6.4
11,2024-03-01 22:00:00,9.8,16.0,9.5,13.0,61.0,9.5,17.0,62.0,4.2,50.0,73.0,72.0,4.2,49.0,70.0,71.0,2.7,48.0,69.0,2.7,42.0,70.0,53.0,79.0,36.0,51.0,24.3,50.1,6.2,5.1,62.1,124.4,0.27,24.1,56.1,6.2,5.2,63.6,296.9,0.3,25.4,55.8,6.2,5.1,61.8,130.2,0.23,26.152035000000005,23.959999999999997,22.30999999999997,0.21,6.4
12,2024-03-02 00:00:00,9.8,16.0,9.5,13.0,60.0,9.5,17.0,61.0,4.1,50.0,71.0,71.0,4.2,49.0,72.0,74.0,2.4,47.0,70.0,2.4,42.0,70.0,53.0,79.0,37.0,50.0,24.4,51.7,6.2,5.1,63.4,144.9,0.27,24.2,56.8,6.2,5.2,63.9,297.8,0.3,25.7,54.1,6.2,5.1,59.7,151.5,0.23,24.77044499999999,26.206999999999997,25.537,0.19,6.4
13,2024-03-02 02:00:00,9.7,16.0,9.4,13.0,62.0,9.4,16.0,63.0,4.1,50.0,69.0,70.0,4.1,49.0,68.0,73.0,2.4,48.0,69.0,2.4,42.0,71.0,53.0,79.0,36.0,50.0,25.0,49.7,6.2,5.1,61.5,122.5,0.27,24.9,54.0,6.2,5.2,61.1,288.6,0.3,25.9,59.6,6.2,5.1,64.1,331.3,0.23,25.791209999999936,23.892999999999983,20.223000000000013,0.15,6.0
14,2024-03-02 04:00:00,9.7,16.0,9.4,13.0,59.0,9.4,16.0,62.0,4.1,50.0,70.0,72.0,4.1,49.0,68.0,73.0,2.4,48.0,69.0,2.4,42.0,71.0,53.0,79.0,36.0,50.0,24.7,51.3,6.2,5.1,63.3,143.0,0.27,24.8,52.5,6.2,5.2,60.1,258.0,0.3,25.4,57.1,6.2,5.1,62.6,143.9,0.23,25.044570000000004,21.532000000000004,20.172000000000004,0.17,6.0
15,2024-03-02 06:00:00,9.6,16.0,9.4,13.0,59.0,9.4,16.0,61.0,4.1,50.0,71.0,73.0,4.1,49.0,69.0,72.0,2.3,46.0,71.0,2.3,42.0,72.0,53.0,78.0,35.0,50.0,24.9,52.7,6.2,5.1,64.2,357.0,0.27,24.8,52.5,6.2,5.2,59.9,245.0,0.3,25.5,55.4,6.2,5.1,60.6,117.1,0.23,25.320394999999998,24.669999999999987,25.169999999999984,0.19,6.0
16,2024-03-02 08:00:00,9.7,16.0,9.4,13.0,60.0,9.5,16.0,62.0,4.2,51.0,70.0,72.0,4.2,50.0,70.0,75.0,2.3,48.0,69.0,2.4,43.0,70.0,54.0,78.0,35.0,50.0,24.4,49.9,6.2,5.1,61.2,335.1,0.27,24.2,53.5,6.2,5.2,61.8,120.2,0.3,24.9,59.8,6.2,5.1,66.4,176.9,0.23,25.252735000000108,20.77400000000001,21.98400000000001,0.23,6.0
17,2024-03-02 10:00:00,9.6,16.0,9.5,13.0,62.0,9.5,17.0,62.0,4.2,51.0,70.0,73.0,4.3,50.0,70.0,75.0,2.3,48.0,69.0,2.4,43.0,70.0,54.0,78.0,35.0,50.0,25.6,53.6,6.2,5.1,64.7,313.6,0.27,25.5,56.0,6.2,5.2,62.6,296.2,0.3,26.8,58.0,6.2,5.1,63.3,132.7,0.23,24.950645000000005,18.580000000000013,15.410000000000004,0.2,6.0
18,2024-03-02 12:00:00,9.6,16.0,9.4,13.0,62.0,9.4,17.0,62.0,4.2,51.0,71.0,72.0,4.3,50.0,70.0,72.0,2.4,47.0,70.0,2.5,44.0,70.0,54.0,78.0,36.0,50.0,25.3,50.9,6.2,5.1,62.3,125.5,0.27,24.9,52.2,6.2,5.2,59.7,238.0,0.3,28.2,59.1,6.2,5.1,64.3,310.4,0.23,25.295150000000003,29.981999999999985,25.73199999999999,0.15,6.0
19,2024-03-02 14:00:00,9.5,16.0,9.4,13.0,60.0,9.5,17.0,62.0,4.2,48.0,72.0,74.0,4.2,48.0,70.0,74.0,2.6,48.0,70.0,2.6,45.0,70.0,53.0,80.0,36.0,51.0,24.3,4.4,6.2,5.1,60.0,118.8,0.27,23.9,51.6,6.2,5.2,59.7,116.5,0.3,27.8,57.5,6.2,5.1,62.5,271.3,0.23,26.08437500000001,21.289,19.999000000000024,0.17,6.0
20,2024-03-02 16:00:00,9.7,16.0,9.4,14.0,61.0,9.5,17.0,62.0,4.2,48.0,70.0,73.0,4.2,48.0,69.0,76.0,2.5,46.0,71.0,2.5,44.0,70.0,52.0,78.0,34.0,51.0,23.5,46.9,6.2,5.1,58.0,107.7,0.27,23.3,51.5,6.2,5.2,59.8,116.5,0.3,26.2,54.4,6.2,5.1,60.4,134.7,0.23,25.24465999999991,13.241,11.240999999999993,0.15,6.0
21,2024-03-02 18:00:00,9.6,16.0,9.6,13.0,62.0,9.7,14.0,61.0,4.2,49.0,72.0,70.0,4.2,48.0,69.0,69.0,2.8,48.0,69.0,2.8,44.0,70.0,52.0,79.0,34.0,52.0,23.8,58.3,6.2,5.1,60.4,118.7,0.27,24.0,54.4,6.2,5.2,62.3,145.3,0.3,25.1,54.5,6.2,5.1,59.9,127.8,0.23,25.02680499999999,28.93699999999999,27.886999999999983,0.18,6.0
22,2024-03-02 20:00:00,9.8,16.0,9.4,13.0,61.0,9.4,17.0,62.0,4.1,49.0,68.0,71.0,4.1,48.0,68.0,73.0,2.3,46.0,70.0,2.3,43.0,71.0,52.0,77.0,35.0,50.0,24.5,50.0,6.2,5.1,61.4,124.5,0.27,24.4,52.5,6.2,5.2,59.7,112.2,0.3,24.7,56.4,6.2,5.1,62.2,159.1,0.23,25.283590000000007,19.248000000000005,16.358000000000004,0.17,6.0
23,2024-03-02 22:00:00,9.7,16.0,9.3,13.0,64.0,9.4,16.0,61.0,4.1,49.0,68.0,72.0,4.1,48.0,69.0,68.0,2.0,45.0,69.0,2.0,43.0,70.0,52.0,78.0,33.0,51.0,24.7,51.7,6.2,5.1,63.1,166.7,0.27,24.9,52.6,6.2,5.2,59.4,110.6,0.3,25.1,54.8,6.2,5.1,59.8,293.0,0.23,25.957385000000013,25.943000000000023,24.922999999999995,0.19,6.0
24,2024-03-03 00:00:00,9.6,16.0,9.4,13.0,61.0,9.5,16.0,60.0,4.1,49.0,70.0,70.0,4.1,48.0,72.0,71.0,2.5,46.0,70.0,2.5,43.0,70.0,52.0,79.0,35.0,52.0,23.8,47.2,6.2,5.1,58.9,139.5,0.27,23.9,52.0,6.2,5.2,59.9,113.1,0.3,24.1,58.4,6.2,5.1,63.0,334.1,0.23,25.35312,22.375,21.395,0.15,6.0
25,2024-03-03 02:00:00,9.7,16.0,9.4,12.0,62.0,9.4,16.0,62.0,4.2,49.0,68.0,73.0,4.2,48.0,71.0,70.0,2.2,44.0,71.0,2.2,42.0,71.0,52.0,80.0,34.0,50.0,24.9,47.8,6.2,5.1,59.7,115.9,0.27,25.0,51.6,6.2,5.2,58.9,112.0,0.3,24.8,53.7,6.2,5.1,58.9,141.3,0.23,27.10674000000008,16.836,13.346000000000004,0.21,6.0
26,2024-03-03 04:00:00,9.7,16.0,9.5,12.0,61.0,9.5,16.0,63.0,4.1,48.0,69.0,70.0,4.1,48.0,68.0,69.0,2.6,44.0,71.0,2.2,41.0,70.0,52.0,79.0,34.0,52.0,23.6,46.7,6.2,5.1,58.9,113.2,0.27,23.8,51.8,6.2,5.2,59.3,275.6,0.3,23.9,58.3,6.2,5.1,63.6,227.0,0.23,26.63315999999992,26.151000000000003,25.84099999999998,0.14,6.0
27,2024-03-03 06:00:00,9.8,16.0,9.4,12.0,64.0,9.4,16.0,62.0,4.2,49.0,71.0,72.0,4.2,48.0,69.0,73.0,2.3,46.0,70.0,2.3,42.0,70.0,52.0,78.0,34.0,50.0,24.7,48.2,6.2,5.1,59.6,113.3,0.27,24.7,54.8,6.2,5.2,61.1,294.9,0.3,24.7,54.2,6.2,5.1,59.4,329.3,0.23,27.41409,23.497999999999983,22.727999999999994,0.19,5.9
28,2024-03-03 08:00:00,9.8,16.0,9.5,12.0,62.0,9.5,16.0,62.0,4.2,49.0,70.0,72.0,4.2,48.0,70.0,73.0,2.3,45.0,70.0,2.3,42.0,70.0,52.0,78.0,34.0,49.0,24.8,48.6,6.2,5.1,59.9,318.3,0.27,24.8,52.6,6.2,5.2,59.8,113.0,0.3,25.3,53.9,6.2,5.1,58.9,136.6,0.23,26.755560000000013,22.22500000000003,19.515000000000025,0.21,5.9
29,2024-03-03 10:00:00,10.0,16.0,9.6,13.0,63.0,9.6,16.0,63.0,4.2,49.0,70.0,70.0,4.2,48.0,69.0,71.0,2.6,47.0,69.0,2.5,43.0,70.0,52.0,80.0,35.0,52.0,23.9,48.7,6.2,5.1,60.1,118.2,0.27,23.8,52.3,6.2,5.2,60.2,116.4,0.3,25.4,57.6,6.2,5.1,62.3,327.0,0.23,26.89325999999999,16.56599999999998,14.98599999999999,0.19,5.9
30,2024-03-03 12:00:00,9.9,16.0,9.6,13.0,64.0,9.6,17.0,62.0,4.2,49.0,71.0,72.0,4.2,49.0,68.0,71.0,2.4,46.0,71.0,2.4,44.0,70.0,53.0,79.0,36.0,50.0,25.0,50.2,6.2,5.1,60.7,121.7,0.27,24.8,54.2,6.2,5.2,60.8,283.0,0.3,28.7,55.7,6.2,5.1,60.4,303.1,0.23,27.53856000000002,27.936000000000007,23.086,0.15,5.9
31,2024-03-03 14:00:00,9.8,16.0,9.4,14.0,61.0,9.4,17.0,63.0,4.2,48.0,69.0,72.0,4.2,47.0,69.0,73.0,2.4,47.0,69.0,2.4,44.0,70.0,51.0,81.0,36.0,55.0,23.5,47.5,6.2,5.1,58.4,113.2,0.27,23.1,52.0,6.2,5.2,59.2,276.1,0.3,27.5,56.9,6.2,5.1,62.5,195.5,0.23,34.45118999999999,10.004000000000003,11.614000000000004,0.18,5.9
32,2024-03-03 16:00:00,9.7,16.0,9.1,14.0,61.0,9.4,17.0,61.0,4.2,48.0,69.0,73.0,4.2,47.0,69.0,72.0,2.3,46.0,70.0,2.3,43.0,70.0,51.0,80.0,36.0,51.0,24.4,49.0,6.2,5.1,60.1,123.6,0.27,24.5,56.1,6.2,5.2,62.6,195.6,0.3,27.2,53.3,6.2,5.1,58.2,273.0,0.23,22.31604000000001,18.134,15.593999999999994,0.13,5.9
33,2024-03-03 18:00:00,9.9,16.0,9.4,14.0,61.0,9.5,17.0,62.0,4.2,48.0,70.0,70.0,4.2,47.0,71.0,68.0,2.6,46.0,68.0,2.7,43.0,70.0,50.0,81.0,36.0,52.0,23.6,48.9,6.2,5.1,61.0,135.7,0.27,23.7,53.6,6.2,5.2,60.4,290.0,0.3,25.6,55.3,6.2,5.1,60.1,316.9,0.23,27.44253,24.45599999999997,24.676,0.15,5.9
34,2024-03-03 20:00:00,9.7,16.0,9.4,13.0,63.0,9.4,16.0,61.0,4.1,48.0,71.0,71.0,4.2,47.0,68.0,72.0,2.2,43.0,69.0,2.2,40.0,71.0,51.0,78.0,34.0,49.0,23.7,48.4,6.2,5.1,59.8,119.6,0.27,23.6,53.2,6.2,5.2,60.0,290.4,0.3,24.6,54.4,6.2,5.1,60.0,136.1,0.23,25.94735999999991,21.931000000000004,17.591,0.19,5.9
35,2024-03-03 22:00:00,9.7,16.0,9.3,13.0,60.0,9.4,16.0,62.0,4.1,47.0,69.0,72.0,4.2,47.0,69.0,74.0,2.2,44.0,70.0,2.2,40.0,70.0,51.0,78.0,35.0,50.0,24.0,51.2,6.2,5.1,62.7,240.0,0.27,23.8,52.7,6.2,5.2,59.7,285.5,0.3,24.6,52.3,6.2,5.1,57.7,221.6,0.23,25.212060000000086,29.16300000000001,26.90300000000001,0.16,5.9
36,2024-03-04 00:00:00,9.8,16.0,9.3,13.0,62.0,9.3,16.0,63.0,4.1,48.0,68.0,71.0,4.1,47.0,68.0,73.0,2.4,44.0,69.0,2.4,40.0,70.0,51.0,76.0,33.0,49.0,23.4,46.6,6.2,5.1,58.5,114.9,0.27,23.3,50.5,6.2,5.2,58.4,110.9,0.3,24.0,56.2,6.2,5.1,61.4,327.8,0.23,26.893439999999995,27.967000000000013,26.37699999999998,0.15,5.9
37,2024-03-04 02:00:00,9.9,16.0,9.5,13.0,61.0,9.6,16.0,62.0,4.1,48.0,69.0,72.0,4.2,47.0,69.0,74.0,2.3,43.0,70.0,2.3,40.0,70.0,51.0,78.0,33.0,50.0,23.7,47.0,6.2,5.1,58.6,111.4,0.27,23.6,52.4,6.2,5.2,59.9,289.8,0.3,24.2,52.1,6.2,5.1,57.7,241.7,0.23,28.700197499999994,21.63599999999999,20.645999999999987,0.16,6.0
38,2024-03-04 04:00:00,9.8,16.0,9.4,13.0,63.0,9.4,16.0,63.0,4.1,48.0,67.0,71.0,4.1,47.0,70.0,75.0,2.1,44.0,69.0,2.1,40.0,70.0,51.0,79.0,34.0,50.0,24.5,50.3,6.2,5.1,61.8,140.2,0.27,24.5,51.3,6.2,5.2,57.9,110.8,0.3,24.9,57.2,6.2,5.1,61.3,326.8,0.23,29.09497499999999,25.269000000000005,23.309,0.19,6.0
39,2024-03-04 06:00:00,9.9,16.0,9.4,13.0,61.0,9.5,16.0,62.0,4.1,48.0,70.0,73.0,4.2,47.0,68.0,71.0,2.4,44.0,69.0,2.4,40.0,71.0,51.0,77.0,34.0,51.0,23.5,50.0,6.2,5.1,61.7,144.5,0.27,23.3,50.3,6.2,5.2,57.9,108.3,0.3,24.1,54.3,6.2,5.1,60.1,137.1,0.23,29.4667425,22.817999999999984,20.937999999999995,0.13,6.0
40,2024-03-04 08:00:00,10.0,16.0,9.5,13.0,61.0,9.5,16.0,62.0,4.1,49.0,68.0,72.0,4.2,47.0,69.0,71.0,2.3,43.0,71.0,2.3,40.0,70.0,51.0,80.0,34.0,49.0,24.1,49.1,6.2,5.1,60.3,121.0,0.27,24.1,51.8,6.2,5.2,59.0,116.1,0.3,25.2,52.9,6.2,5.1,58.0,117.8,0.23,29.02477500000001,20.875,19.195,0.15,6.0
41,2024-03-04 10:00:00,10.0,16.0,9.5,13.0,62.0,9.6,16.0,62.0,4.2,48.0,72.0,72.0,4.2,47.0,69.0,73.0,2.5,45.0,69.0,2.5,42.0,70.0,51.0,80.0,35.0,53.0,24.0,50.4,6.2,5.1,61.3,345.0,0.27,23.9,50.7,6.2,5.2,58.2,108.5,0.3,25.7,55.8,6.2,5.1,61.6,159.0,0.23,28.86477750000001,15.186999999999998,12.20700000000003,0.12,6.0
42,2024-03-04 12:00:00,9.8,16.0,9.4,13.0,61.0,9.5,17.0,62.0,4.1,48.0,71.0,73.0,4.2,47.0,71.0,72.0,2.6,45.0,69.0,2.6,43.0,70.0,51.0,78.0,35.0,53.0,23.0,46.5,6.2,5.1,58.1,107.3,0.27,22.8,49.0,6.2,5.2,56.6,169.6,0.3,26.1,51.0,6.2,5.1,56.8,163.6,0.23,28.575105000000004,22.785999999999973,23.02599999999999,0.15,6.0
43,2024-03-04 14:00:00,9.8,16.0,9.6,14.0,62.0,9.7,17.0,62.0,4.2,47.0,71.0,72.0,4.2,47.0,71.0,72.0,2.5,44.0,70.0,2.6,42.0,70.0,51.0,84.0,35.0,54.0,23.9,47.7,6.2,5.1,58.3,113.8,0.27,23.6,51.2,6.2,5.2,58.8,118.2,0.3,27.2,56.4,6.2,5.1,61.1,322.8,0.23,32.6001,18.731000000000016,16.601000000000028,0.1,6.0
44,2024-03-04 16:00:00,10.0,16.0,9.6,14.0,63.0,9.6,17.0,62.0,4.1,47.0,68.0,71.0,4.2,47.0,69.0,72.0,2.2,44.0,71.0,2.3,42.0,70.0,51.0,80.0,34.0,52.0,23.5,47.4,6.2,5.1,58.0,103.3,0.27,23.3,52.9,6.2,5.2,59.5,284.4,0.3,25.9,52.1,6.2,5.1,57.2,276.8,0.23,29.141775,21.070000000000007,17.99000000000001,0.09,6.0
45,2024-03-04 18:00:00,9.8,16.0,9.4,14.0,60.0,9.5,17.0,62.0,4.1,47.0,70.0,74.0,4.2,46.0,68.0,75.0,2.1,43.0,70.0,2.2,41.0,70.0,51.0,80.0,33.0,51.0,22.4,45.0,6.2,5.1,56.8,243.6,0.27,22.3,50.5,6.2,5.2,59.0,115.9,0.3,23.7,51.0,6.2,5.1,57.3,108.7,0.23,29.257117499999985,27.299999999999983,26.409999999999982,0.15,6.0
46,2024-03-04 20:00:00,9.8,16.0,9.4,14.0,60.0,9.5,17.0,62.0,4.1,47.0,70.0,74.0,4.2,46.0,68.0,75.0,2.1,43.0,70.0,2.2,41.0,70.0,51.0,80.0,33.0,51.0,22.4,45.0,6.2,5.1,56.8,243.6,0.27,22.3,50.5,6.2,5.2,59.0,115.9,0.3,23.7,51.0,6.2,5.1,57.3,108.7,0.23,28.888860000000005,24.40000000000001,21.43000000000001,0.13,6.0
47,2024-03-04 22:00:00,9.8,15.0,9.4,13.0,61.0,9.5,16.0,61.0,4.1,47.0,69.0,72.0,4.1,46.0,68.0,70.0,2.3,41.0,71.0,2.3,39.0,69.0,49.0,78.0,31.0,50.0,22.5,48.2,6.2,5.1,60.6,122.7,0.27,22.5,49.0,6.2,5.2,56.8,148.8,0.3,23.1,51.2,6.2,5.1,57.1,106.8,0.23,28.977585000000005,26.13100000000001,24.951000000000008,0.17,6.0
48,2024-03-05 00:00:00,9.9,16.0,9.4,12.0,63.0,9.5,16.0,62.0,4.1,47.0,71.0,71.0,4.2,46.0,73.0,71.0,2.5,42.0,69.0,2.5,39.0,70.0,50.0,80.0,31.0,51.0,23.3,46.7,6.2,5.1,58.5,105.9,0.27,23.4,52.3,6.2,5.2,60.1,129.6,0.3,23.6,51.7,6.2,5.1,57.2,110.2,0.23,29.734575000000003,16.626999999999995,14.946999999999989,0.13,6.0
49,2024-03-05 02:00:00,9.9,16.0,9.6,12.0,61.0,9.7,16.0,62.0,4.1,47.0,70.0,72.0,4.2,46.0,68.0,70.0,2.6,42.0,70.0,2.6,39.0,70.0,50.0,82.0,31.0,53.0,23.1,47.5,6.2,5.1,59.7,113.4,0.27,23.2,49.2,6.2,5.2,56.9,105.9,0.3,23.4,52.9,6.2,5.1,58.7,123.3,0.23,32.3958775,23.02199999999999,23.002000000000013,0.19,6.6
50,2024-03-05 04:00:00,10.0,16.0,9.6,12.0,60.0,9.7,16.0,61.0,4.1,47.0,71.0,71.0,4.1,46.0,68.0,73.0,2.4,41.0,69.0,2.4,39.0,71.0,50.0,79.0,31.0,51.0,23.1,45.2,6.2,5.1,56.9,252.1,0.27,23.1,50.5,6.2,5.2,58.4,116.2,0.3,23.1,51.4,6.2,5.1,57.2,114.1,0.23,32.12562249999999,25.830000000000013,23.75000000000001,0.15,6.6
51,2024-03-05 06:00:00,9.9,15.0,9.5,12.0,62.0,9.5,16.0,62.0,4.1,47.0,69.0,73.0,4.1,46.0,69.0,72.0,2.3,40.0,70.0,2.3,39.0,70.0,50.0,78.0,32.0,50.0,22.6,45.2,6.2,5.1,57.4,102.3,0.27,22.5,51.3,6.2,5.2,59.8,125.2,0.3,22.6,51.0,6.2,5.1,57.1,282.9,0.23,32.265372500000005,14.677999999999995,15.137999999999993,0.21,6.6
52,2024-03-05 08:00:00,9.9,16.0,9.5,12.0,61.0,9.5,16.0,62.0,4.2,47.0,69.0,72.0,4.2,46.0,69.0,73.0,2.4,41.0,71.0,2.3,39.0,70.0,50.0,80.0,35.0,50.0,23.5,49.7,6.2,5.1,61.7,184.8,0.27,23.6,50.8,6.2,5.2,58.4,113.0,0.3,23.8,52.5,6.2,5.1,58.1,118.6,0.23,32.3988875,22.25900000000001,19.59900000000001,0.17,6.6
53,2024-03-05 10:00:00,10.01,16.0,9.6,12.0,61.0,9.6,16.0,62.0,4.2,47.0,70.0,73.0,4.2,46.0,71.0,74.0,2.3,41.0,71.0,2.3,40.0,70.0,50.0,79.0,32.0,51.0,23.5,49.4,6.2,5.1,60.7,136.9,0.27,23.4,51.6,6.2,5.2,58.6,282.1,0.3,24.3,54.7,6.2,5.1,60.6,152.8,0.23,31.689495000000008,24.385000000000005,26.055,0.15,6.7
54,2024-03-05 12:00:00,9.9,16.0,9.6,13.0,62.0,9.6,16.0,62.0,4.2,47.0,69.0,72.0,4.2,46.0,70.0,73.0,2.4,42.0,70.0,2.3,40.0,70.0,50.0,83.0,33.0,54.0,23.5,50.7,6.2,5.1,61.9,252.1,0.27,23.3,50.5,6.2,5.2,58.0,119.0,0.3,25.6,53.6,6.2,5.1,59.2,129.9,0.23,32.270855,18.06899999999999,15.458999999999994,0.12,6.7
55,2024-03-05 14:00:00,9.9,16.0,9.5,13.0,60.0,9.5,17.0,62.0,4.2,48.0,70.0,72.0,4.2,46.0,71.0,72.0,2.3,42.0,70.0,2.3,40.0,70.0,50.0,80.0,33.0,51.0,23.8,46.8,6.2,5.1,60.6,141.6,0.27,23.0,53.6,6.2,5.2,60.9,291.2,0.3,25.9,54.2,6.2,5.1,60.3,149.8,0.23,32.7224625,14.856000000000035,13.896,0.18,6.7
