,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1/1|P сеп. |кгс/см²,С-1/1|t жидкости |°С,С-1/1|L жидкости| см,С-1/2|P сеп. |кгс/см²,С-1/2|t жидкости |°С,С-1/2|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3/1|t жидкости|°С,С-3/1|L нефти|см,С-3/2|t жидкости|°С,С-3/2|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Добыча воды за 2 ч,"Добыча воды за 2 ч, расч","Добыча воды за 2 ч, расч, по ТОРам",Показания влагомера,Расход пресной воды
446,2024-04-10 00:00:00,9.6,16.0,9.2,16.0,63.0,9.3,16.0,61.0,4.2,50.0,75.0,72.0,4.3,50.0,75.0,73.0,2.3,50.0,74.0,2.3,49.0,74.0,54.0,78.0,42.0,49.0,24.2,52.4,6.3,5.3,61.5,128.5,0.25,23.7,53.7,6.5,5.4,61.4,136.1,0.24,27.3,57.4,6.6,5.4,63.2,325.2,0.23,28.60727800000025,16.86099999999999,15.950999999999986,0.18,10.0
447,2024-04-10 02:00:00,9.6,16.0,9.3,15.0,62.0,9.3,15.0,62.0,4.2,51.0,74.0,71.0,4.2,50.0,75.0,71.0,2.3,48.0,74.0,2.4,48.0,76.0,53.0,78.0,42.0,49.0,24.3,52.5,6.1,5.1,61.6,131.5,0.25,24.1,53.2,6.1,5.1,60.8,132.0,0.24,27.4,57.9,6.1,5.1,63.9,328.9,0.23,24.31658610000001,23.866000000000007,22.075999999999983,0.21,10.5
448,2024-04-10 04:00:00,9.6,16.0,9.2,15.0,62.0,9.2,14.0,61.0,4.2,50.0,75.0,72.0,4.2,50.0,74.0,72.0,2.4,48.0,75.0,2.4,48.0,76.0,53.0,78.0,42.0,49.0,24.2,54.8,6.3,5.3,64.4,254.5,0.25,23.9,56.1,6.3,5.4,63.9,182.5,0.24,27.2,53.3,6.4,5.2,59.7,197.1,0.23,24.29764320000004,22.86099999999999,22.041000000000007,0.24,10.5
449,2024-04-10 06:00:00,9.5,16.0,9.2,15.0,60.0,9.2,14.0,62.0,4.2,50.0,75.0,72.0,4.2,50.0,75.0,72.0,2.4,48.0,74.0,2.4,48.0,75.0,53.0,78.0,42.0,49.0,24.0,51.0,6.3,5.3,60.3,123.4,0.25,23.8,55.9,6.3,5.2,63.3,283.6,0.24,27.1,56.9,6.2,5.2,63.7,185.8,0.23,24.2473998,15.359999999999992,11.010000000000003,0.24,10.5
450,2024-04-10 08:00:00,9.7,16.0,9.2,14.0,61.0,9.2,14.0,61.0,4.2,50.0,76.0,72.0,4.3,50.0,76.0,73.0,2.4,48.0,74.0,2.5,48.0,75.0,54.0,80.0,41.0,53.0,24.2,51.7,6.5,5.4,60.6,123.6,0.25,23.8,56.6,6.5,5.5,63.8,282.6,0.24,27.6,58.7,6.5,5.4,64.4,258.4,0.23,24.594632099999732,22.880000000000017,22.18000000000002,0.27,10.5
451,2024-04-10 10:00:00,9.6,16.0,9.4,15.0,61.0,9.4,15.0,63.0,4.2,50.0,76.0,73.0,4.3,50.0,74.0,73.0,2.5,49.0,75.0,2.5,49.0,75.0,54.0,80.0,42.0,52.0,23.2,54.8,6.2,5.2,63.2,158.7,0.25,22.9,53.7,6.2,5.2,60.9,265.7,0.24,27.8,55.0,6.1,5.1,61.0,304.8,0.23,23.69781180000009,19.356999999999985,17.72699999999999,0.27,10.5
452,2024-04-10 12:00:00,9.7,16.0,9.2,15.0,64.0,9.2,15.0,61.0,4.2,50.0,76.0,73.0,4.2,50.0,74.0,67.0,2.1,49.0,74.0,2.1,48.0,75.0,54.0,82.0,42.0,53.0,23.5,54.4,6.1,5.1,62.9,314.4,0.25,23.5,54.0,6.4,5.3,60.9,267.2,0.24,28.0,54.0,6.5,5.4,60.0,124.4,0.23,23.440741199999994,26.379000000000005,24.77899999999999,0.24,10.5
453,2024-04-10 14:00:00,9.7,16.0,9.4,15.0,62.0,9.4,15.0,62.0,4.3,51.0,75.0,73.0,4.3,50.0,75.0,70.0,2.6,48.0,73.0,2.6,48.0,76.0,53.0,76.0,42.0,50.0,24.4,51.4,6.5,5.4,60.1,120.8,0.25,24.0,52.3,6.4,5.4,60.3,128.6,0.24,28.1,56.4,6.3,5.4,63.4,181.8,0.23,24.60007920000005,19.559,18.119,0.24,10.5
454,2024-04-10 16:00:00,9.5,16.0,9.2,15.0,61.0,9.2,15.0,62.0,4.2,50.0,77.0,70.0,4.2,50.0,73.0,69.0,2.6,48.0,75.0,2.6,48.0,75.0,53.0,79.0,42.0,48.0,24.0,54.6,5.8,5.0,63.5,168.9,0.25,23.7,57.4,5.9,5.0,64.5,208.3,0.24,28.3,54.2,6,5.0,60.4,129.7,0.23,23.620820700000003,24.724999999999994,24.415,0.18,10.5
455,2024-04-10 18:00:00,9.7,16.0,9.1,15.0,63.0,9.2,15.0,62.0,4.2,50.0,77.0,70.0,4.2,50.0,75.0,69.0,2.6,48.0,72.0,2.6,48.0,73.0,53.0,83.0,42.0,55.0,24.1,51.6,6.3,5.3,59.9,169.7,0.25,23.8,54.3,6.3,5.4,61.5,270.4,0.24,28.6,57.3,6.3,5.3,63.2,322.2,0.23,24.371626200000016,16.27499999999999,14.734999999999992,0.18,10.5
456,2024-04-10 20:00:00,9.6,16.0,9.2,15.0,62.0,9.2,15.0,63.0,4.2,50.0,75.0,70.0,4.1,50.0,74.0,70.0,2.5,48.0,74.0,2.6,47.0,74.0,52.0,82.0,42.0,56.0,23.6,54.2,6.6,5.5,63.1,156.9,0.25,23.7,52.6,6.4,5.5,60.6,129.2,0.24,26.7,54.4,6.4,5.5,61.3,138.9,0.23,25.25909700000001,17.922999999999988,18.062999999999978,0.18,10.5
457,2024-04-10 22:00:00,9.6,16.0,9.2,15.0,62.0,9.2,15.0,63.0,4.2,50.0,75.0,70.0,4.1,50.0,74.0,70.0,2.5,48.0,74.0,2.6,47.0,74.0,52.0,79.0,42.0,48.0,23.4,54.4,6.5,5.4,63.5,187.2,0.25,23.5,52.8,6.2,5.2,62.5,185.2,0.24,27.8,55.6,6.2,5.2,64.2,185.2,0.23,25.883968800000044,17.465000000000018,16.64500000000004,0.21,11.5
458,2024-04-11 00:00:00,9.7,16.0,9.3,15.0,62.0,9.3,14.0,63.0,4.2,51.0,75.0,70.0,4.2,50.0,74.0,70.0,2.5,48.0,74.0,2.5,47.0,74.0,52.0,76.0,42.0,46.0,23.9,50.5,6.2,5.2,59.8,228.2,0.25,23.7,53.7,6.2,5.2,61.8,143.1,0.24,27.2,55.9,6.2,5.1,62.0,320.0,0.23,24.914303700000016,28.99299999999998,30.503,0.21,12.5
459,2024-04-11 02:00:00,9.6,16.0,9.2,15.0,61.0,9.2,14.0,62.0,4.2,50.0,76.0,72.0,4.2,50.0,76.0,72.0,2.5,48.0,73.0,2.4,47.0,76.0,53.0,78.0,42.0,49.0,23.4,52.7,6.2,5.2,62.4,148.6,0.25,23.1,53.2,6.2,5.2,61.0,272.5,0.24,26.6,58.0,6.2,5.2,64.3,297.6,0.23,26.435408999999822,18.269000000000005,17.449,0.15,11.5
460,2024-04-11 04:00:00,9.6,16.0,9.3,15.0,62.0,9.3,14.0,62.0,4.2,50.0,76.0,71.0,4.2,50.0,74.0,70.0,2.5,48.0,73.0,2.4,47.0,75.0,53.0,82.0,42.0,56.0,21.4,54.3,6.2,5.2,64.4,299.8,0.25,24.2,52.3,6.3,5.2,60.2,133.1,0.24,26.9,53.2,6.2,5.2,59.6,232.4,0.23,28.126735,12.142999999999986,11.202999999999996,0.15,11.5
461,2024-04-11 06:00:00,9.4,16.0,9.1,15.0,64.0,9.1,14.0,62.0,4.2,50.0,76.0,72.0,4.2,50.0,74.0,71.0,2.2,48.0,75.0,2.5,47.0,76.0,53.0,78.0,42.0,49.0,22.7,52.9,6.6,5.4,63.2,181.1,0.25,21.9,52.0,6.5,5.4,60.9,141.1,0.24,25.2,53.1,6.4,5.4,60.9,145.7,0.23,27.41256699999999,42.168999999999976,43.74899999999999,0.15,11.5
462,2024-04-11 08:00:00,9.5,16.0,9.1,15.0,60.0,9.1,14.0,62.0,4.2,50.0,80.0,73.0,4.3,49.0,76.0,71.0,2.5,47.0,73.0,2.5,48.0,74.0,53.0,79.0,41.0,51.0,23.8,50.7,6.8,5.5,59.9,232.4,0.25,23.1,55.3,6.8,5.7,63.7,172.8,0.24,27.5,53.6,6.9,5.6,61.2,145.6,0.23,27.52067500000027,39.99399999999999,36.89400000000002,0.3,11.5
463,2024-04-11 10:00:00,9.6,16.0,9.3,16.0,62.0,9.3,15.0,63.0,4.2,49.0,85.0,72.0,4.3,49.0,75.0,70.0,2.4,48.0,76.0,2.5,48.0,76.0,53.0,83.0,42.0,49.0,22.5,51.7,6.6,5.5,60.8,131.5,0.25,22.0,54.5,6.6,5.5,62.3,277.8,0.24,27.7,56.4,6.6,5.4,63.0,326.5,0.23,25.791037999999997,28.19399999999999,26.333999999999985,0.3,10.5
464,2024-04-11 12:00:00,9.6,16.0,9.1,16.0,63.0,9.2,16.0,61.0,4.2,51.0,72.0,73.0,4.3,50.0,74.0,73.0,2.2,48.0,74.0,2.3,48.0,75.0,53.0,77.0,43.0,50.0,24.3,54.5,6.6,5.3,62.5,136.3,0.25,23.7,54.9,6.7,5.4,61.8,268.7,0.24,30.0,53.6,6.7,5.5,59.8,137.8,0.23,26.106626,34.57400000000001,33.534,0.3,10.5
465,2024-04-11 14:00:00,9.6,16.0,9.2,16.0,64.0,9.2,16.0,63.0,4.2,50.0,76.0,73.0,4.3,50.0,77.0,70.0,2.6,49.0,74.0,2.6,47.0,73.0,53.0,79.0,44.0,50.0,23.4,53.9,6.6,5.3,62.0,309.0,0.25,23.0,54.3,6.7,5.4,62.2,141.0,0.24,28.8,57.2,6.7,5.5,59.8,137.8,0.23,27.371889999999716,32.07500000000003,30.96000000000004,0.27,10.5
466,2024-04-11 16:00:00,9.5,16.0,9.2,16.0,62.0,9.2,16.0,62.0,4.2,51.0,77.0,73.0,4.3,50.0,76.0,73.0,2.7,49.0,75.0,2.8,47.0,76.0,51.0,70.0,42.0,46.0,23.4,52.2,6.3,5.4,59.8,186.8,0.25,22.9,54.4,6.3,5.3,62.6,144.0,0.24,28.5,55.6,6.4,5.3,61.8,313.3,0.23,27.399736000000026,12.945999999999998,11.530999999999992,0.27,10.5
467,2024-04-11 18:00:00,9.6,16.0,9.3,16.0,62.0,9.3,16.0,62.0,4.2,50.0,76.0,72.0,4.3,50.0,78.0,72.0,2.1,48.0,73.0,2.1,47.0,74.0,54.0,72.0,42.0,40.0,24.5,54.3,6.5,5.4,62.4,141.1,0.25,24.0,56.4,6.5,5.4,63.2,276.0,0.24,28.9,56.2,6.5,5.4,62.6,150.4,0.23,27.413204,18.77,18.399999999999995,0.27,10.5
468,2024-04-11 20:00:00,9.5,16.0,9.2,16.0,61.0,9.2,16.0,63.0,4.2,51.0,75.0,71.0,4.3,49.0,77.0,73.0,2.2,48.0,72.0,2.2,48.0,73.0,53.0,79.0,42.0,51.0,24.3,53.7,6.5,5.4,62.5,312.7,0.25,23.6,51.9,6.6,5.4,59.6,214.6,0.24,27.4,53.7,6.5,5.5,60.4,298.0,0.23,28.19234599999999,22.89500000000001,21.305000000000007,0.27,10.5
469,2024-04-11 22:00:00,9.6,16.0,9.2,15.0,63.0,9.2,15.0,62.0,4.2,51.0,76.0,72.0,4.2,49.0,75.0,74.0,2.2,48.0,73.0,2.2,47.0,76.0,53.0,82.0,42.0,56.0,24.7,52.9,6.6,5.3,61.1,124.2,0.25,24.1,55.1,6.7,5.4,62.4,144.4,0.24,28.1,55.9,6.7,5.5,62.6,149.1,0.23,27.57927900000001,21.28099999999999,20.350999999999992,0.27,10.5
470,2024-04-12 00:00:00,9.5,16.0,9.2,15.0,63.0,9.2,15.0,62.0,4.2,51.0,76.0,72.0,4.2,49.0,75.0,72.0,2.2,48.0,73.0,2.2,47.0,76.0,53.0,82.0,42.0,56.0,23.8,51.5,6.6,5.3,60.2,117.3,0.25,23.4,54.3,6.7,5.4,62.1,143.7,0.24,27.6,54.6,6.7,5.4,61.3,133.5,0.23,28.204995000000185,26.56000000000003,25.440000000000037,0.24,10.5
471,2024-04-12 02:00:00,9.4,16.0,9.2,15.0,63.0,9.2,15.0,62.0,4.2,50.0,76.0,72.0,4.2,50.0,76.0,72.0,2.3,49.0,73.0,2.3,47.0,75.0,53.0,78.0,42.0,49.0,24.2,53.9,6.4,5.4,62.4,141.0,0.25,23.8,54.7,6.4,5.4,61.9,274.1,0.24,28.0,56.2,6.4,5.4,62.5,318.4,0.23,23.109675000000017,19.936999999999983,19.15699999999997,0.24,11.0
472,2024-04-12 04:00:00,9.5,16.0,9.3,16.0,62.0,9.2,15.0,63.0,4.2,50.0,76.0,73.0,4.2,49.0,75.0,72.0,2.6,49.0,74.0,2.6,47.0,74.0,52.0,79.0,40.0,51.0,23.5,54.5,6.6,5.5,63.5,174.0,0.25,23.3,54.3,6.3,5.3,61.6,273.0,0.24,27.4,53.1,6.5,5.5,59.6,215.6,0.23,22.637775,22.693,22.682999999999996,0.27,11.0
473,2024-04-12 06:00:00,9.6,16.0,9.2,16.0,62.0,9.2,15.0,62.0,4.3,50.0,76.0,72.0,4.3,50.0,75.0,72.0,2.4,48.0,75.0,2.4,47.0,74.0,52.0,79.0,40.0,51.0,24.2,51.9,6.6,5.5,60.4,122.4,0.25,23.5,53.7,6.5,5.4,61.7,138.3,0.24,27.6,56.9,6.6,5.5,63.4,326.1,0.23,22.82490000000006,24.29300000000002,23.563000000000017,0.27,11.0
474,2024-04-12 08:00:00,9.5,16.0,9.2,15.0,64.0,9.3,15.0,63.0,4.2,50.0,76.0,72.0,4.3,50.0,78.0,70.0,2.4,49.0,73.0,2.5,48.0,76.0,54.0,79.0,42.0,51.0,24.4,52.3,6.6,5.4,60.1,268.2,0.25,23.8,53.0,6.7,5.5,60.8,125.9,0.24,28.3,57.2,6.5,5.5,64.3,202.4,0.23,22.305300000000003,24.186999999999983,23.296999999999983,0.21,11.0
475,2024-04-12 10:00:00,9.6,16.0,9.1,16.0,60.0,9.2,15.0,62.0,4.2,50.5,76.0,73.0,4.3,50.0,76.0,70.0,2.5,49.0,73.0,2.5,48.0,76.0,54.0,77.0,43.0,48.0,24.3,52.9,6.3,5.2,60.4,118.7,0.25,23.8,53.0,6.7,5.5,60.8,125.9,0.24,28.3,57.2,6.5,5.5,64.3,282.3,0.23,21.958575,20.40600000000001,18.67600000000001,0.24,11.0
476,2024-04-12 12:00:00,9.7,16.0,9.3,16.0,62.0,9.4,16.0,63.0,4.2,50.0,76.0,73.0,4.3,50.0,76.0,72.0,2.4,49.0,73.0,2.4,49.0,76.0,54.0,75.0,43.0,43.0,23.8,55.8,6.8,5.5,63.2,158.6,0.25,23.2,55.5,6.9,5.7,62.7,270.5,0.24,29.4,53.1,6.9,5.7,59.9,121.2,0.23,22.45852500000001,23.710000000000026,20.69000000000001,0.27,11.0
477,2024-04-12 14:00:00,9.7,16.0,9.3,16.0,64.0,9.3,16.0,63.0,4.3,50.0,76.0,70.0,4.3,50.0,76.0,73.0,2.5,49.0,76.0,2.5,48.0,76.0,53.0,72.0,43.0,40.0,24.9,55.4,6.7,5.5,62.5,306.4,0.25,24.6,53.4,6.6,5.5,60.3,252.6,0.24,31.0,57.0,6.6,5.5,63.7,167.0,0.23,21.267299999999786,13.445999999999984,10.230999999999987,0.18,11.0
478,2024-04-12 16:00:00,9.6,16.0,9.2,16.0,60.0,9.2,16.0,62.0,4.3,50.0,76.0,73.0,4.4,50.0,78.0,75.0,2.7,49.0,73.0,2.7,49.0,77.0,53.0,85.0,48.0,60.0,22.3,54.12,6.5,5.5,61.9,302.2,0.25,22.2,51.7,6.6,5.6,59.7,126.5,0.24,28.2,57.2,6.6,5.5,64.3,195.5,0.23,26.098125,7.64700000000002,10.382000000000012,0.18,11.0
479,2024-04-12 18:00:00,9.6,16.0,9.3,16.0,61.0,9.3,16.0,62.0,4.2,50.0,75.0,73.0,4.3,50.0,78.0,75.0,2.7,48.0,76.0,2.6,48.0,76.0,54.0,85.0,44.0,58.0,23.2,53.5,6.4,5.4,61.2,126.2,0.25,22.8,55.9,6.5,5.4,63.5,273.3,0.24,28.7,54.6,6.4,5.32,60.8,302.1,0.23,23.8422,26.491999999999976,26.161999999999978,0.18,11.0
480,2024-04-12 20:00:00,9.5,16.0,9.3,16.0,62.0,9.3,16.0,62.0,4.2,50.0,76.0,72.0,4.3,50.0,76.0,72.0,2.4,49.0,73.0,2.4,48.0,71.0,54.0,85.0,44.0,58.0,24.4,55.3,6.4,5.2,63.8,318.8,0.25,24.0,52.3,6.5,5.4,59.9,147.3,0.24,28.4,57.6,6.4,5.4,64.1,196.1,0.23,20.238524999999985,18.11,17.970000000000006,0.18,10.0
481,2024-04-12 22:00:00,9.6,16.0,9.3,16.0,61.0,9.1,16.0,62.0,4.2,50.0,75.0,73.0,4.3,50.0,75.0,72.0,2.5,47.0,74.0,2.4,48.0,73.0,53.0,82.0,43.0,55.0,24.3,52.1,6.2,5.2,60.2,120.6,0.25,25.2,53.2,6.3,5.3,59.7,125.9,0.24,29.3,59.9,6.4,5.3,64.5,268.5,0.23,22.213125000000183,18.716000000000022,17.856000000000016,0.28,10.0
482,2024-04-13 00:00:00,9.7,16.0,9.3,16.0,62.0,9.3,16.0,62.0,4.2,50.0,75.0,72.0,4.2,50.0,76.0,72.0,2.4,48.0,75.0,2.4,48.0,73.0,53.0,82.0,43.0,55.0,24.1,52.8,6.3,5.3,60.8,125.5,0.25,23.8,56.3,6.4,5.3,63.6,278.9,0.24,28.0,54.1,6.4,5.3,60.6,133.4,0.23,23.585174999999904,21.531999999999982,19.53199999999999,0.3,10.0
483,2024-04-13 02:00:00,9.6,16.0,9.3,15.0,61.0,9.2,15.0,62.0,4.2,50.0,77.0,72.0,4.2,50.0,76.0,72.0,2.4,49.0,75.0,2.4,47.0,75.0,53.0,80.0,42.0,53.0,23.5,54.1,6.2,5.2,62.9,318.0,0.25,23.2,51.9,6.2,5.2,59.8,146.5,0.24,27.0,54.6,6.2,5.2,61.0,309.3,0.23,24.365901000000008,21.753000000000007,20.353,0.3,10.5
484,2024-04-13 04:00:00,9.5,16.0,9.2,15.0,62.0,9.2,15.0,62.0,4.2,51.0,76.0,71.0,4.2,50.0,77.0,71.0,2.5,49.0,74.0,2.5,47.0,75.0,53.0,80.0,42.0,53.0,24.2,51.4,6.3,5.3,60.4,279.8,0.25,24.2,54.5,6.3,5.3,62.1,143.1,0.24,27.8,53.4,6.3,5.3,59.8,168.9,0.23,24.421929,21.679999999999986,20.869999999999983,0.24,10.5
485,2024-04-13 06:00:00,9.5,16.0,9.2,15.0,62.0,9.2,15.0,62.0,4.2,51.0,75.0,72.0,4.2,50.0,77.0,72.0,2.4,49.0,73.0,2.4,47.0,75.0,53.0,80.0,42.0,53.0,23.5,52.8,6.4,5.4,61.1,298.2,0.25,23.1,52.3,6.4,5.4,60.2,127.3,0.24,27.0,53.5,6.4,5.4,60.2,128.9,0.23,24.37354850000012,28.061000000000007,25.466,0.24,10.5
486,2024-04-13 08:00:00,9.6,16.0,9.2,15.0,60.0,9.2,15.0,62.0,4.3,51.0,75.0,79.0,4.2,50.0,75.0,78.0,2.4,49.0,74.0,2.5,47.0,74.0,53.0,82.0,42.0,50.0,23.9,52.8,6.7,5.5,61.1,128.2,0.25,23.3,55.7,6.6,5.5,63.4,278.4,0.24,27.8,57.3,6.6,5.5,63.8,327.5,0.23,24.962245,19.88799999999999,17.703000000000007,0.18,10.5
487,2024-04-13 10:00:00,9.6,16.0,9.3,15.0,61.0,9.3,15.0,62.0,4.2,50.0,75.0,72.0,4.3,50.0,78.0,74.0,2.3,49.0,76.0,2.3,48.0,75.0,54.0,84.0,42.0,54.0,24.2,57.3,6.4,5.3,64.5,227.0,0.25,23.8,54.5,6.4,5.4,61.4,266.7,0.24,29.2,53.9,6.3,5.4,60.4,285.3,0.23,23.7169905,18.67800000000001,16.768000000000008,0.18,10.5
488,2024-04-13 12:00:00,9.7,16.0,9.1,16.0,61.0,9.2,15.0,15.0,4.2,51.0,76.0,71.0,4.3,50.0,78.0,71.0,2.5,50.0,73.0,2.3,48.0,76.0,54.0,80.0,41.0,53.0,24.1,52.3,6.2,5.3,59.8,252.4,0.25,23.8,52.5,6.2,5.2,60.1,119.6,0.24,28.9,55.6,6.2,5.3,62.5,146.4,0.23,24.67719450000001,22.604,21.494,0.18,10.5
489,2024-04-13 14:00:00,9.4,16.0,9.2,16.0,63.0,9.2,15.0,63.0,4.2,51.0,76.0,72.0,4.3,50.0,78.0,71.0,2.4,49.0,73.0,2.4,48.0,76.0,54.0,80.0,41.0,50.0,24.6,53.9,6.7,5.4,61.1,117.5,0.25,24.0,54.4,6.7,5.5,62.4,137.5,0.24,30.5,57.3,6.6,5.4,63.8,180.0,0.23,24.27541899999988,25.97000000000001,25.6,0.3,10.5
490,2024-04-13 16:00:00,9.6,16.0,9.4,15.0,60.0,9.3,15.0,62.0,4.2,51.0,76.0,71.0,4.2,50.0,77.0,73.0,2.5,49.0,74.0,2.5,48.0,76.0,53.0,83.0,40.0,53.0,24.0,54.5,6.3,5.2,62.2,310.0,0.25,23.67,52.8,6.2,5.3,60.0,253.3,0.24,28.8,53.8,6.2,5.2,60.2,120.9,0.23,24.391338999999995,19.05599999999999,17.26599999999999,0.3,10.5
491,2024-04-13 18:00:00,9.4,16.0,9.3,15.0,62.0,9.4,15.0,63.0,4.2,51.0,76.0,73.0,4.3,50.0,71.0,76.0,2.2,48.0,70.0,2.3,47.0,68.0,53.0,80.0,40.0,48.0,24.3,55.5,6.7,5.7,64.0,315.2,0.25,23.4,53.3,6.7,5.6,60.8,264.2,0.24,27.8,52.8,6.5,5.5,59.8,121.7,0.23,23.813671,9.634000000000029,6.794000000000018,0.3,11.5
492,2024-04-13 20:00:00,9.5,16.0,9.2,15.0,62.0,9.2,15.0,63.0,4.2,50.0,76.0,73.0,4.3,50.0,77.0,75.0,2.3,49.0,73.0,2.3,46.0,73.0,53.0,80.0,40.0,48.0,24.1,51.8,6.6,5.6,60.1,115.9,0.25,23.5,53.9,6.6,5.6,61.8,135.4,0.24,27.7,57.7,6.6,5.5,64.2,281.7,0.23,24.203613,27.139999999999997,30.739999999999988,0.3,11.5
493,2024-04-13 22:00:00,9.6,16.0,9.2,15.0,61.0,9.2,15.0,62.0,4.2,50.0,77.0,72.0,4.2,50.0,75.0,74.0,2.2,49.0,78.0,2.2,46.0,73.0,53.0,80.0,40.0,48.0,24.4,54.4,6.5,5.4,63.4,321.2,0.25,24.0,53.4,6.5,5.5,60.1,262.1,0.24,27.6,56.5,6.6,5.5,63.3,167.2,0.23,24.6901549999999,26.56199999999999,26.541999999999977,0.3,11.5
494,2024-04-14 00:00:00,9.5,16.0,9.1,15.0,62.0,9.2,15.0,61.0,4.2,50.0,76.0,73.0,4.2,50.0,75.0,76.0,2.2,49.0,75.0,2.1,46.0,74.0,52.0,82.0,0.0,50.0,23.4,53.0,6.6,5.4,62.9,311.8,0.25,23.0,52.6,6.4,5.4,60.7,131.7,0.24,26.5,56.6,6.6,5.5,63.8,186.7,0.23,24.33555250000009,14.752000000000017,14.212000000000018,0.4,11.5
495,2024-04-14 02:00:00,9.5,16.0,9.2,15.0,61.0,9.2,15.0,62.0,4.2,50.0,75.0,72.0,4.2,50.0,75.0,74.0,2.2,49.0,75.0,2.2,45.0,80.0,52.0,80.0,42.0,53.0,24.4,52.4,6.5,5.3,60.9,127.0,0.25,24.1,57.0,6.5,5.4,64.2,203.9,0.24,27.8,57.1,6.7,5.4,63.1,327.2,0.23,24.46672299999999,38.109,33.80899999999998,0.34,10.5
496,2024-04-14 04:00:00,9.6,16.0,9.2,15.0,62.0,9.2,15.0,61.0,4.2,50.0,76.0,71.0,4.2,50.0,76.0,75.0,2.2,49.0,76.0,2.2,46.0,75.0,53.0,88.0,40.0,55.0,24.0,52.7,6.4,5.2,61.7,131.0,0.25,23.5,56.1,6.6,5.4,63.6,280.6,0.24,27.2,55.9,6.6,5.4,62.0,320.0,0.23,23.637134999999997,0.0809999999999959,2.2509999999999977,0.36,10.5
497,2024-04-14 06:00:00,9.6,16.0,9.3,15.0,62.0,9.3,14.0,62.0,4.2,50.0,76.0,72.0,4.2,50.0,77.0,74.0,2.3,48.0,74.0,2.3,45.0,74.0,52.0,80.0,40.0,52.0,24.3,53.8,6.4,5.4,62.9,320.2,0.25,23.9,52.8,6.4,5.4,60.7,127.9,0.24,24.1,52.6,6.4,5.3,60.4,186.9,0.23,23.954353499999996,27.327000000000005,25.62700000000001,0.5,10.5
498,2024-04-14 08:00:00,9.7,16.0,9.4,15.0,63.0,9.3,14.0,62.0,4.2,50.0,77.0,72.0,4.3,50.0,76.0,73.0,2.4,48.0,75.0,2.4,45.0,75.0,53.0,83.0,39.0,51.0,24.2,54.8,6.2,5.3,63.3,321.4,0.25,23.8,52.6,6.2,5.4,60.0,123.0,0.24,28.2,57.3,6.3,5.2,64.0,183.5,0.23,23.075232000000007,19.06000000000001,17.46,0.4,10.5
499,2024-04-14 10:00:00,9.8,16.0,9.3,15.0,61.0,9.4,15.0,62.0,4.2,50.0,76.0,72.0,4.3,50.0,77.0,74.0,2.4,49.0,73.0,2.4,46.0,74.0,53.0,78.0,39.0,48.0,24.6,52.8,6.4,5.4,61.2,303.5,0.25,24.3,53.9,6.4,5.4,61.73,136.8,0.24,28.9,57.2,6.4,5.5,63.2,325.5,0.23,23.823965,27.398999999999997,24.759,0.27,10.5
500,2024-04-14 12:00:00,9.7,16.0,9.3,15.0,61.0,9.3,15.0,62.0,4.2,50.0,76.0,72.0,4.3,50.0,78.0,72.0,2.4,49.0,73.0,2.4,46.0,70.0,53.0,85.0,39.0,56.0,23.5,52.1,6.4,5.3,60.2,117.9,0.25,23.1,55.4,6.4,5.3,62.8,277.7,0.24,27.9,54.7,6.4,5.5,60.9,309.5,0.23,22.613337999999995,20.504000000000023,19.46399999999999,0.27,10.5
501,2024-04-14 14:00:00,9.7,16.0,9.2,15.0,61.0,9.3,15.0,62.0,4.2,52.0,76.0,73.0,4.3,50.0,78.0,72.0,2.4,49.0,69.0,2.5,46.0,75.0,53.0,83.0,40.0,53.0,24.0,53.4,6.6,5.6,62.0,136.8,0.25,23.5,54.2,6.6,5.5,61.9,140.6,0.24,28.7,54.7,6.5,5.4,61.8,146.3,0.23,24.05781650000001,23.036999999999985,23.176999999999985,0.27,10.5
