,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2|P сеп. |кгс/см²,С-2|t жидкости|°С,С-2|L межфазный|см,С-2|L нефти|см,ОН-1|t жидкости|°С,ОН-1|L межфазный|см,ОН-1|P отс. |кгс/см²,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,БЕВ-1|L воды|см,БЕВ-1|V воды|м3,БЕВ-1|V нефти,БЕВ-1|t воды,Расход пресной воды,Добыча воды за 2ч,Показания влагомера
1238,2022-04-16 18:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,25.6,60.3,3.5,3.2,64,159.4,0.2,26.5,58.2,3.4,3.2,61.1,123.8,0.2,102.0,30.403,0.0,35.0,8.5,0.3325199999999998,0.22
1239,2022-04-16 20:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,30.4,55.8,3.5,3.2,60.1,139.1,0.2,29.9,56.4,3.4,3.2,59.5,126.3,0.2,124.0,39.607,0.0,35.0,8.2,0.3340649999999999,0.21
1240,2022-04-16 22:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,30.7,56.7,3.5,3.2,60.7,236.1,0.2,30.9,61.2,3.4,3.2,63.6,149.2,0.2,142.0,47.331,0.0,35.0,8.2,0.3526800000000001,0.23
1241,2022-04-17 00:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,29,55.2,3.5,3.2,59.6,252.3,0.2,29.0,55.7,3.4,3.2,58.3,123.6,0.2,158.0,54.242,0.0,35.0,8.4,0.335995,0.23
1242,2022-04-17 02:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,25,57.5,3.8,3.2,61.3,256.9,0.2,25.4,55.6,3.8,3.2,58.2,123.6,0.2,176.0,61.966,0.0,35.0,8.4,0.4410489999999999,0.23
1243,2022-04-17 04:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,22.4,59.0,3.5,3.2,62.3,150.5,0.2,24.7,60.1,3.5,3.2,62.7,172.7,0.2,135.0,44.315,0.0,35.0,8.4,0.4109220000000003,0.23
1244,2022-04-17 06:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,22.4,59.0,3.5,3.2,62.3,150.5,0.2,24.7,60.1,3.5,3.2,62.7,172.7,0.2,97.0,28.369,0.0,35.0,8.4,0.4214699999999998,0.23
1245,2022-04-17 08:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,53.0,38.0,8.0,29.5,55.1,3.5,3.3,59.3,138,0.2,31.9,58.4,3.4,3.1,61.2,127.8,0.2,115.0,35.8,0.0,35.0,8.4,0.402714,0.23
1246,2022-04-17 10:00:00,5.5,13.0,5.0,13.0,66.0,3,57.0,52.0,73.0,0.8,52.0,52.0,38.0,8.0,27.6,57.9,3.3,3.1,62.5,170.9,0.2,27.4,57.9,3.2,3.0,61.7,230.4,0.2,133.0,43.456,0.0,35.0,8.3,0.3903120000000001,0.22
1247,2022-04-17 12:00:00,5.5,13.0,5.0,13.0,66.0,3,57.0,52.0,73.0,0.8,52.0,52.0,38.0,8.0,27.6,57.9,3.3,3.1,62.5,158.2,0.2,27.4,57.9,3.2,3.0,61.7,121.8,0.2,149.0,50.354,0.0,35.0,8.3,0.4127219999999997,0.22
1248,2022-04-17 14:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,52.0,73.0,0.8,52.0,53.0,38.0,8.0,27.7,57.0,3.5,3.2,61.2,249.4,0.2,26.9,57.1,3.4,3.1,59.6,122.3,0.2,177.0,62.391,0.0,35.0,8.4,0.3927000000000001,0.23
1249,2022-04-17 16:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,52.0,73.0,0.8,52.0,53.0,38.0,8.0,22.4,58.5,3.4,3.2,61.2,136.3,0.2,18.9,55.8,3.5,3.3,59.2,124.0,0.2,194.0,69.525,0.0,35.0,8.4,0.40818,0.23
1250,2022-04-17 18:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,52.0,73.0,0.8,52.0,53.0,38.0,8.0,26.3,55.0,3.6,3.2,58.3,135.7,0.2,26.5,59.4,3.6,3.2,62.1,131.4,0.2,211.0,76.403,0.0,35.0,8.5,0.397926,0.23
1251,2022-04-17 20:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,52.0,73.0,0.8,52.0,53.0,38.0,8.0,26,55.6,3.6,3.2,59.1,137.2,0.2,26.6,55.9,3.6,3.2,58.3,122.1,0.2,80.0,21.673,0.0,35.0,8.5,0.3964620000000001,0.21
1252,2022-04-17 22:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,52.0,73.0,0.8,52.0,53.0,38.0,8.0,17.4,56.9,3.5,3.2,59.8,137.7,0.2,19.8,57.1,3.5,3.2,59.0,122.5,0.2,109.0,33.292,0.0,35.0,8.5,0.4154999999999998,0.23
1253,2022-04-18 00:00:00,5.5,13.0,5.0,13.0,65.0,3,57.0,52.0,73.0,0.8,52.0,53.0,38.0,8.0,26.5,58.1,3.6,3.2,61.4,141.8,0.2,26.6,57.1,3.6,3.2,60.2,123.6,0.2,118.0,37.064,0.0,35.0,8.5,0.4025520000000002,0.22
1254,2022-04-18 02:00:00,5.5,14.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,50.0,38.0,8.0,23.7,55.8,3.6,3.2,60.8,140.6,0.2,23.4,56.6,3.6,3.2,60.4,123.6,0.2,146.0,49.058,0.0,35.0,8.7,0.6543500000000004,0.23
1255,2022-04-18 04:00:00,5.5,14.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,50.0,38.0,8.0,30.7,55.8,3.6,3.2,59.1,157.4,0.2,31.5,56.4,3.6,3.2,59.0,125.1,0.2,163.0,56.397,0.0,35.0,8.7,0.4993519999999997,0.23
1256,2022-04-18 06:00:00,5.5,14.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,50.0,38.0,8.0,30.7,55.8,3.6,3.2,59.1,157.4,0.2,31.5,56.4,3.6,3.2,59.0,125.1,0.2,72.0,18.667,0.0,35.0,8.7,0.4879280000000001,0.24
1257,2022-04-18 08:00:00,5.5,14.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,50.0,38.0,8.0,30.7,55.8,3.6,3.2,59.1,148.8,0.2,31.5,56.4,3.6,3.2,59.0,127.3,0.2,93.6,26.761,0.0,35.0,8.7,0.4666269999999997,0.23
1258,2022-04-18 10:00:00,5.5,14.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,50.0,38.0,8.0,26.5,54.3,3.7,3.2,58.1,129.7,0.2,26.4,55.3,3.6,3.1,58.4,119.3,0.2,120.0,37.909,0.0,35.0,8.7,0.4469010000000005,0.23
1259,2022-04-18 12:00:00,5.5,14.0,5.0,13.0,65.0,3,57.0,53.0,73.0,0.8,52.0,50.0,38.0,8.0,26.5,54.3,3.7,3.2,58.1,131,0.2,26.4,55.3,3.6,3.1,58.4,120.4,0.2,139.0,46.037,0.0,35.0,8.8,0.4400060000000001,0.22
1260,2022-04-18 14:00:00,5.5,14.0,5.0,14.0,65.0,3,57.0,52.0,72.0,0.8,52.0,48.0,38.0,8.0,30.7,57.4,3.6,3.2,61.1,130.5,0.2,28.9,57.4,3.5,3.1,59.9,120.7,0.2,158.0,54.242,0.0,35.0,8.8,0.4803539999999996,0.24
1261,2022-04-18 16:00:00,5.5,14.0,5.0,14.0,65.0,3,57.0,52.0,73.0,0.8,52.0,48.0,38.0,8.0,25.6,55.2,3.5,3.3,59.1,242.5,0.2,27.2,59.8,3.6,3.3,62.6,138.0,0.2,176.0,61.966,0.0,35.0,8.7,0.4711070000000003,0.22
1262,2022-04-18 18:00:00,5.5,14.0,5.0,14.0,65.0,3,57.0,52.0,73.0,0.8,52.0,50.0,38.0,8.0,29.9,56.7,3.4,3.2,61.8,144.8,0.2,28.4,55.7,3.4,3.1,59.5,122.7,0.2,193.0,69.112,0.0,35.0,8.5,0.4654859999999997,0.23
1263,2022-04-18 20:00:00,5.5,14.0,5.0,14.0,65.0,3,56.0,53.0,73.0,0.8,52.0,51.0,45.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.4,55.0,3.8,3.1,61.8,244.1,0.2,78.0,20.912,0.0,35.0,8.4,0.4400689999999999,0.23
1264,2022-04-18 22:00:00,5.5,14.0,5.0,14.0,65.0,3,54.0,53.0,73.0,0.8,50.0,51.0,45.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,53.4,3.8,3.1,58.3,243.3,0.2,100.0,29.586,0.0,35.0,8.3,0.4489239999999998,0.24
1265,2022-04-19 00:00:00,5.5,14.0,5.0,14.0,65.0,3,54.0,53.0,73.0,0.8,50.0,51.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.6,52.1,3.8,3.1,58.8,151.0,0.2,118.0,37.064,0.0,35.0,8.0,0.4547129999999999,0.23
1266,2022-04-19 02:00:00,5.5,14.0,5.0,14.0,65.0,3,54.0,53.0,73.0,0.8,50.0,50.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,51.2,3.8,3.2,58.1,243.8,0.2,134.0,43.885,0.0,35.0,8.0,0.4620069999999998,0.23
1267,2022-04-19 04:00:00,5.5,14.0,5.0,14.0,65.0,3,54.0,53.0,73.0,0.8,50.0,50.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,51.2,3.8,3.2,58.1,243.8,0.2,159.0,54.673,0.0,35.0,8.0,0.6471600000000002,0.24
1268,2022-04-19 06:00:00,5.5,14.0,5.0,14.0,65.0,3,54.0,53.0,73.0,0.8,50.0,52.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,51.2,3.8,3.2,58.1,243.8,0.2,175.0,61.54,0.0,35.0,8.0,0.6594999999999999,0.24
1269,2022-04-19 08:00:00,5.5,14.0,5.0,14.0,66.0,3,54.0,53.0,73.0,0.8,50.0,52.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,46.8,3.9,3.1,54.1,238.5,0.2,197.0,70.761,0.0,35.0,8.0,0.6444099999999995,0.23
1270,2022-04-19 10:00:00,5.5,14.0,5.0,14.0,64.0,3,54.0,53.0,73.0,0.8,50.0,52.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,46.1,3.9,3.2,53.2,129.2,0.2,215.0,77.972,0.0,35.0,8.0,0.6294800000000009,0.22
1271,2022-04-19 12:00:00,5.5,14.0,5.0,14.0,64.0,3,54.0,53.0,73.0,0.8,50.0,52.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,45.6,3.7,3.1,52.9,226.2,0.2,105.0,31.636,0.0,35.0,8.0,0.6745399999999998,0.22
1272,2022-04-19 14:00:00,5.5,14.0,5.0,14.0,64.0,3,54.0,53.0,73.0,0.8,50.0,52.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,45.6,3.7,3.1,52.9,130.3,0.2,128.0,41.314,0.0,35.0,8.0,0.6052499999999995,0.23
1273,2022-04-19 16:00:00,5.5,14.0,5.0,14.0,64.0,3,54.0,53.0,73.0,0.8,50.0,52.0,44.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,45.6,3.7,3.1,52.9,130.3,0.2,144.0,48.194,0.0,35.0,8.0,0.6865099999999998,0.23
1274,2022-04-19 18:00:00,5.5,14.0,5.0,14.0,64.0,3,50.0,53.0,73.0,0.8,48.0,52.0,41.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,39.7,3.6,3.1,47.6,193.3,0.2,162.0,55.967,0.0,35.0,8.0,0.6667600000000005,0.22
1275,2022-04-19 20:00:00,5.5,14.0,5.0,14.0,64.0,3,46.0,53.0,73.0,0.8,43.0,52.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,42.9,3.6,3.1,50.1,132.0,0.2,180.0,63.664,0.0,35.0,8.0,0.6493900000000004,0.23
1276,2022-04-19 22:00:00,5.5,14.0,5.0,14.0,64.0,3,45.0,53.0,73.0,0.8,42.0,52.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,44.6,3.8,3.1,51.0,136.7,0.2,206.0,74.413,0.0,35.0,8.0,0.6310300000000001,0.24
1277,2022-04-20 00:00:00,5.5,14.0,5.0,14.0,64.0,3,47.0,53.0,73.0,0.8,42.0,52.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,44.1,3.8,3.1,50.7,214.6,0.2,225.0,81.794,0.0,35.0,8.1,0.6373099999999999,0.24
1278,2022-04-20 02:00:00,5.5,14.0,5.0,14.0,65.0,3,48.0,53.0,73.0,0.8,43.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,44.7,3.8,3.2,52.1,132.0,0.2,92.0,26.362,0.0,35.0,8.1,0.25506,0.23
1279,2022-04-20 04:00:00,5.5,14.0,5.0,14.0,65.0,3,48.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,49.1,3.8,3.2,55.1,174.1,0.2,110.0,33.708,0.0,35.0,8.1,0.4614750000000001,0.24
1280,2022-04-20 06:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,43.8,3.8,3.2,51.7,238.8,0.2,136.0,44.745,0.0,35.0,8.1,0.4728009999999998,0.24
1281,2022-04-20 08:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,42.7,4.1,3.2,49.0,125.2,0.2,153.0,52.083,0.0,35.0,8.0,0.4442339999999997,0.23
1282,2022-04-20 10:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,44.0,4.0,3.2,50.2,231.9,0.2,170.0,59.404,0.0,35.0,8.0,0.462392,0.23
1283,2022-04-20 12:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,44.0,4.0,3.2,50.2,231.9,0.2,187.0,66.613,0.0,35.0,8.0,0.4599209999999998,0.24
1284,2022-04-20 14:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,42.7,3.9,3.1,48.7,196.9,0.2,211.0,76.403,0.0,35.0,8.1,0.4698050000000002,0.23
1285,2022-04-20 16:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.9,41.9,3.9,3.2,48.9,214.6,0.2,126.0,40.459,0.0,35.0,8.1,0.4490149999999998,0.22
1286,2022-04-20 18:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.9,41.9,3.9,3.2,48.9,214.6,0.2,115.0,35.8,0.0,35.0,8.1,0.4925410000000003,0.22
1287,2022-04-20 20:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,43.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,47.6,4.0,3.2,53.0,161.6,0.2,145.0,48.626,0.0,35.0,8.1,0.4416439999999996,0.23
1288,2022-04-20 22:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,43.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,44.7,3.9,3.2,51.2,161.6,0.2,168.0,58.546,0.0,35.0,8.1,0.4473769999999999,0.24
1289,2022-04-22 00:00:00,5.5,14.0,5.0,14.0,65.0,3,47.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,47.6,3.8,3.1,53.9,244.4,0.2,229.0,83.277,0.0,35.0,8.3,0.3891299999999999,0.24
1290,2022-04-22 02:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,45.5,3.8,3.2,52.5,248.3,0.2,97.0,28.369,0.0,35.0,8.3,1.0737215999999996,0.24
1291,2022-04-22 04:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,44.9,3.8,3.2,51.6,133.7,0.2,123.0,39.182,0.0,35.0,8.3,0.26504,0.23
1292,2022-04-22 06:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,44.9,3.8,3.2,51.6,133.7,0.2,143.0,47.763,0.0,35.0,8.3,0.2729479999999999,0.23
1293,2022-04-22 08:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,45.9,4.3,3.5,52.3,241.8,0.2,164.0,56.828,0.0,35.0,3.7,0.262424,0.24
1294,2022-04-22 10:00:00,5.5,14.0,6.0,14.0,154.0,0,46.0,0.0,10.0,0.0,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.7,45.9,4.3,3.5,52.3,241.8,0.2,73.0,19.037,0.0,35.0,8.3,0.1683240000000001,0.23
1295,2022-04-22 12:00:00,5.5,14.0,5.0,14.3,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,45.7,3.9,3.2,52.8,143.1,0.2,151.0,51.219,0.0,35.0,8.3,0.2625999999999998,0.23
1296,2022-04-22 14:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,16.0,45.7,4.0,3.3,52.3,237.9,0.2,189.0,67.449,0.0,35.0,8.3,0.2781999999999999,0.24
1297,2022-04-22 16:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.0,47.0,4.0,3.1,53.9,134.4,0.2,77.0,20.534,0.0,35.0,8.3,0.273316,0.24
1298,2022-04-22 18:00:00,5.5,14.0,5.0,14.0,65.0,3,46.0,53.0,73.0,0.8,44.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.0,47.0,4.0,3.1,53.9,134.4,0.2,104.0,31.224,0.0,35.0,8.3,0.24656,0.24
1299,2022-04-22 20:00:00,5.5,14.0,5.0,14.0,65.0,3,48.0,53.0,73.0,0.8,45.0,53.0,38.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,49.3,3.8,3.1,55.5,244.2,0.2,124.0,39.607,0.0,35.0,8.3,0.253904,0.23
1300,2022-04-22 22:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,40.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,47.0,3.8,3.1,53.2,132.4,0.2,144.0,48.194,0.0,35.0,8.3,0.2616439999999999,0.23
1301,2022-04-23 00:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,47.4,3.9,3.1,53.3,241.6,0.2,163.0,56.397,0.0,35.0,8.3,0.2618960000000001,0.24
1302,2022-04-23 02:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,47.7,3.8,3.1,53.2,135.2,0.2,183.0,64.932,0.0,35.0,8.3,0.5511039999999998,0.23
1303,2022-04-23 04:00:00,5.6,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,49.6,3.8,3.1,54.8,246.3,0.2,202.0,72.8,0.0,35.0,8.3,-0.0160439999999997,0.24
1304,2022-04-23 06:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.8,46.0,3.8,3.1,53.0,134.0,0.2,229.0,83.277,0.0,35.0,8.3,0.5058311999999997,0.23
1305,2022-04-23 08:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.9,45.0,3.8,3.1,51.0,229.3,0.2,121.0,38.333,0.0,35.0,8.3,0.0340535999999997,0.21
1306,2022-04-23 10:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,21.0,46.0,3.8,3.1,54.2,244.0,0.2,141.0,46.899,0.0,35.0,8.3,-0.0664271999999991,0.22
1307,2022-04-23 12:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,16.3,49.0,3.8,3.1,55.9,245.5,0.2,165.0,57.258,0.0,35.0,8.3,0.0232176,0.2
1308,2022-04-23 14:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.2,46.3,3.8,3.1,53.5,242.9,0.2,184.0,65.353,0.0,35.0,8.3,1.0504872,0.21
1309,2022-04-23 16:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.1,47.8,3.8,3.1,55.3,245.2,0.2,209.0,75.611,0.0,35.0,8.3,1.0942511999999989,0.22
1310,2022-04-23 18:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.9,45.5,3.8,3.1,52.1,235.5,0.2,99.0,29.18,0.0,35.0,8.3,1.149355200000001,0.22
1311,2022-04-23 20:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.9,46.5,3.8,3.1,53.8,243.7,0.2,118.0,37.064,0.0,35.0,7.0,1.1554703999999996,0.23
1312,2022-04-23 22:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.9,49.6,3.8,3.1,55.7,246.1,0.2,139.0,46.037,0.0,35.0,9.7,1.1173008,0.23
1313,2022-04-24 00:00:00,5.5,14.0,5.0,14.0,56.0,3,48.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,13.9,49.6,3.8,3.1,55.7,246.1,0.2,158.0,54.242,0.0,35.0,8.3,1.1204088000000003,0.24
1314,2022-04-24 02:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.0,46.0,3.8,3.1,53.1,242.0,0.2,176.0,61.966,0.0,35.0,8.3,0.6697499999999996,0.23
1315,2022-04-24 04:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.0,49.4,3.8,3.1,56.0,243.5,0.2,195.0,69.938,0.0,35.0,8.3,0.5367439999999999,0.23
1316,2022-04-24 06:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.0,45.7,3.8,3.1,53.5,136.7,0.2,218.0,79.134,0.0,35.0,8.3,0.5455200000000004,0.24
1317,2022-04-24 08:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,15.6,46.4,3.8,3.1,53.7,243.8,0.2,102.0,30.403,0.0,35.0,8.3,0.5423119999999997,0.21
1318,2022-04-24 10:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.0,49.2,3.8,3.1,55.6,243.7,0.2,122.0,38.757,0.0,35.0,8.3,0.5411360000000002,0.23
1319,2022-04-24 12:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.3,46.7,3.8,3.1,53.3,132.0,0.2,143.0,47.763,0.0,35.0,8.3,0.5394400000000001,0.21
1320,2022-04-24 14:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.1,48.9,3.8,3.1,55.4,241.1,0.2,162.0,55.967,0.0,35.0,8.3,0.5393919999999999,0.2
1321,2022-04-24 16:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.1,44.7,3.8,3.1,51.8,228.3,0.2,188.0,67.031,0.0,35.0,8.3,0.5509040000000002,0.22
1322,2022-04-24 18:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.1,47.4,3.8,3.1,53.6,239.1,0.2,203.0,73.205,0.0,35.0,8.2,0.5356960000000004,0.23
1323,2022-04-24 20:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.1,47.2,3.8,3.1,54.5,141.3,0.2,95.0,27.563,0.0,35.0,8.2,0.5521599999999999,0.23
1324,2022-04-24 22:00:00,5.5,14.0,5.0,14.0,65.0,3,49.0,53.0,73.0,0.8,45.0,53.0,39.0,8.0,0,0.0,0.0,0.0,0,0,0.0,14.1,47.6,3.8,3.1,54.0,241.4,0.2,115.0,35.8,0.0,35.0,5.7,0.5337360000000001,0.22
