Date,BlockP,BlockT,C1P,C1T,C1L,C2P,C2T,C2interfacial_L,С2petrol_L,OH_T,OH_interfacial_L,OH_P,C3T,C3L,P1Tinput,P1Toutput,P1Pinput,P1Poutput,P1Тcoolant,P1Tgases,P1Рburner,P2Tinput,P2Toutput,P2Pinput,P2Poutput,P2Tcoolant,P2Tgases,P2Pburner,Water,Vlagomer
2022-01-01 20:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,0.9130435,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.93431723,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.481579,1.0,0.32349563,0.15
2022-01-02 00:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,0.9130435,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.5498155,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.81879705,1.0,0.31414098,0.15
2022-01-02 02:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.48597777,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.50150377,1.0,0.13145469,0.15
2022-01-02 04:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.48597777,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.50150377,1.0,0.13297759,0.13
2022-01-02 06:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.9413284,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.47142863,1.0,0.13630071,0.14
2022-01-02 08:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.5114391,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.8992481,1.0,0.13796955,0.15
2022-01-02 10:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.5114391,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.8992481,1.0,0.1334374,0.15
2022-01-02 12:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.5114391,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.8992481,1.0,0.13235483,0.15
2022-01-02 14:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.95977855,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.4725564,1.0,0.13024077,0.15
2022-01-02 16:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.95977855,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.4725564,1.0,0.14657897,0.15
2022-01-02 18:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.95977855,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.4725564,1.0,0.13298,0.15
2022-01-02 20:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.5335793,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.47932336,1.0,0.13873827,0.14
2022-01-03 00:00:00,0.3913043,0.0,0.29411763,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.92472315,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.91804516,1.0,0.13408448,0.14
2022-01-03 02:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.90479696,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.47819552,1.0,0.08776134,0.14
2022-01-03 04:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.60922503,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.47631583,1.0,0.08967024,0.14
2022-01-03 06:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.8365313,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.46917298,1.0,0.09065467,0.14
2022-01-03 08:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.83763826,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.46992487,1.0,0.08582002,0.14
2022-01-03 10:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.83763826,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.46992487,1.0,0.08717263,0.12
2022-01-03 12:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.83763826,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.46992487,1.0,0.087432116,0.12
2022-01-03 14:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.83763826,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.46992487,1.0,0.09020379,0.15
2022-01-03 16:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.83763826,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.46992487,1.0,0.08423552,0.14
2022-01-03 18:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.83763826,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.46992487,1.0,0.087733775,0.14
2022-01-03 20:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.66568255,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.47744367,1.0,0.085401595,0.13
2022-01-04 00:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.58339477,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.74548876,1.0,0.08975944,0.13
2022-01-04 02:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.45424348,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.77969927,1.0,0.13854852,0.15
2022-01-04 04:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.9261992,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.51503766,1.0,0.1320483,0.15
2022-01-04 06:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.9261992,0.99999994,0.06435644,0.9104477,0.061338287,0.05849056,0.12180748,0.51503766,1.0,0.13669966,0.15
2022-01-04 08:00:00,0.3478261,0.0,0.35294133,0.0,0.048780486,0.6122449,0.8571428,0.81818175,0.9545454,0.5882353,0.8571429,0.74999994,0.95652175,0.02564103,0.33678758,0.80256826,0.5833334,0.65999997,0.39473683,0.83025825,0.99999994,0.06435644,0.86567163,0.06505576,0.060377356,0.11984284,0.9135339,1.0,0.13496026,0.14
2022-01-04 10:00:00,0.3478261,0.0,0.35294133,0.0,0.048780486,0.6122449,0.8571428,0.81818175,0.9545454,0.5882353,0.8571429,0.74999994,0.95652175,0.02564103,0.33678758,0.93097925,0.5833334,0.64,0.39473683,0.7675276,0.99999994,0.06435644,0.77611935,0.063197024,0.060377356,0.1178782,0.49248126,1.0,0.1402928,0.14
2022-01-04 12:00:00,0.3478261,0.0,0.35294133,0.0,0.048780486,0.6122449,0.8571428,0.81818175,0.9545454,0.5882353,0.8571429,0.74999994,0.95652175,0.02564103,0.33678758,0.93097925,0.5833334,0.64,0.39473683,0.72250915,0.99999994,0.06435644,0.77611935,0.063197024,0.060377356,0.1178782,0.51842105,1.0,0.1393854,0.15
2022-01-04 14:00:00,0.3913043,0.0,0.23529413,0.0,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.52941173,0.92857146,0.74999994,1.0,0.051282056,0.33678758,0.96308184,0.6,0.65999997,0.41447368,0.51660514,0.99999994,0.06435644,0.86567163,0.06877323,0.062264144,0.12180748,0.53007525,1.0,0.13505514,0.14
2022-01-04 16:00:00,0.3913043,0.0,0.23529413,0.0,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.52941173,0.92857146,0.74999994,1.0,0.02564103,0.33678758,0.96308184,0.6,0.65999997,0.41447368,0.51660514,0.99999994,0.06435644,0.86567163,0.06877323,0.062264144,0.12180748,0.53007525,1.0,0.13975273,0.14
2022-01-04 18:00:00,0.3913043,0.0,0.23529413,0.0,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.52941173,0.92857146,0.74999994,1.0,0.02564103,0.33678758,0.96308184,0.6,0.65999997,0.41447368,0.94833946,0.99999994,0.06435644,0.86567163,0.06877323,0.062264144,0.12180748,0.48496246,1.0,0.13919319,0.14
2022-01-04 20:00:00,0.3913043,0.0,0.23529413,0.0,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.52941173,0.92857146,0.74999994,1.0,0.02564103,0.33678758,0.96308184,0.6,0.65999997,0.41447368,0.9003689,0.99999994,0.06435644,0.86567163,0.06877323,0.062264144,0.12180748,0.52969927,1.0,0.14414866,0.14
2022-01-05 00:00:00,0.3913043,0.0,0.23529413,0.0,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.52941173,0.92857146,0.74999994,1.0,0.02564103,0.33678758,0.96308184,0.6,0.65999997,0.41447368,0.49077487,0.99999994,0.06435644,0.86567163,0.06877323,0.062264144,0.12180748,0.5112783,1.0,0.1358166,0.13
2022-01-05 02:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.501845,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.5075188,1.0,0.13943404,0.15
2022-01-05 04:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.6199261,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.75187975,1.0,0.12956692,0.14
2022-01-05 06:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.505535,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.93984973,1.0,0.13867746,0.14
2022-01-05 08:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.49815494,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8947369,1.0,0.13681887,0.14
2022-01-05 10:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.46863464,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8345865,1.0,0.13635907,0.15
2022-01-05 12:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.46863464,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8345865,1.0,0.13283405,0.18
2022-01-05 14:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.47970474,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.85338354,1.0,0.13324517,0.15
2022-01-05 16:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.47970474,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.85338354,1.0,0.13894019,0.17
2022-01-05 18:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.49815494,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8646617,1.0,0.13413556,0.17
2022-01-05 20:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.5719557,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.66503763,1.0,0.14745475,0.14
2022-01-06 00:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.98523974,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.50375944,1.0,0.14192516,0.13
2022-01-06 02:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.49446487,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.49248126,1.0,0.3941744,0.15
2022-01-06 04:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.9557195,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.9624061,1.0,0.37351245,0.15
2022-01-06 06:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.7306273,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.7556392,1.0,0.38343796,0.14
2022-01-06 08:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.7306273,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.7556392,1.0,0.38372988,0.15
2022-01-06 10:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.74538743,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8458647,1.0,0.36714843,0.15
2022-01-06 12:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.74538743,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8458647,1.0,0.3926304,0.17
2022-01-06 14:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.74538743,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8458647,1.0,0.38439807,0.17
2022-01-06 16:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.74538743,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8458647,1.0,0.39732072,0.17
2022-01-06 18:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.509225,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.49248126,1.0,0.37953264,0.18
2022-01-06 20:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.5682657,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.48872185,1.0,0.38043433,0.17
2022-01-07 00:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.86715853,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.8759399,1.0,0.40265974,0.13
2022-01-07 02:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.87453866,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.46992487,1.0,0.32883707,0.15
2022-01-07 04:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.4870848,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.82706773,1.0,0.3467346,0.18
2022-01-07 06:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.5129151,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.46616545,1.0,0.32106614,0.17
2022-01-07 08:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.5129151,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.46616545,1.0,0.34414053,0.17
2022-01-07 10:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.5129151,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.46616545,1.0,0.3396562,0.18
2022-01-07 12:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.94703054,0.55,0.62,0.40789473,0.5129151,0.99999994,0.06435644,0.89552236,0.061338287,0.05849056,0.12180748,0.46616545,1.0,0.33291268,0.17
2022-01-07 14:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.74538743,0.99999994,0.06435644,0.86567163,0.061338287,0.05849056,0.12180748,0.53007525,1.0,0.33575654,0.17
2022-01-07 16:00:00,0.3913043,0.0,0.4117648,0.12499997,0.048780486,0.6122449,0.9285714,0.81818175,0.9545454,0.47058824,1.0,0.74999994,1.0,0.02564103,0.33678758,0.93097925,0.55,0.62,0.40789473,0.74538743,0.99999994,0.06435644,0.86567163,0.061338287,0.05849056,0.12180748,0.53007525,1.0,0.33982083,0.18
